@RELATION GLCM_LBP_HOG

@ATTRIBUTE glcm_contrast NUMERIC
@ATTRIBUTE glcm_dissimilarity NUMERIC
@ATTRIBUTE glcm_homogeneity NUMERIC
@ATTRIBUTE glcm_energy NUMERIC
@ATTRIBUTE glcm_correlation NUMERIC
@ATTRIBUTE glcm_ASM NUMERIC
@ATTRIBUTE lbp_energy NUMERIC
@ATTRIBUTE lbp_entropy NUMERIC
@ATTRIBUTE lbp_mean NUMERIC
@ATTRIBUTE lbp_std NUMERIC
@ATTRIBUTE hog_mean NUMERIC
@ATTRIBUTE hog_std NUMERIC
@ATTRIBUTE hog_skew NUMERIC
@ATTRIBUTE hog_kurtosis NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.199653,0.858629,0.114507,0.012014,0.795685,0.002432,0.032172,0.968640,0.090976,0.939368,0.947881,0.634816,0.030947,0.001380,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.096830,0.504293,0.423338,0.213108,0.922048,0.076758,0.047585,0.946349,0.171578,0.949925,0.937310,0.651878,0.042303,0.003175,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.159227,0.676293,0.295783,0.115998,0.868021,0.032625,0.074600,0.913272,0.195907,0.980943,0.959891,0.614615,0.024626,0.002703,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.150119,0.657954,0.307597,0.117957,0.877488,0.033377,0.073082,0.915345,0.192268,0.978221,0.956125,0.621048,0.025465,0.002355,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.095584,0.492075,0.438263,0.249724,0.924535,0.097387,0.042764,0.942153,0.197069,0.944742,0.950194,0.630995,0.032028,0.002940,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.160880,0.671624,0.306128,0.117797,0.866457,0.033313,0.068688,0.921551,0.181469,0.981597,0.962916,0.609379,0.020092,0.002420,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.060450,0.406341,0.495997,0.213091,0.927206,0.076763,0.082048,0.902974,0.239206,0.967860,0.981005,0.576719,0.015263,0.002404,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.170987,0.763741,0.199705,0.027194,0.842969,0.005660,0.035994,0.968045,0.104767,0.945699,1.000000,0.539584,0.000000,0.001479,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.066800,0.417782,0.489660,0.207694,0.921034,0.073910,0.088842,0.894157,0.241414,0.977057,0.984726,0.569691,0.007457,0.002648,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.197946,0.742191,0.262095,0.052038,0.770233,0.011965,0.045427,0.950226,0.124744,0.946992,0.919354,0.679465,0.036907,0.001306,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.150571,0.626272,0.338336,0.122436,0.887732,0.035069,0.034545,0.958207,0.148890,0.931777,0.938552,0.649907,0.030051,0.001467,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.186290,0.733223,0.262832,0.051259,0.783299,0.011755,0.045008,0.950642,0.119734,0.944374,0.915134,0.685712,0.041490,0.001800,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.169452,0.709488,0.252131,0.046077,0.885559,0.010330,0.052955,0.940692,0.151980,0.969652,0.947304,0.635764,0.040221,0.002747,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.210596,0.876882,0.105549,0.014004,0.773446,0.002834,0.043176,0.956319,0.118584,0.955409,0.957123,0.619351,0.025942,0.001445,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.138728,0.610328,0.363446,0.187583,0.927669,0.063649,0.057581,0.907660,0.252912,0.964958,0.915940,0.684526,0.028822,0.002206,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.137676,0.611275,0.364203,0.187391,0.928561,0.063557,0.060198,0.904619,0.262822,0.968290,0.920181,0.678231,0.030630,0.002386,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.079432,0.480654,0.425631,0.152206,0.725772,0.047490,0.033913,0.964978,0.129219,0.943852,0.951400,0.628990,0.035671,0.002190,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.190471,0.808065,0.158247,0.015460,0.799062,0.003200,0.048860,0.945730,0.125979,0.969858,0.930965,0.661819,0.041594,0.001819,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.066607,0.412399,0.498228,0.213040,0.921254,0.076741,0.081538,0.903891,0.231380,0.973336,0.986512,0.566277,0.009961,0.002418,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.060272,0.408747,0.491025,0.207417,0.927557,0.073767,0.081214,0.904449,0.231602,0.972389,0.991205,0.557174,0.000480,0.002853,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.191849,0.736893,0.267802,0.053035,0.777137,0.012234,0.040427,0.957359,0.115703,0.942514,0.929701,0.663775,0.036038,0.001713,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.132120,0.651402,0.278498,0.045192,0.825260,0.010168,0.041599,0.959214,0.117441,0.948804,0.973400,0.590745,0.020436,0.000784,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.135067,0.633806,0.309614,0.087888,0.816382,0.022762,0.057800,0.937632,0.157605,0.959233,0.931842,0.660458,0.047253,0.002231,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.130227,0.659518,0.263080,0.082826,0.569808,0.021316,0.030710,0.971225,0.080426,0.941390,0.945413,0.638858,0.031874,0.001653,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.087187,0.481668,0.436771,0.138942,0.942078,0.041677,0.020540,0.969236,0.123601,0.911768,0.891881,0.718673,0.044525,0.000817,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.212760,0.777083,0.223538,0.055578,0.647025,0.013019,0.051674,0.943364,0.145225,0.965164,0.905356,0.699865,0.057047,0.002472,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.159595,0.747406,0.196886,0.034276,0.775952,0.007478,0.054037,0.940785,0.151313,0.965663,0.952102,0.627820,0.024487,0.000573,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.263019,0.938532,0.110924,0.024514,0.678102,0.005208,0.051736,0.937059,0.139175,0.974909,0.919096,0.679849,0.045083,0.000917,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.234942,0.884304,0.137946,0.016388,0.840746,0.003348,0.045335,0.951236,0.127318,0.970389,0.934961,0.655584,0.037828,0.001248,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.195926,0.659445,0.313737,0.087000,0.530133,0.022530,0.046005,0.953424,0.128991,0.953212,0.937563,0.651477,0.047227,0.003538,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.111315,0.605088,0.303153,0.091298,0.770121,0.023876,0.032169,0.972088,0.098829,0.939304,0.978476,0.581434,0.018670,0.001188,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.190512,0.769893,0.222145,0.030462,0.873262,0.006475,0.037651,0.963301,0.104251,0.940940,0.945390,0.638896,0.032578,0.001452,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.189832,0.840195,0.123685,0.006064,0.867691,0.001190,0.032572,0.970869,0.090140,0.942568,0.958741,0.616588,0.023843,0.001015,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.158181,0.686870,0.279069,0.054433,0.890122,0.012625,0.042222,0.956421,0.120531,0.941980,0.939513,0.648375,0.036146,0.001450,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.240455,1.000000,0.000000,0.012584,0.625677,0.002626,0.062838,0.927820,0.167704,0.989760,0.959192,0.615816,0.027211,0.000435,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.156558,0.746149,0.194756,0.026631,0.805012,0.005694,0.051403,0.945010,0.142298,0.973202,0.942284,0.643930,0.035149,0.001718,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.195437,0.811373,0.171004,0.047719,0.643103,0.010884,0.059269,0.932082,0.155501,0.986957,0.931454,0.661061,0.036318,0.000721,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.265493,0.967581,0.081176,0.023663,0.573184,0.005059,0.053221,0.939562,0.139770,0.975648,0.941230,0.645626,0.038739,0.002353,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.129369,0.593789,0.358920,0.075589,0.826185,0.018823,0.054431,0.937831,0.168599,0.959331,0.944678,0.640055,0.023434,0.000670,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.115599,0.562547,0.382634,0.176939,0.853586,0.058522,0.030860,0.950075,0.186225,0.932773,0.914391,0.686803,0.029013,0.001034,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.151359,0.692149,0.260545,0.048859,0.875399,0.011116,0.041122,0.956705,0.112874,0.945139,0.890512,0.720540,0.060309,0.003196,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.198673,0.808247,0.177581,0.039001,0.741269,0.008617,0.056494,0.935966,0.153711,0.968825,0.932258,0.659812,0.045215,0.002812,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.119905,0.583536,0.349168,0.088844,0.813806,0.023062,0.055937,0.939068,0.167129,0.959432,0.965568,0.604739,0.027198,0.001565,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.207625,0.766148,0.246695,0.063085,0.706662,0.015109,0.057466,0.936615,0.156997,0.957149,0.927352,0.667384,0.045616,0.002669,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.208165,0.885127,0.091776,0.016156,0.732117,0.003279,0.047133,0.952870,0.137732,0.968131,0.963616,0.608160,0.024958,0.001477,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.183650,0.807652,0.148976,0.019875,0.821080,0.004094,0.039998,0.960302,0.108360,0.954523,0.970240,0.596444,0.017721,0.001038,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.164367,0.800958,0.129069,0.017284,0.817672,0.003560,0.055253,0.940213,0.143827,0.976817,0.962378,0.610315,0.032081,0.002582,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.220842,0.918572,0.069499,0.004604,0.793573,0.000969,0.055469,0.938027,0.140436,0.982774,0.962111,0.610778,0.027605,0.001683,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.124311,0.588937,0.355567,0.100805,0.888961,0.027102,0.068461,0.923121,0.182011,0.974352,0.941744,0.644801,0.028390,0.000277,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.122781,0.589970,0.350345,0.093157,0.888926,0.024474,0.065152,0.927532,0.176994,0.971971,0.942919,0.642906,0.026782,0.000582,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.146153,0.683656,0.266426,0.049999,0.847916,0.011435,0.045307,0.952235,0.122830,0.948232,0.941243,0.645605,0.039190,0.002797,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.131590,0.634724,0.302653,0.077609,0.692277,0.019520,0.046614,0.952346,0.130487,0.965849,0.957649,0.618455,0.033062,0.002048,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.149568,0.667222,0.285513,0.093512,0.749117,0.024750,0.055888,0.934455,0.152404,0.967332,0.924041,0.672424,0.043158,0.001277,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.196011,0.798752,0.194067,0.016986,0.891069,0.003430,0.034785,0.967506,0.103474,0.934922,0.914275,0.686974,0.049520,0.002463,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.143736,0.708644,0.220031,0.015806,0.901244,0.003214,0.028959,0.974193,0.077715,0.928716,0.930174,0.663043,0.034566,0.001358,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.157672,0.707850,0.252098,0.082855,0.808593,0.021110,0.051157,0.946709,0.145382,0.960077,0.946575,0.636960,0.039368,0.001960,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.094031,0.519874,0.390406,0.091529,0.921280,0.023933,0.070085,0.920530,0.178830,0.976245,0.958086,0.617709,0.028160,0.002304,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.111980,0.600832,0.308147,0.039686,0.883351,0.008785,0.039687,0.954144,0.108732,0.924632,0.909990,0.693213,0.050807,0.003347,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.156122,0.706838,0.253228,0.080885,0.806499,0.020494,0.048954,0.948827,0.137666,0.961990,0.949068,0.632859,0.036397,0.002636,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.177276,0.775400,0.187651,0.004676,0.883243,0.000908,0.020646,0.981008,0.052726,0.902432,0.947679,0.635149,0.026695,0.000318,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.114750,0.568303,0.364304,0.115220,0.899853,0.032372,0.064884,0.926419,0.176125,0.966577,0.932611,0.659261,0.042532,0.002477,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.153532,0.683349,0.278910,0.079244,0.781298,0.019995,0.044768,0.953633,0.126887,0.949688,0.934113,0.656914,0.035114,0.000908,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.151441,0.701622,0.228569,0.056306,0.711058,0.013243,0.026744,0.977355,0.073377,0.920588,0.942694,0.643270,0.045892,0.003229,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.122976,0.655662,0.252760,0.071416,0.755021,0.017634,0.037120,0.964150,0.101625,0.933866,0.979685,0.579186,0.012189,0.000709,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.269814,0.754545,0.251906,0.073822,0.338882,0.018374,0.037049,0.967693,0.107948,0.947536,0.984440,0.570235,0.010328,0.001149,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.183487,0.806134,0.157444,0.068547,0.479279,0.016887,0.062871,0.926302,0.160329,0.987371,0.935698,0.654425,0.040422,0.002657,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.154529,0.640950,0.347620,0.172093,0.827360,0.056284,0.076523,0.895803,0.243368,1.000000,0.968442,0.599654,0.020516,0.001865,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.193490,0.818625,0.150833,0.022095,0.738055,0.004613,0.061010,0.930465,0.162445,0.983866,0.962016,0.610943,0.027479,0.001131,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.135868,0.702662,0.211012,0.032550,0.805472,0.007018,0.058853,0.934626,0.155926,0.976724,0.979538,0.579460,0.015835,0.001039,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.214548,0.786997,0.219269,0.078886,0.453040,0.020054,0.045881,0.950101,0.131721,0.961076,0.934532,0.656258,0.036063,0.001187,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.156659,0.653076,0.323947,0.115924,0.917598,0.032582,0.025550,0.963731,0.151660,0.924445,0.874347,0.742030,0.060804,0.003335,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.181417,0.800619,0.153336,0.012869,0.839079,0.002607,0.032142,0.969196,0.082862,0.936646,0.929894,0.663476,0.038771,0.001521,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.171745,0.638945,0.325983,0.054348,0.899978,0.012656,0.030505,0.969716,0.083862,0.926455,0.925621,0.670026,0.036307,0.001310,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.171748,0.784396,0.157173,0.013380,0.835153,0.002674,0.039540,0.959759,0.108144,0.943717,0.971513,0.594156,0.030667,0.003408,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.125790,0.577350,0.380139,0.135018,0.704979,0.040126,0.036262,0.963315,0.125450,0.933261,0.941356,0.645424,0.035017,0.001950,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.078765,0.501197,0.391049,0.094349,0.827268,0.025079,0.043104,0.954849,0.133590,0.940207,0.939056,0.649104,0.040949,0.003858,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.139613,0.679778,0.259907,0.040492,0.893290,0.008910,0.055988,0.940850,0.151901,0.968476,0.976148,0.585728,0.013339,0.001266,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.158829,0.686474,0.277816,0.074727,0.880463,0.018523,0.023628,0.974785,0.107837,0.927479,0.887349,0.724826,0.065981,0.005644,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.243658,0.901633,0.101806,0.020520,0.664816,0.004278,0.040304,0.959358,0.111979,0.961222,0.960463,0.613629,0.029114,0.001681,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.814185,0.400152,0.948275,0.694149,0.874033,0.521561,0.839212,0.163452,0.929556,0.280695,0.365295,0.951157,0.263715,0.063687,TUMORLU
0.130280,0.696160,0.197648,0.019111,0.892250,0.003892,0.033539,0.971361,0.090852,0.945297,0.985955,0.567343,0.002226,0.001809,TUMORLU
0.803619,0.382274,0.951282,0.694416,0.876141,0.521906,0.835172,0.168820,0.930419,0.279662,0.376181,0.976041,0.272679,0.075771,TUMORLU
0.053543,0.377877,0.517061,0.110736,0.968679,0.030681,0.027154,0.974283,0.080988,0.896053,0.940530,0.646749,0.031157,0.001458,TUMORLU
0.330837,0.162819,0.977588,0.928188,0.797980,0.874003,0.931760,0.079006,0.970707,0.190650,0.208931,0.740826,0.399287,0.166251,TUMORLU
0.085175,0.469004,0.443088,0.118441,0.954296,0.033555,0.042820,0.953723,0.119459,0.926625,0.930926,0.661880,0.041025,0.002602,TUMORLU
0.381735,0.184905,0.976258,0.919107,0.794303,0.858667,0.926166,0.085305,0.969054,0.196834,0.210252,0.700974,0.363739,0.131858,TUMORLU
0.088197,0.475338,0.439152,0.120764,0.952944,0.034441,0.035870,0.965703,0.105388,0.925068,0.932008,0.660200,0.034387,0.002476,TUMORLU
0.350887,0.165691,0.979542,0.931596,0.776440,0.879791,0.935197,0.075787,0.972647,0.184437,0.187825,0.687586,0.444297,0.218088,TUMORLU
0.090999,0.491541,0.418515,0.105247,0.951078,0.028683,0.039279,0.960703,0.113443,0.922742,0.954206,0.624290,0.022586,0.000723,TUMORLU
0.384654,0.178100,0.978785,0.928741,0.766628,0.874941,0.927188,0.083287,0.969982,0.191275,0.215579,0.738725,0.399561,0.172546,TUMORLU
0.086216,0.484105,0.425873,0.109129,0.954519,0.030089,0.037486,0.963374,0.113443,0.921317,0.955775,0.621641,0.032321,0.001794,TUMORLU
0.294912,0.142385,0.980868,0.940221,0.785576,0.894531,0.941581,0.069244,0.975345,0.177073,0.149923,0.610885,0.479188,0.248799,TUMORLU
0.075328,0.479510,0.412155,0.098892,0.960214,0.026448,0.042089,0.957622,0.125084,0.924470,0.955665,0.621827,0.025741,0.001177,TUMORLU
0.331914,0.157215,0.980173,0.934695,0.779433,0.885074,0.938382,0.073212,0.974803,0.180996,0.201461,0.743102,0.460486,0.230700,TUMORLU
0.090356,0.493573,0.415893,0.107736,0.952732,0.029586,0.043418,0.953880,0.123444,0.929512,0.948891,0.633152,0.031008,0.001196,TUMORLU
0.274385,0.136774,0.981687,0.937886,0.809365,0.890528,0.943506,0.066440,0.975476,0.174813,0.173483,0.691725,0.446856,0.196842,TUMORLU
0.254146,0.904836,0.131096,0.021753,0.709850,0.004527,0.048125,0.948602,0.135047,0.959884,0.929015,0.664832,0.040750,0.001620,TUMORLU
0.220642,0.103574,0.986424,0.963271,0.737578,0.934510,0.961250,0.048253,0.982107,0.154445,0.124932,0.543575,0.459244,0.184914,TUMORLU
