@RELATION WAVELET_BAND_HH

@ATTRIBUTE HH_glcm_contrast NUMERIC
@ATTRIBUTE HH_glcm_dissimilarity NUMERIC
@ATTRIBUTE HH_glcm_homogeneity NUMERIC
@ATTRIBUTE HH_glcm_energy NUMERIC
@ATTRIBUTE HH_glcm_correlation NUMERIC
@ATTRIBUTE HH_glcm_ASM NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.384781,0.540798,0.283196,0.168844,0.052770,0.069547,TUMORLU
0.160550,0.065642,0.975131,0.978682,0.079667,0.963919,TUMORLU
0.243433,0.436736,0.339256,0.193192,0.069405,0.082905,TUMORLU
0.204121,0.085279,0.968859,0.973167,0.142811,0.954691,TUMORLU
0.399842,0.549675,0.273676,0.147885,0.059772,0.058714,TUMORLU
0.260839,0.107153,0.960931,0.967919,0.047174,0.945948,TUMORLU
0.591975,0.694650,0.172944,0.084643,0.055604,0.029816,TUMORLU
0.054963,0.022888,0.991372,0.992207,0.074840,0.986736,TUMORLU
0.266824,0.460248,0.320216,0.175262,0.058594,0.072981,TUMORLU
0.206449,0.092614,0.961988,0.968129,0.108706,0.946298,TUMORLU
0.198168,0.386184,0.379689,0.230743,0.052075,0.105143,TUMORLU
0.202521,0.100069,0.952318,0.959200,0.087077,0.931514,TUMORLU
0.072562,0.197691,0.622025,0.422486,0.115818,0.249847,TUMORLU
0.202889,0.089267,0.963348,0.968835,0.061770,0.947470,TUMORLU
0.583979,0.693864,0.166024,0.071746,0.041857,0.024631,TUMORLU
0.101388,0.044124,0.983112,0.985552,0.080467,0.975476,TUMORLU
0.364444,0.509775,0.310805,0.180289,0.051744,0.075733,TUMORLU
0.129117,0.056588,0.977093,0.980313,0.087587,0.966657,TUMORLU
