@RELATION GLCM_LCP

@ATTRIBUTE glcm_contrast NUMERIC
@ATTRIBUTE glcm_dissimilarity NUMERIC
@ATTRIBUTE glcm_homogeneity NUMERIC
@ATTRIBUTE glcm_energy NUMERIC
@ATTRIBUTE glcm_correlation NUMERIC
@ATTRIBUTE glcm_ASM NUMERIC
@ATTRIBUTE lcp_mean NUMERIC
@ATTRIBUTE lcp_std NUMERIC
@ATTRIBUTE lcp_energy NUMERIC
@ATTRIBUTE lcp_entropy NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.183487,0.806134,0.157444,0.068547,0.479279,0.016887,0.800755,0.304773,0.239676,0.862105,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.154529,0.640950,0.347620,0.172093,0.827360,0.056284,0.641648,0.334934,0.203155,0.688381,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.193490,0.818625,0.150833,0.022095,0.738055,0.004613,0.818808,0.309269,0.249222,0.876969,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.135868,0.702662,0.211012,0.032550,0.805472,0.007018,0.710637,0.251957,0.179695,0.821339,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.214548,0.786997,0.219269,0.078886,0.453040,0.020054,0.780190,0.361303,0.267243,0.815317,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.156659,0.653076,0.323947,0.115924,0.917598,0.032582,0.654368,0.321611,0.198876,0.712448,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.181417,0.800619,0.153336,0.012869,0.839079,0.002607,0.809649,0.310923,0.246635,0.867440,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.171745,0.638945,0.325983,0.054348,0.899978,0.012656,0.640472,0.347801,0.211033,0.716332,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.171748,0.784396,0.157173,0.013380,0.835153,0.002674,0.790308,0.291617,0.228363,0.864122,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.125790,0.577350,0.380139,0.135018,0.704979,0.040126,0.581385,0.305400,0.167884,0.660886,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.078765,0.501197,0.391049,0.094349,0.827268,0.025079,0.497955,0.210731,0.100642,0.645132,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.139613,0.679778,0.259907,0.040492,0.893290,0.008910,0.683489,0.284909,0.187275,0.770781,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.158829,0.686474,0.277816,0.074727,0.880463,0.018523,0.699567,0.320389,0.212703,0.763776,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.243658,0.901633,0.101806,0.020520,0.664816,0.004278,0.898498,0.350642,0.307387,0.915734,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.814185,0.400152,0.948275,0.694149,0.874033,0.521561,0.418430,0.895020,0.792752,0.016978,TUMORLU
0.130280,0.696160,0.197648,0.019111,0.892250,0.003892,0.722360,0.262951,0.189000,0.829591,TUMORLU
0.803619,0.382274,0.951282,0.694416,0.876141,0.521906,0.418444,0.902027,0.804562,0.013070,TUMORLU
0.053543,0.377877,0.517061,0.110736,0.968679,0.030681,0.391713,0.186936,0.069278,0.546824,TUMORLU
0.330837,0.162819,0.977588,0.928188,0.797980,0.874003,0.177135,0.592367,0.336475,0.007481,TUMORLU
0.085175,0.469004,0.443088,0.118441,0.954296,0.033555,0.478781,0.239130,0.108164,0.611506,TUMORLU
0.381735,0.184905,0.976258,0.919107,0.794303,0.858667,0.195427,0.622705,0.372660,0.007194,TUMORLU
0.088197,0.475338,0.439152,0.120764,0.952944,0.034441,0.487236,0.244779,0.112671,0.617323,TUMORLU
0.350887,0.165691,0.979542,0.931596,0.776440,0.879791,0.178019,0.598367,0.343249,0.005055,TUMORLU
0.090999,0.491541,0.418515,0.105247,0.951078,0.028683,0.491549,0.245522,0.114017,0.622726,TUMORLU
0.384654,0.178100,0.978785,0.928741,0.766628,0.874941,0.193197,0.625725,0.375990,0.004431,TUMORLU
0.086216,0.484105,0.425873,0.109129,0.954519,0.030089,0.490987,0.241604,0.112096,0.622284,TUMORLU
0.294912,0.142385,0.980868,0.940221,0.785576,0.894531,0.157328,0.560726,0.300690,0.005626,TUMORLU
0.075328,0.479510,0.412155,0.098892,0.960214,0.026448,0.480727,0.220357,0.100521,0.622976,TUMORLU
0.331914,0.157215,0.980173,0.934695,0.779433,0.885074,0.176253,0.596064,0.340521,0.004929,TUMORLU
0.090356,0.493573,0.415893,0.107736,0.952732,0.029586,0.494508,0.242715,0.113427,0.625421,TUMORLU
0.274385,0.136774,0.981687,0.937886,0.809365,0.890528,0.152132,0.550370,0.289518,0.005758,TUMORLU
0.254146,0.904836,0.131096,0.021753,0.709850,0.004527,0.909671,0.387910,0.338001,0.895106,TUMORLU
0.220642,0.103574,0.986424,0.963271,0.737578,0.934510,0.110010,0.472358,0.212083,0.003561,TUMORLU
0.213567,0.849540,0.145422,0.037375,0.639584,0.008216,0.856941,0.345790,0.286859,0.881369,TUMORLU
0.361272,0.184626,0.974161,0.925558,0.784977,0.869547,0.204755,0.632718,0.385335,0.009539,TUMORLU
0.252227,0.906139,0.119543,0.022650,0.721792,0.004718,0.915940,0.385864,0.339241,0.905828,TUMORLU
0.225614,0.109351,0.985269,0.964867,0.717383,0.937311,0.119512,0.490685,0.229151,0.004145,TUMORLU
0.191244,0.810912,0.165396,0.035418,0.728434,0.007720,0.818268,0.332153,0.262774,0.860474,TUMORLU
0.448916,0.216079,0.971451,0.902353,0.798833,0.830727,0.237550,0.687391,0.456459,0.007537,TUMORLU
0.128207,0.581705,0.355237,0.087377,0.854279,0.022716,0.572220,0.285793,0.154500,0.679517,TUMORLU
0.553083,0.282104,0.959756,0.821411,0.860784,0.702160,0.304345,0.765645,0.571685,0.014642,TUMORLU
0.186839,0.749658,0.213367,0.038986,0.773843,0.008690,0.738803,0.329148,0.231467,0.809676,TUMORLU
0.676176,0.345229,0.952251,0.741186,0.878848,0.585244,0.370097,0.839808,0.693875,0.017808,TUMORLU
0.070683,0.452803,0.435056,0.107763,0.909550,0.029627,0.462626,0.212926,0.093439,0.613832,TUMORLU
0.762069,0.369903,0.952924,0.786386,0.836865,0.649829,0.402027,0.882791,0.769165,0.013360,TUMORLU
0.127540,0.634115,0.288088,0.048147,0.921643,0.010902,0.643925,0.293823,0.179615,0.741001,TUMORLU
0.361357,0.168917,0.979829,0.909616,0.828604,0.842781,0.179136,0.601303,0.346647,0.004426,TUMORLU
0.082383,0.483649,0.429295,0.123684,0.935517,0.035540,0.497967,0.259601,0.122196,0.610295,TUMORLU
0.368959,0.182109,0.975752,0.911346,0.818017,0.845665,0.201987,0.631738,0.383906,0.008018,TUMORLU
0.123585,0.621185,0.304240,0.044189,0.935524,0.009831,0.639914,0.288413,0.175436,0.733951,TUMORLU
0.565597,0.276569,0.963670,0.806824,0.869015,0.680121,0.306505,0.775098,0.585655,0.010878,TUMORLU
0.100566,0.557318,0.350902,0.056440,0.898164,0.013158,0.567627,0.241530,0.131369,0.694475,TUMORLU
0.598780,0.286530,0.964344,0.796974,0.867976,0.665436,0.304966,0.774342,0.584332,0.009983,TUMORLU
0.150521,0.599856,0.388654,0.165318,0.896581,0.053102,0.618426,0.361583,0.213596,0.649092,TUMORLU
0.666908,0.327612,0.956723,0.791951,0.854595,0.658010,0.354613,0.828908,0.674150,0.013767,TUMORLU
0.117919,0.566399,0.364030,0.058611,0.926369,0.013731,0.573616,0.292258,0.158384,0.674766,TUMORLU
0.572582,0.269996,0.966338,0.832822,0.848224,0.719637,0.295134,0.765055,0.569523,0.008433,TUMORLU
0.106236,0.550824,0.366996,0.061241,0.951120,0.014464,0.564043,0.274254,0.146230,0.675153,TUMORLU
0.906420,0.429502,0.944830,0.698678,0.857619,0.527533,0.467602,0.950753,0.899573,0.014875,TUMORLU
0.112496,0.585928,0.331787,0.038795,0.948136,0.008445,0.597296,0.271034,0.153773,0.707773,TUMORLU
0.663841,0.326166,0.956769,0.778908,0.863208,0.638911,0.361498,0.837617,0.688932,0.013462,TUMORLU
0.100832,0.531029,0.393050,0.068756,0.955896,0.016655,0.545995,0.271592,0.140100,0.650645,TUMORLU
0.923105,0.436648,0.945665,0.708831,0.850766,0.541050,0.470561,0.954904,0.907651,0.013257,TUMORLU
0.154755,0.688713,0.255613,0.023430,0.886751,0.004807,0.706745,0.324347,0.217498,0.777672,TUMORLU
0.278186,0.130425,0.984216,0.942346,0.794010,0.898179,0.141600,0.536057,0.274203,0.003570,TUMORLU
0.148277,0.664233,0.289830,0.038283,0.908343,0.008331,0.672405,0.313491,0.199735,0.746620,TUMORLU
0.216249,0.102778,0.986753,0.965793,0.722625,0.938937,0.115993,0.485052,0.223800,0.003352,TUMORLU
0.151139,0.679898,0.273738,0.030615,0.900994,0.006478,0.687411,0.310957,0.203108,0.760810,TUMORLU
0.230762,0.107796,0.986357,0.959457,0.752442,0.927834,0.120870,0.495828,0.233985,0.003234,TUMORLU
0.093818,0.504378,0.414773,0.107883,0.947116,0.029623,0.517636,0.267406,0.130807,0.632776,TUMORLU
0.612452,0.292380,0.962325,0.813876,0.852949,0.690732,0.314523,0.786846,0.604045,0.010146,TUMORLU
0.083056,0.458772,0.463029,0.119736,0.942360,0.034014,0.474570,0.258959,0.116469,0.584820,TUMORLU
0.774529,0.360910,0.955785,0.741910,0.862017,0.586248,0.397660,0.884741,0.771567,0.009908,TUMORLU
0.056493,0.395108,0.503104,0.195181,0.963128,0.067441,0.422671,0.211642,0.084510,0.561109,TUMORLU
1.000000,0.456516,0.946960,0.675374,0.853626,0.497140,0.512007,1.000000,1.000000,0.009946,TUMORLU
0.118163,0.574827,0.362904,0.069620,0.926947,0.016919,0.589326,0.291368,0.162245,0.683145,TUMORLU
0.655611,0.313804,0.959720,0.827426,0.829554,0.711346,0.345352,0.822689,0.662977,0.011036,TUMORLU
0.104892,0.566682,0.345281,0.043758,0.923235,0.009716,0.574176,0.263184,0.143396,0.687497,TUMORLU
0.841292,0.405530,0.946771,0.770146,0.830504,0.626240,0.442561,0.924282,0.847612,0.015220,TUMORLU
0.152352,0.717524,0.217326,0.022753,0.868866,0.004776,0.712124,0.288385,0.198654,0.802820,TUMORLU
0.263337,0.131614,0.982274,0.953814,0.747912,0.918003,0.144543,0.535528,0.273872,0.005941,TUMORLU
0.110693,0.586251,0.325576,0.049568,0.920334,0.011253,0.603758,0.266648,0.153409,0.718023,TUMORLU
0.532036,0.256009,0.967529,0.813785,0.872955,0.690593,0.279060,0.741877,0.534578,0.009171,TUMORLU
0.080070,0.387807,0.556138,0.251685,0.902771,0.098561,0.390754,0.268250,0.103803,0.492720,TUMORLU
0.423531,0.200921,0.975218,0.887858,0.836223,0.806917,0.219620,0.662627,0.423162,0.006329,TUMORLU
0.062107,0.345537,0.580550,0.267747,0.929621,0.108343,0.360157,0.242884,0.086179,0.476615,TUMORLU
0.601130,0.283845,0.964675,0.779733,0.877271,0.640112,0.303495,0.775156,0.585303,0.008810,TUMORLU
0.211741,0.867103,0.106448,0.001592,0.840674,0.000272,0.889519,0.351925,0.304412,0.906135,TUMORLU
0.242283,0.110871,0.987274,0.959009,0.747232,0.927052,0.121575,0.499193,0.237166,0.002497,TUMORLU
0.109365,0.582502,0.336285,0.086371,0.938801,0.022237,0.589217,0.266786,0.149350,0.698216,TUMORLU
0.453559,0.222611,0.969389,0.859363,0.858120,0.761113,0.253566,0.706941,0.483889,0.009658,TUMORLU
0.098331,0.544193,0.360041,0.084690,0.944584,0.021697,0.554738,0.247828,0.130816,0.680723,TUMORLU
0.479733,0.227852,0.971033,0.874636,0.832333,0.785499,0.249621,0.704590,0.480305,0.007705,TUMORLU
0.118349,0.585570,0.340505,0.082702,0.937451,0.021043,0.596321,0.290923,0.163975,0.691747,TUMORLU
0.409986,0.205910,0.971484,0.894641,0.829171,0.818015,0.223563,0.661146,0.421739,0.009888,TUMORLU
0.113921,0.598464,0.318130,0.073401,0.933134,0.018126,0.608781,0.274909,0.159052,0.712681,TUMORLU
0.483928,0.226434,0.971575,0.866378,0.841828,0.772266,0.254992,0.714369,0.493960,0.006698,TUMORLU
0.068551,0.399638,0.523796,0.203866,0.946413,0.071905,0.416162,0.243073,0.096612,0.532055,TUMORLU
0.851851,0.404002,0.948890,0.730814,0.852471,0.570891,0.427617,0.911203,0.822009,0.013585,TUMORLU
0.102615,0.571023,0.332696,0.036389,0.938624,0.007872,0.580663,0.259292,0.143272,0.701779,TUMORLU
0.215301,0.100119,0.988335,0.963641,0.747222,0.935158,0.110962,0.476009,0.215379,0.002601,TUMORLU
0.128829,0.676194,0.231796,0.023371,0.918686,0.004787,0.699892,0.287602,0.194121,0.793248,TUMORLU
0.609971,0.280475,0.966609,0.815330,0.853312,0.692929,0.304847,0.780538,0.593348,0.006946,TUMORLU
0.125055,0.660070,0.242657,0.018636,0.890514,0.003757,0.666897,0.267928,0.173142,0.777709,TUMORLU
0.359722,0.164540,0.980430,0.934571,0.762141,0.884861,0.185242,0.613183,0.360703,0.004179,TUMORLU
0.108845,0.578063,0.337757,0.053729,0.898661,0.012401,0.584509,0.261828,0.145577,0.699229,TUMORLU
0.688827,0.320696,0.961181,0.790843,0.851601,0.656376,0.349727,0.831854,0.677919,0.008718,TUMORLU
0.097418,0.515170,0.402853,0.079588,0.941525,0.020017,0.513371,0.252375,0.122435,0.637894,TUMORLU
0.276622,0.127779,0.984489,0.945495,0.782105,0.903602,0.139231,0.532708,0.270688,0.003292,TUMORLU
0.102817,0.539478,0.382946,0.096144,0.917209,0.025476,0.544059,0.253576,0.130726,0.666435,TUMORLU
0.371901,0.176442,0.978036,0.928658,0.772885,0.874799,0.197379,0.629135,0.380390,0.005857,TUMORLU
0.074656,0.430111,0.487531,0.128470,0.948053,0.037460,0.441485,0.238328,0.099638,0.569615,TUMORLU
0.458316,0.219657,0.971613,0.905994,0.784898,0.836758,0.236023,0.684507,0.452577,0.008057,TUMORLU
0.102519,0.582271,0.319752,0.061382,0.924962,0.014537,0.592682,0.254022,0.144091,0.709770,TUMORLU
0.446525,0.213785,0.972577,0.899452,0.805716,0.825933,0.234401,0.683019,0.450487,0.007137,TUMORLU
0.143715,0.708585,0.223802,0.043730,0.864911,0.009739,0.717719,0.292043,0.202548,0.797307,TUMORLU
0.749011,0.352909,0.957076,0.783316,0.843110,0.645339,0.361807,0.841525,0.695139,0.011332,TUMORLU
0.205257,0.796230,0.201793,0.036403,0.809494,0.007902,0.798747,0.354320,0.269530,0.826812,TUMORLU
0.050412,0.024507,0.996530,0.996884,0.000000,0.994359,0.027823,0.237201,0.052938,0.001235,TUMORLU
0.394978,0.186444,0.977110,0.932268,0.744776,0.880938,0.198965,0.631619,0.383476,0.005730,TUMORLU
0.097432,0.573311,0.316276,0.031626,0.918529,0.006726,0.581312,0.243345,0.135936,0.713752,TUMORLU
0.362081,0.168825,0.979445,0.928257,0.781522,0.874119,0.184206,0.609946,0.356901,0.004500,TUMORLU
0.157544,0.750551,0.183048,0.021936,0.823607,0.004576,0.751469,0.292432,0.214560,0.832145,TUMORLU
0.307613,0.141052,0.982612,0.942997,0.766070,0.899298,0.159363,0.570246,0.310939,0.003520,TUMORLU
0.079703,0.499798,0.393924,0.114237,0.823846,0.032044,0.510053,0.223986,0.108947,0.647507,TUMORLU
0.609547,0.288437,0.964227,0.800454,0.863193,0.670606,0.307047,0.778460,0.590630,0.009397,TUMORLU
0.076247,0.484933,0.402638,0.103706,0.814870,0.028221,0.498904,0.217645,0.103644,0.644880,TUMORLU
0.479451,0.224016,0.973542,0.862556,0.848316,0.766180,0.243704,0.698830,0.472031,0.006176,TUMORLU
0.095584,0.545189,0.363674,0.079909,0.834930,0.020161,0.551637,0.251246,0.131600,0.669056,TUMORLU
0.623776,0.290010,0.965024,0.791359,0.865999,0.657135,0.304345,0.777646,0.589051,0.008252,TUMORLU
0.057771,0.413317,0.478371,0.154510,0.908943,0.048319,0.424085,0.198454,0.079724,0.567647,TUMORLU
0.745363,0.343349,0.959677,0.763731,0.856589,0.617040,0.362802,0.847797,0.705244,0.008291,TUMORLU
0.091230,0.521876,0.390269,0.114129,0.880161,0.031966,0.530412,0.243118,0.122367,0.654823,TUMORLU
0.607201,0.287303,0.964894,0.823658,0.846809,0.705583,0.314351,0.788203,0.606023,0.008779,TUMORLU
0.147642,0.704090,0.233797,0.038617,0.836289,0.008497,0.707736,0.289483,0.197766,0.792368,TUMORLU
0.221470,0.109012,0.985613,0.961312,0.751042,0.931077,0.123801,0.497590,0.235797,0.004625,TUMORLU
0.082041,0.528607,0.347622,0.064216,0.933740,0.015384,0.540056,0.218995,0.114371,0.688228,TUMORLU
0.563028,0.270824,0.965321,0.846706,0.837234,0.741191,0.302975,0.772818,0.581834,0.009799,TUMORLU
0.075990,0.502527,0.374445,0.057592,0.965733,0.013426,0.516342,0.218744,0.108307,0.662422,TUMORLU
0.592520,0.266715,0.970141,0.827333,0.849297,0.711202,0.296728,0.773678,0.582189,0.004671,TUMORLU
0.106763,0.484593,0.462217,0.206996,0.884979,0.073535,0.499474,0.291788,0.139195,0.587948,TUMORLU
0.445431,0.207507,0.974134,0.918225,0.761842,0.857184,0.233847,0.685733,0.453909,0.005622,TUMORLU
0.164431,0.644415,0.301498,0.059109,0.737378,0.013907,0.653142,0.316221,0.195271,0.735025,TUMORLU
0.281057,0.130709,0.984493,0.955272,0.727616,0.920538,0.146755,0.545922,0.284564,0.003499,TUMORLU
0.187909,0.692861,0.262762,0.047560,0.662653,0.010884,0.683987,0.316563,0.205288,0.772307,TUMORLU
0.337993,0.160138,0.980127,0.934266,0.777484,0.884341,0.176841,0.596173,0.340691,0.005001,TUMORLU
0.121637,0.583007,0.355147,0.071186,0.822050,0.017427,0.597747,0.286806,0.162151,0.690967,TUMORLU
0.368957,0.164837,0.982134,0.948488,0.689817,0.908771,0.179146,0.606373,0.352388,0.002364,TUMORLU
0.136436,0.659108,0.276902,0.093837,0.875355,0.024748,0.669586,0.280825,0.180633,0.761895,TUMORLU
0.656820,0.308110,0.961443,0.735083,0.886432,0.576775,0.334104,0.813215,0.646627,0.008991,TUMORLU
0.104643,0.494186,0.453870,0.186985,0.879378,0.063370,0.504686,0.283830,0.136145,0.596160,TUMORLU
0.432521,0.204383,0.974575,0.924272,0.749301,0.867372,0.223972,0.669104,0.431708,0.006532,TUMORLU
0.102766,0.446286,0.516114,0.238100,0.866340,0.090593,0.460571,0.289087,0.128836,0.544862,TUMORLU
0.340091,0.160292,0.980355,0.937701,0.763412,0.890212,0.176116,0.596220,0.340684,0.004585,TUMORLU
0.071631,0.473294,0.411605,0.102852,0.946139,0.027944,0.478710,0.205159,0.093997,0.630273,TUMORLU
0.801504,0.386640,0.949092,0.757270,0.846748,0.607846,0.409945,0.891062,0.784452,0.014671,TUMORLU
0.066234,0.425060,0.475202,0.121781,0.955013,0.034855,0.430727,0.206732,0.084220,0.577487,TUMORLU
0.866634,0.401274,0.952387,0.676076,0.873505,0.498043,0.428128,0.916623,0.831402,0.009931,TUMORLU
0.214885,0.824095,0.184758,0.019043,0.814454,0.003900,0.818582,0.358558,0.279997,0.842247,TUMORLU
0.290443,0.130575,0.985102,0.955281,0.722254,0.920554,0.141646,0.539758,0.277939,0.002259,TUMORLU
0.214232,0.838129,0.164411,0.018424,0.791437,0.003802,0.838000,0.352739,0.283771,0.860782,TUMORLU
0.267100,0.129824,0.983249,0.948218,0.775392,0.908302,0.149836,0.548476,0.287403,0.004785,TUMORLU
0.046610,0.367694,0.518135,0.129469,0.954789,0.037838,0.384464,0.173358,0.063352,0.540575,TUMORLU
0.517834,0.264418,0.963704,0.778631,0.894116,0.638507,0.286653,0.742727,0.536784,0.013844,TUMORLU
0.059229,0.367383,0.543719,0.262110,0.866188,0.104892,0.387877,0.214862,0.079087,0.514394,TUMORLU
0.673922,0.305736,0.963968,0.822506,0.831298,0.703826,0.333008,0.816343,0.651233,0.006460,TUMORLU
0.150585,0.712739,0.220581,0.034421,0.881932,0.007381,0.736442,0.312627,0.220697,0.808501,TUMORLU
0.408488,0.189502,0.977035,0.875838,0.858490,0.787434,0.206356,0.645219,0.400471,0.005078,TUMORLU
0.161896,0.717141,0.222871,0.037285,0.870984,0.008079,0.743161,0.335656,0.237060,0.802634,TUMORLU
0.442901,0.200379,0.976982,0.870751,0.852664,0.779261,0.216647,0.663442,0.423867,0.003799,TUMORLU
0.108726,0.553825,0.377053,0.092233,0.944662,0.024153,0.568677,0.292016,0.156909,0.664052,TUMORLU
0.550961,0.258914,0.968124,0.826500,0.859674,0.709927,0.278140,0.743804,0.537141,0.007594,TUMORLU
0.204233,0.843105,0.143529,0.007832,0.848460,0.001546,0.850305,0.337053,0.278569,0.877892,TUMORLU
0.497919,0.235694,0.970457,0.886889,0.806068,0.805340,0.254084,0.710990,0.489334,0.007879,TUMORLU
0.231153,0.843027,0.166322,0.016073,0.847525,0.003193,0.854258,0.379938,0.309002,0.853770,TUMORLU
0.380814,0.171720,0.980022,0.899677,0.838020,0.826302,0.187282,0.618482,0.367004,0.003417,TUMORLU
0.081552,0.432023,0.507222,0.276690,0.959534,0.113951,0.449315,0.265067,0.113919,0.537860,TUMORLU
0.481056,0.235781,0.968079,0.866042,0.840973,0.771731,0.266300,0.723659,0.507889,0.010210,TUMORLU
0.123168,0.599802,0.319960,0.081597,0.737531,0.020866,0.594022,0.268499,0.151563,0.713149,TUMORLU
0.335209,0.149357,0.983278,0.938943,0.764101,0.892339,0.160305,0.573837,0.314862,0.002679,TUMORLU
0.110764,0.572196,0.345542,0.073086,0.806775,0.018137,0.565474,0.244064,0.131942,0.695972,TUMORLU
0.440063,0.206717,0.973810,0.886904,0.830486,0.805362,0.230910,0.680112,0.446385,0.006504,TUMORLU
0.179625,0.579969,0.378195,0.087023,0.552217,0.022506,0.581860,0.332122,0.183989,0.675870,TUMORLU
0.576269,0.277726,0.963581,0.795626,0.873298,0.663438,0.304168,0.773027,0.582309,0.010649,TUMORLU
0.153050,0.568807,0.369653,0.079949,0.637989,0.020210,0.573201,0.304281,0.164996,0.681958,TUMORLU
0.666217,0.307788,0.963343,0.766205,0.871304,0.620579,0.349389,0.833929,0.681103,0.007333,TUMORLU
0.108313,0.524531,0.423172,0.235898,0.925361,0.089322,0.543180,0.294481,0.151519,0.617013,TUMORLU
0.405094,0.188623,0.977270,0.878929,0.856127,0.792423,0.207541,0.647078,0.402839,0.004972,TUMORLU
0.127127,0.634989,0.288623,0.051089,0.921111,0.011689,0.641652,0.288389,0.175953,0.741344,TUMORLU
0.378243,0.164458,0.982639,0.914671,0.812119,0.851224,0.172608,0.597876,0.342247,0.001447,TUMORLU
0.121919,0.581058,0.370000,0.166644,0.926784,0.053704,0.602810,0.315206,0.179628,0.670041,TUMORLU
0.835021,0.391294,0.952365,0.763837,0.837683,0.617194,0.426470,0.912794,0.824496,0.011319,TUMORLU
0.156376,0.737129,0.200172,0.018219,0.901466,0.003669,0.755776,0.301411,0.221105,0.827580,TUMORLU
0.442813,0.203848,0.976254,0.882885,0.837020,0.798828,0.228090,0.678707,0.444287,0.004761,TUMORLU
0.103484,0.520002,0.409301,0.082087,0.925866,0.020798,0.533962,0.273265,0.137862,0.644028,TUMORLU
0.591692,0.285493,0.962867,0.831823,0.843015,0.718100,0.307707,0.777135,0.588794,0.010497,TUMORLU
0.149794,0.715034,0.219358,0.023728,0.869434,0.005000,0.713355,0.288228,0.198986,0.802960,TUMORLU
0.330242,0.157865,0.979949,0.927612,0.803263,0.873025,0.176998,0.595684,0.340159,0.005629,TUMORLU
0.104478,0.581767,0.322334,0.044898,0.880973,0.010050,0.593101,0.247790,0.141277,0.719214,TUMORLU
0.457888,0.219034,0.972585,0.843697,0.871991,0.736493,0.236309,0.685741,0.454194,0.007317,TUMORLU
0.137258,0.686730,0.227113,0.028522,0.827729,0.006028,0.698361,0.275528,0.187236,0.801205,TUMORLU
0.693121,0.328065,0.959265,0.788452,0.851770,0.652860,0.345571,0.824342,0.665566,0.010347,TUMORLU
0.167728,0.644040,0.328034,0.081293,0.872244,0.020550,0.661208,0.354140,0.221628,0.711925,TUMORLU
0.492321,0.234639,0.970787,0.838739,0.865845,0.728784,0.264092,0.724183,0.508322,0.007880,TUMORLU
0.109403,0.560868,0.359466,0.062610,0.913701,0.014901,0.576237,0.267484,0.146100,0.690898,TUMORLU
0.571995,0.280351,0.962971,0.781076,0.882154,0.642067,0.308773,0.776815,0.588485,0.011618,TUMORLU
0.123244,0.585278,0.343862,0.060971,0.903310,0.014431,0.596435,0.287408,0.162102,0.700223,TUMORLU
0.593839,0.277294,0.965288,0.807645,0.862441,0.681353,0.306327,0.780437,0.593416,0.007887,TUMORLU
0.214504,0.753018,0.254616,0.080825,0.896338,0.020394,0.767239,0.393927,0.285576,0.773047,TUMORLU
0.271433,0.127200,0.984711,0.957130,0.724600,0.923773,0.140818,0.533658,0.271743,0.003846,TUMORLU
0.206442,0.782455,0.207697,0.036029,0.900565,0.007791,0.782898,0.351443,0.261661,0.820259,TUMORLU
0.348445,0.163658,0.979789,0.931435,0.780364,0.879519,0.180912,0.604110,0.349971,0.004861,TUMORLU
0.132882,0.649361,0.283020,0.029536,0.914380,0.006258,0.650374,0.290369,0.179709,0.743387,TUMORLU
0.358290,0.171513,0.978342,0.929150,0.780186,0.875636,0.188959,0.615392,0.363580,0.005670,TUMORLU
0.073200,0.479028,0.410661,0.082585,0.858809,0.020990,0.503677,0.215889,0.104069,0.643054,TUMORLU
0.651451,0.307073,0.962171,0.845284,0.812067,0.738969,0.336612,0.814922,0.649633,0.009572,TUMORLU
0.075988,0.497335,0.388937,0.084586,0.838077,0.021658,0.517214,0.222433,0.110048,0.653290,TUMORLU
0.569369,0.262987,0.968962,0.859875,0.822117,0.761925,0.287213,0.757939,0.558264,0.006501,TUMORLU
0.105053,0.601542,0.291912,0.030905,0.957238,0.006540,0.605251,0.247126,0.144434,0.727649,TUMORLU
0.674200,0.313818,0.960861,0.793429,0.853137,0.660189,0.331507,0.810382,0.641903,0.008898,TUMORLU
0.131659,0.682981,0.228413,0.013980,0.923190,0.002766,0.687486,0.269939,0.180792,0.790107,TUMORLU
0.729419,0.353674,0.953845,0.811847,0.823867,0.687672,0.373864,0.851648,0.713320,0.013905,TUMORLU
0.163353,0.724821,0.223562,0.025096,0.861460,0.005221,0.734313,0.307599,0.217028,0.808443,TUMORLU
0.216637,0.100373,0.987603,0.965939,0.723260,0.939193,0.109609,0.472948,0.212585,0.002723,TUMORLU
0.184395,0.753643,0.223248,0.034385,0.852104,0.007400,0.762523,0.337446,0.245128,0.809836,TUMORLU
