@RELATION GLCM_FFT

@ATTRIBUTE glcm_contrast NUMERIC
@ATTRIBUTE glcm_dissimilarity NUMERIC
@ATTRIBUTE glcm_homogeneity NUMERIC
@ATTRIBUTE glcm_energy NUMERIC
@ATTRIBUTE glcm_correlation NUMERIC
@ATTRIBUTE glcm_ASM NUMERIC
@ATTRIBUTE fft_mean NUMERIC
@ATTRIBUTE fft_std NUMERIC
@ATTRIBUTE fft_max NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.220642,0.103574,0.986424,0.963271,0.737578,0.934510,0.966879,0.792098,0.900027,TUMORLU
0.213567,0.849540,0.145422,0.037375,0.639584,0.008216,0.955708,0.913139,0.974681,TUMORLU
0.361272,0.184626,0.974161,0.925558,0.784977,0.869547,0.977166,0.781494,0.923642,TUMORLU
0.252227,0.906139,0.119543,0.022650,0.721792,0.004718,0.959627,0.911900,0.985171,TUMORLU
0.225614,0.109351,0.985269,0.964867,0.717383,0.937311,0.968474,0.772564,0.898390,TUMORLU
0.191244,0.810912,0.165396,0.035418,0.728434,0.007720,0.953327,0.904477,0.978602,TUMORLU
0.448916,0.216079,0.971451,0.902353,0.798833,0.830727,0.975701,0.792945,0.933415,TUMORLU
0.128207,0.581705,0.355237,0.087377,0.854279,0.022716,0.944257,0.911771,0.966895,TUMORLU
0.553083,0.282104,0.959756,0.821411,0.860784,0.702160,0.983055,0.800300,0.955088,TUMORLU
0.186839,0.749658,0.213367,0.038986,0.773843,0.008690,0.951344,0.920006,0.968525,TUMORLU
0.676176,0.345229,0.952251,0.741186,0.878848,0.585244,0.986815,0.807539,0.970116,TUMORLU
0.070683,0.452803,0.435056,0.107763,0.909550,0.029627,0.930999,0.915147,0.962372,TUMORLU
0.762069,0.369903,0.952924,0.786386,0.836865,0.649829,0.992551,0.783055,0.961811,TUMORLU
0.127540,0.634115,0.288088,0.048147,0.921643,0.010902,0.944152,0.934867,0.977208,TUMORLU
0.361357,0.168917,0.979829,0.909616,0.828604,0.842781,0.977456,0.775622,0.931318,TUMORLU
0.082383,0.483649,0.429295,0.123684,0.935517,0.035540,0.933702,0.955055,0.973513,TUMORLU
0.368959,0.182109,0.975752,0.911346,0.818017,0.845665,0.978314,0.778686,0.930065,TUMORLU
0.123585,0.621185,0.304240,0.044189,0.935524,0.009831,0.943949,0.935636,0.981145,TUMORLU
0.565597,0.276569,0.963670,0.806824,0.869015,0.680121,0.985399,0.777144,0.958408,TUMORLU
0.100566,0.557318,0.350902,0.056440,0.898164,0.013158,0.938895,0.933061,0.971675,TUMORLU
0.598780,0.286530,0.964344,0.796974,0.867976,0.665436,0.988147,0.776385,0.960457,TUMORLU
0.150521,0.599856,0.388654,0.165318,0.896581,0.053102,0.949211,0.929947,0.965138,TUMORLU
0.666908,0.327612,0.956723,0.791951,0.854595,0.658010,0.989498,0.784431,0.961016,TUMORLU
0.117919,0.566399,0.364030,0.058611,0.926369,0.013731,0.941673,0.941302,0.976476,TUMORLU
0.572582,0.269996,0.966338,0.832822,0.848224,0.719637,0.988512,0.749914,0.952897,TUMORLU
0.106236,0.550824,0.366996,0.061241,0.951120,0.014464,0.943092,0.920547,0.980553,TUMORLU
0.906420,0.429502,0.944830,0.698678,0.857619,0.527533,0.997235,0.772953,0.977368,TUMORLU
0.112496,0.585928,0.331787,0.038795,0.948136,0.008445,0.940417,0.946078,0.983917,TUMORLU
0.663841,0.326166,0.956769,0.778908,0.863208,0.638911,0.990781,0.771219,0.963464,TUMORLU
0.100832,0.531029,0.393050,0.068756,0.955896,0.016655,0.936790,0.956103,0.978722,TUMORLU
0.923105,0.436648,0.945665,0.708831,0.850766,0.541050,0.997348,0.774353,0.975586,TUMORLU
0.154755,0.688713,0.255613,0.023430,0.886751,0.004807,0.948646,0.928700,0.985779,TUMORLU
0.278186,0.130425,0.984216,0.942346,0.794010,0.898179,0.971747,0.783125,0.915911,TUMORLU
0.148277,0.664233,0.289830,0.038283,0.908343,0.008331,0.946644,0.931447,0.983404,TUMORLU
0.216249,0.102778,0.986753,0.965793,0.722625,0.938937,0.966282,0.805776,0.897547,TUMORLU
0.151139,0.679898,0.273738,0.030615,0.900994,0.006478,0.946029,0.947848,0.984010,TUMORLU
0.230762,0.107796,0.986357,0.959457,0.752442,0.927834,0.968789,0.776107,0.903447,TUMORLU
0.093818,0.504378,0.414773,0.107883,0.947116,0.029623,0.937316,0.936449,0.972933,TUMORLU
0.612452,0.292380,0.962325,0.813876,0.852949,0.690732,0.988176,0.781123,0.956896,TUMORLU
0.083056,0.458772,0.463029,0.119736,0.942360,0.034014,0.934875,0.949190,0.966800,TUMORLU
0.774529,0.360910,0.955785,0.741910,0.862017,0.586248,0.994135,0.759323,0.970232,TUMORLU
0.056493,0.395108,0.503104,0.195181,0.963128,0.067441,0.931448,0.904751,0.965120,TUMORLU
1.000000,0.456516,0.946960,0.675374,0.853626,0.497140,1.000000,0.766458,0.982462,TUMORLU
0.118163,0.574827,0.362904,0.069620,0.926947,0.016919,0.942290,0.951374,0.975919,TUMORLU
0.655611,0.313804,0.959720,0.827426,0.829554,0.711346,0.990826,0.757866,0.953721,TUMORLU
0.104892,0.566682,0.345281,0.043758,0.923235,0.009716,0.939214,0.923344,0.977070,TUMORLU
0.841292,0.405530,0.946771,0.770146,0.830504,0.626240,0.995818,0.769726,0.964498,TUMORLU
0.152352,0.717524,0.217326,0.022753,0.868866,0.004776,0.943122,0.951707,0.988404,TUMORLU
0.263337,0.131614,0.982274,0.953814,0.747912,0.918003,0.971707,0.771082,0.907457,TUMORLU
0.110693,0.586251,0.325576,0.049568,0.920334,0.011253,0.941020,0.933484,0.979644,TUMORLU
0.532036,0.256009,0.967529,0.813785,0.872955,0.690593,0.985294,0.785892,0.957119,TUMORLU
0.080070,0.387807,0.556138,0.251685,0.902771,0.098561,0.927340,0.981941,0.961679,TUMORLU
0.423531,0.200921,0.975218,0.887858,0.836223,0.806917,0.980815,0.773840,0.938659,TUMORLU
0.062107,0.345537,0.580550,0.267747,0.929621,0.108343,0.928058,0.937540,0.962035,TUMORLU
0.601130,0.283845,0.964675,0.779733,0.877271,0.640112,0.988392,0.782937,0.963812,TUMORLU
0.211741,0.867103,0.106448,0.001592,0.840674,0.000272,0.956455,0.914230,0.985440,TUMORLU
0.242283,0.110871,0.987274,0.959009,0.747232,0.927052,0.970015,0.758110,0.904325,TUMORLU
0.109365,0.582502,0.336285,0.086371,0.938801,0.022237,0.939121,0.934385,0.973056,TUMORLU
0.453559,0.222611,0.969389,0.859363,0.858120,0.761113,0.982502,0.774636,0.946551,TUMORLU
0.098331,0.544193,0.360041,0.084690,0.944584,0.021697,0.940956,0.899033,0.973473,TUMORLU
0.479733,0.227852,0.971033,0.874636,0.832333,0.785499,0.984417,0.765604,0.942375,TUMORLU
0.118349,0.585570,0.340505,0.082702,0.937451,0.021043,0.947413,0.923986,0.974086,TUMORLU
0.409986,0.205910,0.971484,0.894641,0.829171,0.818015,0.979530,0.775593,0.936089,TUMORLU
0.113921,0.598464,0.318130,0.073401,0.933134,0.018126,0.940341,0.937438,0.973004,TUMORLU
0.483928,0.226434,0.971575,0.866378,0.841828,0.772266,0.985077,0.765725,0.944829,TUMORLU
0.068551,0.399638,0.523796,0.203866,0.946413,0.071905,0.933138,0.892908,0.960516,TUMORLU
0.851851,0.404002,0.948890,0.730814,0.852471,0.570891,0.993014,0.796250,0.971757,TUMORLU
0.102615,0.571023,0.332696,0.036389,0.938624,0.007872,0.940761,0.921619,0.980360,TUMORLU
0.215301,0.100119,0.988335,0.963641,0.747222,0.935158,0.967593,0.774465,0.900408,TUMORLU
0.128829,0.676194,0.231796,0.023371,0.918686,0.004787,0.950148,0.929602,0.976001,TUMORLU
0.609971,0.280475,0.966609,0.815330,0.853312,0.692929,0.989939,0.764894,0.956767,TUMORLU
0.125055,0.660070,0.242657,0.018636,0.890514,0.003757,0.944574,0.915386,0.980969,TUMORLU
0.359722,0.164540,0.980430,0.934571,0.762141,0.884861,0.979695,0.749492,0.919774,TUMORLU
0.108845,0.578063,0.337757,0.053729,0.898661,0.012401,0.938933,0.923132,0.975127,TUMORLU
0.688827,0.320696,0.961181,0.790843,0.851601,0.656376,0.991049,0.766282,0.961420,TUMORLU
0.097418,0.515170,0.402853,0.079588,0.941525,0.020017,0.935653,0.927032,0.977614,TUMORLU
0.276622,0.127779,0.984489,0.945495,0.782105,0.903602,0.970560,0.789487,0.913792,TUMORLU
0.102817,0.539478,0.382946,0.096144,0.917209,0.025476,0.939238,0.913395,0.976327,TUMORLU
0.371901,0.176442,0.978036,0.928658,0.772885,0.874799,0.979455,0.764641,0.922591,TUMORLU
0.074656,0.430111,0.487531,0.128470,0.948053,0.037460,0.934496,0.931049,0.965571,TUMORLU
0.458316,0.219657,0.971613,0.905994,0.784898,0.836758,0.981953,0.781623,0.931805,TUMORLU
0.102519,0.582271,0.319752,0.061382,0.924962,0.014537,0.937986,0.941131,0.975497,TUMORLU
0.446525,0.213785,0.972577,0.899452,0.805716,0.825933,0.981993,0.774615,0.934462,TUMORLU
0.143715,0.708585,0.223802,0.043730,0.864911,0.009739,0.945329,0.948572,0.973003,TUMORLU
0.749011,0.352909,0.957076,0.783316,0.843110,0.645339,0.988509,0.802840,0.962688,TUMORLU
0.205257,0.796230,0.201793,0.036403,0.809494,0.007902,0.955798,0.887697,0.975968,TUMORLU
0.050412,0.024507,0.996530,0.996884,0.000000,0.994359,0.937217,0.789097,0.809130,TUMORLU
0.394978,0.186444,0.977110,0.932268,0.744776,0.880938,0.973348,0.816406,0.920649,TUMORLU
0.097432,0.573311,0.316276,0.031626,0.918529,0.006726,0.939486,0.919966,0.979381,TUMORLU
0.362081,0.168825,0.979445,0.928257,0.781522,0.874119,0.979109,0.762440,0.922943,TUMORLU
0.157544,0.750551,0.183048,0.021936,0.823607,0.004576,0.948857,0.929583,0.985174,TUMORLU
0.307613,0.141052,0.982612,0.942997,0.766070,0.899298,0.976309,0.752379,0.914993,TUMORLU
0.079703,0.499798,0.393924,0.114237,0.823846,0.032044,0.933674,0.936510,0.954757,TUMORLU
0.609547,0.288437,0.964227,0.800454,0.863193,0.670606,0.988167,0.779639,0.959690,TUMORLU
0.076247,0.484933,0.402638,0.103706,0.814870,0.028221,0.931569,0.911008,0.959613,TUMORLU
0.479451,0.224016,0.973542,0.862556,0.848316,0.766180,0.983046,0.778205,0.946048,TUMORLU
0.095584,0.545189,0.363674,0.079909,0.834930,0.020161,0.934991,0.914711,0.962261,TUMORLU
0.623776,0.290010,0.965024,0.791359,0.865999,0.657135,0.987208,0.798056,0.961528,TUMORLU
0.057771,0.413317,0.478371,0.154510,0.908943,0.048319,0.929110,0.892448,0.957283,TUMORLU
0.745363,0.343349,0.959677,0.763731,0.856589,0.617040,0.992409,0.784806,0.966475,TUMORLU
0.091230,0.521876,0.390269,0.114129,0.880161,0.031966,0.936741,0.900671,0.963194,TUMORLU
0.607201,0.287303,0.964894,0.823658,0.846809,0.705583,0.988490,0.764881,0.954882,TUMORLU
0.147642,0.704090,0.233797,0.038617,0.836289,0.008497,0.944652,0.930639,0.984535,TUMORLU
0.221470,0.109012,0.985613,0.961312,0.751042,0.931077,0.967902,0.777922,0.901999,TUMORLU
0.082041,0.528607,0.347622,0.064216,0.933740,0.015384,0.936746,0.905516,0.974583,TUMORLU
0.563028,0.270824,0.965321,0.846706,0.837234,0.741191,0.988026,0.763772,0.949558,TUMORLU
0.075990,0.502527,0.374445,0.057592,0.965733,0.013426,0.938443,0.918584,0.982130,TUMORLU
0.592520,0.266715,0.970141,0.827333,0.849297,0.711202,0.989689,0.756297,0.954460,TUMORLU
0.106763,0.484593,0.462217,0.206996,0.884979,0.073535,0.948518,0.889681,0.958256,TUMORLU
0.445431,0.207507,0.974134,0.918225,0.761842,0.857184,0.983697,0.758316,0.927161,TUMORLU
0.164431,0.644415,0.301498,0.059109,0.737378,0.013907,0.945724,0.929422,0.967227,TUMORLU
0.281057,0.130709,0.984493,0.955272,0.727616,0.920538,0.973842,0.761708,0.906873,TUMORLU
0.187909,0.692861,0.262762,0.047560,0.662653,0.010884,0.942404,0.948654,0.972532,TUMORLU
0.337993,0.160138,0.980127,0.934266,0.777484,0.884341,0.977483,0.770676,0.919986,TUMORLU
0.121637,0.583007,0.355147,0.071186,0.822050,0.017427,0.947021,0.900244,0.967540,TUMORLU
0.368957,0.164837,0.982134,0.948488,0.689817,0.908771,0.978954,0.756760,0.911568,TUMORLU
0.136436,0.659108,0.276902,0.093837,0.875355,0.024748,0.947149,0.897183,0.967737,TUMORLU
0.656820,0.308110,0.961443,0.735083,0.886432,0.576775,0.990218,0.785278,0.971789,TUMORLU
0.104643,0.494186,0.453870,0.186985,0.879378,0.063370,0.943135,0.940252,0.960368,TUMORLU
0.432521,0.204383,0.974575,0.924272,0.749301,0.867372,0.982470,0.765990,0.924406,TUMORLU
0.102766,0.446286,0.516114,0.238100,0.866340,0.090593,0.943002,0.921457,0.955675,TUMORLU
0.340091,0.160292,0.980355,0.937701,0.763412,0.890212,0.976633,0.765126,0.918090,TUMORLU
0.071631,0.473294,0.411605,0.102852,0.946139,0.027944,0.933637,0.921230,0.966607,TUMORLU
0.801504,0.386640,0.949092,0.757270,0.846748,0.607846,0.992238,0.781311,0.966890,TUMORLU
0.066234,0.425060,0.475202,0.121781,0.955013,0.034855,0.928648,0.917110,0.966090,TUMORLU
0.866634,0.401274,0.952387,0.676076,0.873505,0.498043,0.995136,0.782440,0.982718,TUMORLU
0.214885,0.824095,0.184758,0.019043,0.814454,0.003900,0.951938,0.932999,0.978341,TUMORLU
0.290443,0.130575,0.985102,0.955281,0.722254,0.920554,0.974183,0.753151,0.907204,TUMORLU
0.214232,0.838129,0.164411,0.018424,0.791437,0.003802,0.951680,0.923188,0.980582,TUMORLU
0.267100,0.129824,0.983249,0.948218,0.775392,0.908302,0.970869,0.786172,0.911713,TUMORLU
0.046610,0.367694,0.518135,0.129469,0.954789,0.037838,0.926904,0.935913,0.963862,TUMORLU
0.517834,0.264418,0.963704,0.778631,0.894116,0.638507,0.985656,0.797500,0.963903,TUMORLU
0.059229,0.367383,0.543719,0.262110,0.866188,0.104892,0.932351,0.905616,0.943489,TUMORLU
0.673922,0.305736,0.963968,0.822506,0.831298,0.703826,0.992039,0.757440,0.955122,TUMORLU
0.150585,0.712739,0.220581,0.034421,0.881932,0.007381,0.950098,0.941321,0.973691,TUMORLU
0.408488,0.189502,0.977035,0.875838,0.858490,0.787434,0.980213,0.774247,0.942631,TUMORLU
0.161896,0.717141,0.222871,0.037285,0.870984,0.008079,0.956245,0.902761,0.972874,TUMORLU
0.442901,0.200379,0.976982,0.870751,0.852664,0.779261,0.983867,0.748136,0.944102,TUMORLU
0.108726,0.553825,0.377053,0.092233,0.944662,0.024153,0.942047,0.927355,0.975055,TUMORLU
0.550961,0.258914,0.968124,0.826500,0.859674,0.709927,0.985165,0.794678,0.954463,TUMORLU
0.204233,0.843105,0.143529,0.007832,0.848460,0.001546,0.957202,0.920029,0.984638,TUMORLU
0.497919,0.235694,0.970457,0.886889,0.806068,0.805340,0.980053,0.804867,0.938438,TUMORLU
0.231153,0.843027,0.166322,0.016073,0.847525,0.003193,0.960022,0.901835,0.982349,TUMORLU
0.380814,0.171720,0.980022,0.899677,0.838020,0.826302,0.979477,0.783622,0.935120,TUMORLU
0.081552,0.432023,0.507222,0.276690,0.959534,0.113951,0.936621,0.915311,0.967480,TUMORLU
0.481056,0.235781,0.968079,0.866042,0.840973,0.771731,0.983511,0.773240,0.944496,TUMORLU
0.123168,0.599802,0.319960,0.081597,0.737531,0.020866,0.940276,0.917539,0.971526,TUMORLU
0.335209,0.149357,0.983278,0.938943,0.764101,0.892339,0.976156,0.770226,0.917566,TUMORLU
0.110764,0.572196,0.345542,0.073086,0.806775,0.018137,0.934580,0.936516,0.972941,TUMORLU
0.440063,0.206717,0.973810,0.886904,0.830486,0.805362,0.982254,0.774713,0.938794,TUMORLU
0.179625,0.579969,0.378195,0.087023,0.552217,0.022506,0.936965,0.923246,0.963592,TUMORLU
0.576269,0.277726,0.963581,0.795626,0.873298,0.663438,0.987050,0.780519,0.960581,TUMORLU
0.153050,0.568807,0.369653,0.079949,0.637989,0.020210,0.934843,0.929537,0.964269,TUMORLU
0.666217,0.307788,0.963343,0.766205,0.871304,0.620579,0.991677,0.750780,0.966276,TUMORLU
0.108313,0.524531,0.423172,0.235898,0.925361,0.089322,0.940287,0.929621,0.967241,TUMORLU
0.405094,0.188623,0.977270,0.878929,0.856127,0.792423,0.980353,0.765825,0.941712,TUMORLU
0.127127,0.634989,0.288623,0.051089,0.921111,0.011689,0.943164,0.930710,0.976856,TUMORLU
0.378243,0.164458,0.982639,0.914671,0.812119,0.851224,0.976387,0.793116,0.929567,TUMORLU
0.121919,0.581058,0.370000,0.166644,0.926784,0.053704,0.943999,0.936787,0.968259,TUMORLU
0.835021,0.391294,0.952365,0.763837,0.837683,0.617194,0.995587,0.760569,0.966062,TUMORLU
0.156376,0.737129,0.200172,0.018219,0.901466,0.003669,0.949915,0.914256,0.987395,TUMORLU
0.442813,0.203848,0.976254,0.882885,0.837020,0.798828,0.983605,0.757498,0.940411,TUMORLU
0.103484,0.520002,0.409301,0.082087,0.925866,0.020798,0.938227,0.974830,0.972195,TUMORLU
0.591692,0.285493,0.962867,0.831823,0.843015,0.718100,0.987252,0.781822,0.952905,TUMORLU
0.149794,0.715034,0.219358,0.023728,0.869434,0.005000,0.943212,0.945749,0.988466,TUMORLU
0.330242,0.157865,0.979949,0.927612,0.803263,0.873025,0.976711,0.768797,0.923417,TUMORLU
0.104478,0.581767,0.322334,0.044898,0.880973,0.010050,0.936405,0.939295,0.981018,TUMORLU
0.457888,0.219034,0.972585,0.843697,0.871991,0.736493,0.981977,0.780182,0.950789,TUMORLU
0.137258,0.686730,0.227113,0.028522,0.827729,0.006028,0.942658,0.931775,0.986110,TUMORLU
0.693121,0.328065,0.959265,0.788452,0.851770,0.652860,0.989105,0.794788,0.961769,TUMORLU
0.167728,0.644040,0.328034,0.081293,0.872244,0.020550,0.958598,0.868487,0.976015,TUMORLU
0.492321,0.234639,0.970787,0.838739,0.865845,0.728784,0.983872,0.776887,0.951807,TUMORLU
0.109403,0.560868,0.359466,0.062610,0.913701,0.014901,0.941917,0.936304,0.977531,TUMORLU
0.571995,0.280351,0.962971,0.781076,0.882154,0.642067,0.987481,0.776448,0.963465,TUMORLU
0.123244,0.585278,0.343862,0.060971,0.903310,0.014431,0.948533,0.885978,0.977902,TUMORLU
0.593839,0.277294,0.965288,0.807645,0.862441,0.681353,0.987161,0.781977,0.958327,TUMORLU
0.214504,0.753018,0.254616,0.080825,0.896338,0.020394,0.956862,0.918409,0.976896,TUMORLU
0.271433,0.127200,0.984711,0.957130,0.724600,0.923773,0.972300,0.771283,0.905361,TUMORLU
0.206442,0.782455,0.207697,0.036029,0.900565,0.007791,0.950590,0.949192,0.982449,TUMORLU
0.348445,0.163658,0.979789,0.931435,0.780364,0.879519,0.977161,0.775978,0.921448,TUMORLU
0.132882,0.649361,0.283020,0.029536,0.914380,0.006258,0.944158,0.917134,0.981999,TUMORLU
0.358290,0.171513,0.978342,0.929150,0.780186,0.875636,0.976306,0.786122,0.922429,TUMORLU
0.073200,0.479028,0.410661,0.082585,0.858809,0.020990,0.936025,0.870299,0.963677,TUMORLU
0.651451,0.307073,0.962171,0.845284,0.812067,0.738969,0.990970,0.767138,0.949629,TUMORLU
0.075988,0.497335,0.388937,0.084586,0.838077,0.021658,0.935331,0.896379,0.960895,TUMORLU
0.569369,0.262987,0.968962,0.859875,0.822117,0.761925,0.987627,0.775068,0.946526,TUMORLU
0.105053,0.601542,0.291912,0.030905,0.957238,0.006540,0.940253,0.930073,0.986679,TUMORLU
0.674200,0.313818,0.960861,0.793429,0.853137,0.660189,0.990119,0.774249,0.960937,TUMORLU
0.131659,0.682981,0.228413,0.013980,0.923190,0.002766,0.942336,0.927133,0.984545,TUMORLU
0.729419,0.353674,0.953845,0.811847,0.823867,0.687672,0.990225,0.798644,0.956743,TUMORLU
0.163353,0.724821,0.223562,0.025096,0.861460,0.005221,0.949926,0.931562,0.978238,TUMORLU
0.216637,0.100373,0.987603,0.965939,0.723260,0.939193,0.969092,0.775455,0.897821,TUMORLU
0.184395,0.753643,0.223248,0.034385,0.852104,0.007400,0.953766,0.939139,0.973913,TUMORLU
0.441552,0.206185,0.975072,0.915750,0.771058,0.853031,0.982607,0.767407,0.928242,TUMORLU
0.186945,0.774975,0.201360,0.024239,0.844265,0.005050,0.949814,0.935074,0.976754,TUMORLU
0.505762,0.247193,0.967002,0.863795,0.836040,0.768151,0.983023,0.790868,0.945227,TUMORLU
0.169414,0.729596,0.230039,0.046974,0.827846,0.010597,0.956563,0.894213,0.968163,TUMORLU
0.579104,0.268695,0.967498,0.829436,0.850250,0.714429,0.986847,0.781594,0.953838,TUMORLU
0.195691,0.810822,0.168057,0.034935,0.715760,0.007608,0.955430,0.888399,0.978467,TUMORLU
0.426545,0.202175,0.974678,0.910170,0.793026,0.843705,0.977585,0.779497,0.930573,TUMORLU
0.258040,0.908909,0.115937,0.021716,0.716665,0.004516,0.960974,0.881105,0.985038,TUMORLU
0.236818,0.113351,0.985877,0.958582,0.752814,0.926307,0.968382,0.763642,0.904406,TUMORLU
0.195823,0.760393,0.210115,0.039034,0.763625,0.008711,0.951677,0.927805,0.968866,TUMORLU
0.593829,0.301234,0.957682,0.780074,0.876999,0.640609,0.985307,0.792760,0.963269,TUMORLU
0.237572,0.877013,0.140856,0.022991,0.722500,0.004803,0.957933,0.884104,0.977906,TUMORLU
0.175779,0.082596,0.989911,0.975388,0.686496,0.955872,0.962879,0.758583,0.886624,TUMORLU
0.210644,0.822607,0.173075,0.042873,0.678201,0.009519,0.960484,0.887400,0.971454,TUMORLU
0.367907,0.167001,0.980157,0.936126,0.750118,0.887518,0.979647,0.766417,0.918836,TUMORLU
0.152547,0.636661,0.316556,0.069127,0.828254,0.016939,0.946126,0.932886,0.967617,TUMORLU
0.621591,0.298710,0.961329,0.801532,0.859180,0.672213,0.985130,0.813314,0.959320,TUMORLU
0.079128,0.485368,0.416646,0.086252,0.950048,0.022150,0.931758,0.960224,0.978617,TUMORLU
0.473814,0.234668,0.969158,0.904471,0.780296,0.834232,0.984191,0.766081,0.932325,TUMORLU
0.083294,0.482816,0.432401,0.121126,0.934356,0.034562,0.933760,0.959699,0.973506,TUMORLU
0.301722,0.141429,0.982509,0.936872,0.795368,0.888794,0.976516,0.772099,0.919115,TUMORLU
0.087244,0.510684,0.383115,0.047745,0.951522,0.010755,0.939606,0.922771,0.984939,TUMORLU
0.424373,0.206654,0.972105,0.901523,0.810624,0.829352,0.981023,0.776550,0.933602,TUMORLU
0.139225,0.632393,0.312567,0.064018,0.919178,0.015300,0.942949,0.947395,0.975537,TUMORLU
0.439838,0.198718,0.976903,0.871703,0.852375,0.780788,0.981484,0.774825,0.943763,TUMORLU
0.153260,0.653076,0.300199,0.062901,0.909862,0.014984,0.947858,0.923063,0.975197,TUMORLU
0.435543,0.206537,0.973975,0.876994,0.845497,0.789297,0.982738,0.752432,0.941818,TUMORLU
0.142835,0.654373,0.294706,0.051891,0.917135,0.011903,0.942488,0.950060,0.978162,TUMORLU
0.520721,0.245013,0.969258,0.818897,0.873084,0.698335,0.985163,0.766033,0.956229,TUMORLU
0.183734,0.766927,0.214763,0.034696,0.890768,0.007484,0.947911,0.947468,0.982106,TUMORLU
0.135078,0.063809,0.991944,0.983526,0.634108,0.970355,0.957920,0.765554,0.872959,TUMORLU
0.172977,0.699627,0.269509,0.049154,0.893401,0.011166,0.948182,0.941004,0.976830,TUMORLU
0.525393,0.255043,0.966402,0.795994,0.884703,0.663982,0.985788,0.764516,0.960655,TUMORLU
0.138968,0.582356,0.363449,0.091131,0.841048,0.023975,0.945980,0.913567,0.966855,TUMORLU
0.613976,0.302396,0.959073,0.795291,0.864391,0.662946,0.983217,0.816595,0.960425,TUMORLU
0.132525,0.531240,0.428299,0.203158,0.938111,0.071504,0.947283,0.885652,0.971520,TUMORLU
0.495919,0.235724,0.970011,0.821876,0.877205,0.702864,0.985072,0.772562,0.955594,TUMORLU
0.188137,0.772921,0.204324,0.022103,0.831209,0.004575,0.950702,0.917502,0.983515,TUMORLU
0.255755,0.124612,0.983299,0.940513,0.814415,0.895031,0.971399,0.771891,0.916671,TUMORLU
0.182910,0.721574,0.266964,0.039425,0.865064,0.008657,0.950000,0.922152,0.981051,TUMORLU
0.343125,0.159951,0.980703,0.919257,0.817712,0.858919,0.974516,0.782098,0.927339,TUMORLU
