@RELATION GLCM_STAT

@ATTRIBUTE glcm_contrast NUMERIC
@ATTRIBUTE glcm_dissimilarity NUMERIC
@ATTRIBUTE glcm_homogeneity NUMERIC
@ATTRIBUTE glcm_energy NUMERIC
@ATTRIBUTE glcm_correlation NUMERIC
@ATTRIBUTE glcm_ASM NUMERIC
@ATTRIBUTE stat_skew NUMERIC
@ATTRIBUTE stat_kurtosis NUMERIC
@ATTRIBUTE stat_mean NUMERIC
@ATTRIBUTE stat_std NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.183487,0.806134,0.157444,0.068547,0.479279,0.016887,0.048954,0.004182,0.468414,0.215610,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.154529,0.640950,0.347620,0.172093,0.827360,0.056284,0.064572,0.004051,0.254931,0.349462,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.193490,0.818625,0.150833,0.022095,0.738055,0.004613,0.019543,0.002489,0.751165,0.315894,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.135868,0.702662,0.211012,0.032550,0.805472,0.007018,0.010898,0.002505,0.808254,0.306856,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.214548,0.786997,0.219269,0.078886,0.453040,0.020054,0.054380,0.004995,0.338152,0.227005,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.156659,0.653076,0.323947,0.115924,0.917598,0.032582,0.037537,0.001838,0.446222,0.506212,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.181417,0.800619,0.153336,0.012869,0.839079,0.002607,0.031647,0.002102,0.609467,0.388061,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.171745,0.638945,0.325983,0.054348,0.899978,0.012656,0.034933,0.001494,0.528895,0.478314,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.171748,0.784396,0.157173,0.013380,0.835153,0.002674,0.016370,0.002075,0.601877,0.375211,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.125790,0.577350,0.380139,0.135018,0.704979,0.040126,0.053691,0.004301,0.264383,0.238721,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.078765,0.501197,0.391049,0.094349,0.827268,0.025079,0.049317,0.004155,0.334786,0.245666,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.139613,0.679778,0.259907,0.040492,0.893290,0.008910,0.018425,0.001531,0.539571,0.419236,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.158829,0.686474,0.277816,0.074727,0.880463,0.018523,0.040587,0.002037,0.391045,0.425177,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.243658,0.901633,0.101806,0.020520,0.664816,0.004278,0.025893,0.002982,0.610733,0.312484,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.814185,0.400152,0.948275,0.694149,0.874033,0.521561,0.044328,0.000759,0.513168,0.950434,TUMORLU
0.130280,0.696160,0.197648,0.019111,0.892250,0.003892,0.043741,0.003111,0.607410,0.400455,TUMORLU
0.803619,0.382274,0.951282,0.694416,0.876141,0.521906,0.043971,0.000734,0.515928,0.952438,TUMORLU
0.053543,0.377877,0.517061,0.110736,0.968679,0.030681,0.017486,0.000643,0.556029,0.476549,TUMORLU
0.330837,0.162819,0.977588,0.928188,0.797980,0.874003,0.170136,0.024366,0.091263,0.477001,TUMORLU
0.085175,0.469004,0.443088,0.118441,0.954296,0.033555,0.014272,0.000609,0.586605,0.498121,TUMORLU
0.381735,0.184905,0.976258,0.919107,0.794303,0.858667,0.157982,0.020668,0.104272,0.507766,TUMORLU
0.088197,0.475338,0.439152,0.120764,0.952944,0.034441,0.014613,0.000614,0.584416,0.500026,TUMORLU
0.350887,0.165691,0.979542,0.931596,0.776440,0.879791,0.174746,0.025839,0.087038,0.467025,TUMORLU
0.090999,0.491541,0.418515,0.105247,0.951078,0.028683,0.018283,0.000715,0.565748,0.498261,TUMORLU
0.384654,0.178100,0.978785,0.928741,0.766628,0.874941,0.169834,0.024252,0.091537,0.478515,TUMORLU
0.086216,0.484105,0.425873,0.109129,0.954519,0.030089,0.016666,0.000625,0.575310,0.503102,TUMORLU
0.294912,0.142385,0.980868,0.940221,0.785576,0.894531,0.188172,0.030410,0.075743,0.437077,TUMORLU
0.075328,0.479510,0.412155,0.098892,0.960214,0.026448,0.017497,0.000635,0.567417,0.501561,TUMORLU
0.331914,0.157215,0.980173,0.934695,0.779433,0.885074,0.178934,0.027220,0.083213,0.457272,TUMORLU
0.090356,0.493573,0.415893,0.107736,0.952732,0.029586,0.018287,0.000633,0.563524,0.504971,TUMORLU
0.274385,0.136774,0.981687,0.937886,0.809365,0.890528,0.183303,0.028719,0.079518,0.447194,TUMORLU
0.254146,0.904836,0.131096,0.021753,0.709850,0.004527,0.034199,0.002930,0.510424,0.344374,TUMORLU
0.220642,0.103574,0.986424,0.963271,0.737578,0.934510,0.246136,0.054360,0.045320,0.341641,TUMORLU
0.213567,0.849540,0.145422,0.037375,0.639584,0.008216,0.034201,0.004068,0.456768,0.283754,TUMORLU
0.361272,0.184626,0.974161,0.925558,0.784977,0.869547,0.167218,0.023478,0.094121,0.483100,TUMORLU
0.252227,0.906139,0.119543,0.022650,0.721792,0.004718,0.026509,0.003407,0.631955,0.349533,TUMORLU
0.225614,0.109351,0.985269,0.964867,0.717383,0.937311,0.252488,0.057441,0.043082,0.332993,TUMORLU
0.191244,0.810912,0.165396,0.035418,0.728434,0.007720,0.036630,0.003407,0.515704,0.310167,TUMORLU
0.448916,0.216079,0.971451,0.902353,0.798833,0.830727,0.140897,0.015970,0.127366,0.556899,TUMORLU
0.128207,0.581705,0.355237,0.087377,0.854279,0.022716,0.043792,0.002378,0.358958,0.342184,TUMORLU
0.553083,0.282104,0.959756,0.821411,0.860784,0.702160,0.091404,0.005785,0.249087,0.743567,TUMORLU
0.186839,0.749658,0.213367,0.038986,0.773843,0.008690,0.045776,0.003163,0.377533,0.332584,TUMORLU
0.676176,0.345229,0.952251,0.741186,0.878848,0.585244,0.061109,0.002029,0.396591,0.882275,TUMORLU
0.070683,0.452803,0.435056,0.107763,0.909550,0.029627,0.086222,0.008965,0.312071,0.326590,TUMORLU
0.762069,0.369903,0.952924,0.786386,0.836865,0.649829,0.077703,0.003851,0.306698,0.806729,TUMORLU
0.127540,0.634115,0.288088,0.048147,0.921643,0.010902,0.038400,0.001817,0.493928,0.467309,TUMORLU
0.361357,0.168917,0.979829,0.909616,0.828604,0.842781,0.146397,0.017405,0.119360,0.541342,TUMORLU
0.082383,0.483649,0.429295,0.123684,0.935517,0.035540,0.051567,0.002935,0.440552,0.413668,TUMORLU
0.368959,0.182109,0.975752,0.911346,0.818017,0.845665,0.149691,0.018318,0.114821,0.530811,TUMORLU
0.123585,0.621185,0.304240,0.044189,0.935524,0.009831,0.022701,0.001180,0.557923,0.504239,TUMORLU
0.565597,0.276569,0.963670,0.806824,0.869015,0.680121,0.084581,0.004770,0.276044,0.775384,TUMORLU
0.100566,0.557318,0.350902,0.056440,0.898164,0.013158,0.023680,0.001761,0.416186,0.364674,TUMORLU
0.598780,0.286530,0.964344,0.796974,0.867976,0.665436,0.080412,0.004198,0.294113,0.794738,TUMORLU
0.150521,0.599856,0.388654,0.165318,0.896581,0.053102,0.050498,0.002940,0.339965,0.440992,TUMORLU
0.666908,0.327612,0.956723,0.791951,0.854595,0.658010,0.079266,0.004052,0.299249,0.799242,TUMORLU
0.117919,0.566399,0.364030,0.058611,0.926369,0.013731,0.040463,0.002046,0.482861,0.462352,TUMORLU
0.572582,0.269996,0.966338,0.832822,0.848224,0.719637,0.096062,0.006521,0.232758,0.724586,TUMORLU
0.106236,0.550824,0.366996,0.061241,0.951120,0.014464,0.030783,0.001408,0.547787,0.537476,TUMORLU
0.906420,0.429502,0.944830,0.698678,0.857619,0.527533,0.046535,0.000889,0.496376,0.943052,TUMORLU
0.112496,0.585928,0.331787,0.038795,0.948136,0.008445,0.025360,0.001217,0.607907,0.536991,TUMORLU
0.663841,0.326166,0.956769,0.778908,0.863208,0.638911,0.074370,0.003438,0.322799,0.822238,TUMORLU
0.100832,0.531029,0.393050,0.068756,0.955896,0.016655,0.033906,0.001400,0.517612,0.551681,TUMORLU
0.923105,0.436648,0.945665,0.708831,0.850766,0.541050,0.050162,0.001131,0.469744,0.929374,TUMORLU
0.154755,0.688713,0.255613,0.023430,0.886751,0.004807,0.023247,0.001771,0.643955,0.427957,TUMORLU
0.278186,0.130425,0.984216,0.942346,0.794010,0.898179,0.190378,0.031180,0.074095,0.433137,TUMORLU
0.148277,0.664233,0.289830,0.038283,0.908343,0.008331,0.029608,0.001715,0.598335,0.465513,TUMORLU
0.216249,0.102778,0.986753,0.965793,0.722625,0.938937,0.256009,0.059145,0.041972,0.329074,TUMORLU
0.151139,0.679898,0.273738,0.030615,0.900994,0.006478,0.027602,0.001717,0.609654,0.452249,TUMORLU
0.230762,0.107796,0.986357,0.959457,0.752442,0.927834,0.233295,0.048448,0.050381,0.359840,TUMORLU
0.093818,0.504378,0.414773,0.107883,0.947116,0.029623,0.053665,0.002634,0.432706,0.487003,TUMORLU
0.612452,0.292380,0.962325,0.813876,0.852949,0.690732,0.087680,0.005214,0.263421,0.761404,TUMORLU
0.083056,0.458772,0.463029,0.119736,0.942360,0.034014,0.054000,0.002800,0.357907,0.440201,TUMORLU
0.774529,0.360910,0.955785,0.741910,0.862017,0.586248,0.060877,0.002000,0.398008,0.884816,TUMORLU
0.056493,0.395108,0.503104,0.195181,0.963128,0.067441,0.043741,0.001563,0.339772,0.451390,TUMORLU
1.000000,0.456516,0.946960,0.675374,0.853626,0.497140,0.035873,0.000334,0.581131,0.977850,TUMORLU
0.118163,0.574827,0.362904,0.069620,0.926947,0.016919,0.031177,0.001568,0.474611,0.465461,TUMORLU
0.655611,0.313804,0.959720,0.827426,0.829554,0.711346,0.094274,0.006234,0.238765,0.731628,TUMORLU
0.104892,0.566682,0.345281,0.043758,0.923235,0.009716,0.022270,0.001485,0.491811,0.427795,TUMORLU
0.841292,0.405530,0.946771,0.770146,0.830504,0.626240,0.072314,0.003195,0.333292,0.831640,TUMORLU
0.152352,0.717524,0.217326,0.022753,0.868866,0.004776,0.009489,0.001975,0.698463,0.394382,TUMORLU
0.263337,0.131614,0.982274,0.953814,0.747912,0.918003,0.218544,0.042160,0.057036,0.380912,TUMORLU
0.110693,0.586251,0.325576,0.049568,0.920334,0.011253,0.041476,0.002224,0.532602,0.429724,TUMORLU
0.532036,0.256009,0.967529,0.813785,0.872955,0.690593,0.087277,0.005156,0.265244,0.763600,TUMORLU
0.080070,0.387807,0.556138,0.251685,0.902771,0.098561,0.059526,0.003836,0.305449,0.330719,TUMORLU
0.423531,0.200921,0.975218,0.887858,0.836223,0.806917,0.128045,0.012837,0.149805,0.599629,TUMORLU
0.062107,0.345537,0.580550,0.267747,0.929621,0.108343,0.066787,0.004798,0.308836,0.342383,TUMORLU
0.601130,0.283845,0.964675,0.779733,0.877271,0.640112,0.073677,0.003350,0.326293,0.826415,TUMORLU
0.211741,0.867103,0.106448,0.001592,0.840674,0.000272,0.014230,0.002457,0.637239,0.421874,TUMORLU
0.242283,0.110871,0.987274,0.959009,0.747232,0.927052,0.229876,0.046927,0.051767,0.364909,TUMORLU
0.109365,0.582502,0.336285,0.086371,0.938801,0.022237,0.038713,0.001391,0.434360,0.487841,TUMORLU
0.453559,0.222611,0.969389,0.859363,0.858120,0.761113,0.109801,0.008979,0.191252,0.666849,TUMORLU
0.098331,0.544193,0.360041,0.084690,0.944584,0.021697,0.037566,0.001408,0.440010,0.486415,TUMORLU
0.479733,0.227852,0.971033,0.874636,0.832333,0.785499,0.119280,0.010897,0.168067,0.630752,TUMORLU
0.118349,0.585570,0.340505,0.082702,0.937451,0.021043,0.037539,0.001382,0.448427,0.502477,TUMORLU
0.409986,0.205910,0.971484,0.894641,0.829171,0.818015,0.134194,0.014306,0.138353,0.577548,TUMORLU
0.113921,0.598464,0.318130,0.073401,0.933134,0.018126,0.038640,0.001518,0.433663,0.477332,TUMORLU
0.483928,0.226434,0.971575,0.866378,0.841828,0.772266,0.113656,0.009731,0.181325,0.652339,TUMORLU
0.068551,0.399638,0.523796,0.203866,0.946413,0.071905,0.054252,0.002604,0.294653,0.416986,TUMORLU
0.851851,0.404002,0.948890,0.730814,0.852471,0.570891,0.057859,0.001733,0.417241,0.897536,TUMORLU
0.102615,0.571023,0.332696,0.036389,0.938624,0.007872,0.026059,0.001144,0.544530,0.473220,TUMORLU
0.215301,0.100119,0.988335,0.963641,0.747222,0.935158,0.244535,0.053609,0.045858,0.343929,TUMORLU
0.128829,0.676194,0.231796,0.023371,0.918686,0.004787,0.039746,0.001937,0.475808,0.460978,TUMORLU
0.609971,0.280475,0.966609,0.815330,0.853312,0.692929,0.087993,0.005257,0.262375,0.760892,TUMORLU
0.125055,0.660070,0.242657,0.018636,0.890514,0.003757,0.017506,0.001625,0.554897,0.391571,TUMORLU
0.359722,0.164540,0.980430,0.934571,0.762141,0.884861,0.178542,0.027078,0.083504,0.458360,TUMORLU
0.108845,0.578063,0.337757,0.053729,0.898661,0.012401,0.038639,0.002603,0.463113,0.379837,TUMORLU
0.688827,0.320696,0.961181,0.790843,0.851601,0.656376,0.078498,0.003946,0.303014,0.804059,TUMORLU
0.097418,0.515170,0.402853,0.079588,0.941525,0.020017,0.034268,0.001532,0.500169,0.471344,TUMORLU
0.276622,0.127779,0.984489,0.945495,0.782105,0.903602,0.197232,0.033673,0.069391,0.419966,TUMORLU
0.102817,0.539478,0.382946,0.096144,0.917209,0.025476,0.031198,0.001647,0.480638,0.407467,TUMORLU
0.371901,0.176442,0.978036,0.928658,0.772885,0.874799,0.170285,0.024409,0.091111,0.477051,TUMORLU
0.074656,0.430111,0.487531,0.128470,0.948053,0.037460,0.057335,0.003144,0.344543,0.439531,TUMORLU
0.458316,0.219657,0.971613,0.905994,0.784898,0.836758,0.145132,0.017080,0.121174,0.544199,TUMORLU
0.102519,0.582271,0.319752,0.061382,0.924962,0.014537,0.037856,0.001877,0.468452,0.427299,TUMORLU
0.446525,0.213785,0.972577,0.899452,0.805716,0.825933,0.138318,0.015316,0.131558,0.565199,TUMORLU
0.143715,0.708585,0.223802,0.043730,0.864911,0.009739,0.031882,0.001821,0.433650,0.377907,TUMORLU
0.749011,0.352909,0.957076,0.783316,0.843110,0.645339,0.075923,0.003625,0.315133,0.815428,TUMORLU
0.205257,0.796230,0.201793,0.036403,0.809494,0.007902,0.023446,0.002269,0.475322,0.381129,TUMORLU
0.050412,0.024507,0.996530,0.996884,0.000000,0.994359,1.000000,1.000000,0.002720,0.083560,TUMORLU
0.394978,0.186444,0.977110,0.932268,0.744776,0.880938,0.175924,0.026231,0.085796,0.463679,TUMORLU
0.097432,0.573311,0.316276,0.031626,0.918529,0.006726,0.026073,0.001976,0.528290,0.401400,TUMORLU
0.362081,0.168825,0.979445,0.928257,0.781522,0.874119,0.169251,0.024068,0.092109,0.479864,TUMORLU
0.157544,0.750551,0.183048,0.021936,0.823607,0.004576,0.014969,0.002296,0.632011,0.347983,TUMORLU
0.307613,0.141052,0.982612,0.942997,0.766070,0.899298,0.193492,0.032291,0.072018,0.427421,TUMORLU
0.079703,0.499798,0.393924,0.114237,0.823846,0.032044,0.055026,0.004328,0.246548,0.244814,TUMORLU
0.609547,0.288437,0.964227,0.800454,0.863193,0.670606,0.082003,0.004410,0.287217,0.787669,TUMORLU
0.076247,0.484933,0.402638,0.103706,0.814870,0.028221,0.047561,0.003635,0.286525,0.233098,TUMORLU
0.479451,0.224016,0.973542,0.862556,0.848316,0.766180,0.110955,0.009199,0.188299,0.663092,TUMORLU
0.095584,0.545189,0.363674,0.079909,0.834930,0.020161,0.042889,0.003400,0.311003,0.276818,TUMORLU
0.623776,0.290010,0.965024,0.791359,0.865999,0.657135,0.078285,0.003918,0.304024,0.805225,TUMORLU
0.057771,0.413317,0.478371,0.154510,0.908943,0.048319,0.052682,0.003238,0.266596,0.290069,TUMORLU
0.745363,0.343349,0.959677,0.763731,0.856589,0.617040,0.068374,0.002750,0.354328,0.851140,TUMORLU
0.091230,0.521876,0.390269,0.114129,0.880161,0.031966,0.055056,0.004063,0.320112,0.316286,TUMORLU
0.607201,0.287303,0.964894,0.823658,0.846809,0.705583,0.091884,0.005853,0.247502,0.742798,TUMORLU
0.147642,0.704090,0.233797,0.038617,0.836289,0.008497,0.009572,0.002002,0.619635,0.347951,TUMORLU
0.221470,0.109012,0.985613,0.961312,0.751042,0.931077,0.238423,0.050827,0.048172,0.351450,TUMORLU
0.082041,0.528607,0.347622,0.064216,0.933740,0.015384,0.035312,0.001299,0.455381,0.407132,TUMORLU
0.563028,0.270824,0.965321,0.846706,0.837234,0.741191,0.103210,0.007754,0.209906,0.693738,TUMORLU
0.075990,0.502527,0.374445,0.057592,0.965733,0.013426,0.019069,0.000778,0.575202,0.544907,TUMORLU
0.592520,0.266715,0.970141,0.827333,0.849297,0.711202,0.092756,0.005983,0.244291,0.739806,TUMORLU
0.106763,0.484593,0.462217,0.206996,0.884979,0.073535,0.047779,0.002587,0.274743,0.356548,TUMORLU
0.445431,0.207507,0.974134,0.918225,0.761842,0.857184,0.157390,0.020478,0.104952,0.509798,TUMORLU
0.164431,0.644415,0.301498,0.059109,0.737378,0.013907,0.038094,0.004397,0.362662,0.296252,TUMORLU
0.281057,0.130709,0.984493,0.955272,0.727616,0.920538,0.220559,0.042949,0.056015,0.378622,TUMORLU
0.187909,0.692861,0.262762,0.047560,0.662653,0.010884,0.039954,0.005184,0.427374,0.279301,TUMORLU
0.337993,0.160138,0.980127,0.934266,0.777484,0.884341,0.177931,0.026888,0.084054,0.459429,TUMORLU
0.121637,0.583007,0.355147,0.071186,0.822050,0.017427,0.027758,0.001945,0.366194,0.304593,TUMORLU
0.368957,0.164837,0.982134,0.948488,0.689817,0.908771,0.204497,0.036437,0.064775,0.406543,TUMORLU
0.136436,0.659108,0.276902,0.093837,0.875355,0.024748,0.032075,0.001617,0.368437,0.384646,TUMORLU
0.656820,0.308110,0.961443,0.735083,0.886432,0.576775,0.057773,0.001723,0.417656,0.898590,TUMORLU
0.104643,0.494186,0.453870,0.186985,0.879378,0.063370,0.039106,0.002119,0.293300,0.345567,TUMORLU
0.432521,0.204383,0.974575,0.924272,0.749301,0.867372,0.165099,0.022791,0.096375,0.489669,TUMORLU
0.102766,0.446286,0.516114,0.238100,0.866340,0.090593,0.046976,0.002685,0.253653,0.325858,TUMORLU
0.340091,0.160292,0.980355,0.937701,0.763412,0.890212,0.183618,0.028815,0.079262,0.446865,TUMORLU
0.071631,0.473294,0.411605,0.102852,0.946139,0.027944,0.058438,0.003094,0.355773,0.424619,TUMORLU
0.801504,0.386640,0.949092,0.757270,0.846748,0.607846,0.067571,0.002668,0.358904,0.853857,TUMORLU
0.066234,0.425060,0.475202,0.121781,0.955013,0.034855,0.053417,0.002577,0.350130,0.446624,TUMORLU
0.866634,0.401274,0.952387,0.676076,0.873505,0.498043,0.035315,0.000311,0.585759,0.979267,TUMORLU
0.214885,0.824095,0.184758,0.019043,0.814454,0.003900,0.027703,0.002381,0.511543,0.393367,TUMORLU
0.290443,0.130575,0.985102,0.955281,0.722254,0.920554,0.219290,0.042379,0.056593,0.381050,TUMORLU
0.214232,0.838129,0.164411,0.018424,0.791437,0.003802,0.023252,0.003043,0.548288,0.370122,TUMORLU
0.267100,0.129824,0.983249,0.948218,0.775392,0.908302,0.204150,0.036339,0.065067,0.406528,TUMORLU
0.046610,0.367694,0.518135,0.129469,0.954789,0.037838,0.038568,0.001686,0.326796,0.372096,TUMORLU
0.517834,0.264418,0.963704,0.778631,0.894116,0.638507,0.073545,0.003341,0.327210,0.826183,TUMORLU
0.059229,0.367383,0.543719,0.262110,0.866188,0.104892,0.075409,0.006564,0.173963,0.249889,TUMORLU
0.673922,0.305736,0.963968,0.822506,0.831298,0.703826,0.091351,0.005763,0.249349,0.745671,TUMORLU
0.150585,0.712739,0.220581,0.034421,0.881932,0.007381,0.044723,0.002634,0.442979,0.414175,TUMORLU
0.408488,0.189502,0.977035,0.875838,0.858490,0.787434,0.118647,0.010756,0.169402,0.633599,TUMORLU
0.161896,0.717141,0.222871,0.037285,0.870984,0.008079,0.046865,0.002783,0.431923,0.411379,TUMORLU
0.442901,0.200379,0.976982,0.870751,0.852664,0.779261,0.115274,0.010053,0.177292,0.646590,TUMORLU
0.108726,0.553825,0.377053,0.092233,0.944662,0.024153,0.038423,0.001472,0.462087,0.511637,TUMORLU
0.550961,0.258914,0.968124,0.826500,0.859674,0.709927,0.092751,0.005986,0.244318,0.739215,TUMORLU
0.204233,0.843105,0.143529,0.007832,0.848460,0.001546,0.015099,0.001681,0.621611,0.424793,TUMORLU
0.497919,0.235694,0.970457,0.886889,0.806068,0.805340,0.128651,0.012980,0.148784,0.597490,TUMORLU
0.231153,0.843027,0.166322,0.016073,0.847525,0.003193,0.016834,0.001531,0.579105,0.452567,TUMORLU
0.380814,0.171720,0.980022,0.899677,0.838020,0.826302,0.136679,0.014887,0.134265,0.571642,TUMORLU
0.081552,0.432023,0.507222,0.276690,0.959534,0.113951,0.044605,0.001633,0.365515,0.522915,TUMORLU
0.481056,0.235781,0.968079,0.866042,0.840973,0.771731,0.114479,0.009906,0.179468,0.648599,TUMORLU
0.123168,0.599802,0.319960,0.081597,0.737531,0.020866,0.047341,0.004241,0.414270,0.248402,TUMORLU
0.335209,0.149357,0.983278,0.938943,0.764101,0.892339,0.185368,0.029388,0.077987,0.444312,TUMORLU
0.110764,0.572196,0.345542,0.073086,0.806775,0.018137,0.033392,0.002427,0.432827,0.276302,TUMORLU
0.440063,0.206717,0.973810,0.886904,0.830486,0.805362,0.127704,0.012755,0.150433,0.600813,TUMORLU
0.179625,0.579969,0.378195,0.087023,0.552217,0.022506,0.063070,0.010595,0.324081,0.241358,TUMORLU
0.576269,0.277726,0.963581,0.795626,0.873298,0.663438,0.080196,0.004169,0.295247,0.795872,TUMORLU
0.153050,0.568807,0.369653,0.079949,0.637989,0.020210,0.056102,0.008678,0.330942,0.245906,TUMORLU
0.666217,0.307788,0.963343,0.766205,0.871304,0.620579,0.068751,0.002789,0.352151,0.849504,TUMORLU
0.108313,0.524531,0.423172,0.235898,0.925361,0.089322,0.036459,0.001748,0.362827,0.445930,TUMORLU
0.405094,0.188623,0.977270,0.878929,0.856127,0.792423,0.120792,0.011214,0.164651,0.625722,TUMORLU
0.127127,0.634989,0.288623,0.051089,0.921111,0.011689,0.039146,0.001879,0.488575,0.464881,TUMORLU
0.378243,0.164458,0.982639,0.914671,0.812119,0.851224,0.150982,0.018635,0.113067,0.528985,TUMORLU
0.121919,0.581058,0.370000,0.166644,0.926784,0.053704,0.042484,0.001795,0.374434,0.474485,TUMORLU
0.835021,0.391294,0.952365,0.763837,0.837683,0.617194,0.069182,0.002840,0.349819,0.846768,TUMORLU
0.156376,0.737129,0.200172,0.018219,0.901466,0.003669,0.000000,0.002192,0.676987,0.461710,TUMORLU
0.442813,0.203848,0.976254,0.882885,0.837020,0.798828,0.123844,0.011882,0.158153,0.614711,TUMORLU
0.103484,0.520002,0.409301,0.082087,0.925866,0.020798,0.041174,0.002661,0.422948,0.434500,TUMORLU
0.591692,0.285493,0.962867,0.831823,0.843015,0.718100,0.096035,0.006520,0.232812,0.724153,TUMORLU
0.149794,0.715034,0.219358,0.023728,0.869434,0.005000,0.009373,0.002003,0.699804,0.391357,TUMORLU
0.330242,0.157865,0.979949,0.927612,0.803263,0.873025,0.167882,0.023646,0.093471,0.482931,TUMORLU
0.104478,0.581767,0.322334,0.044898,0.880973,0.010050,0.022835,0.001813,0.555743,0.342746,TUMORLU
0.457888,0.219034,0.972585,0.843697,0.871991,0.736493,0.100537,0.007277,0.218058,0.705462,TUMORLU
0.137258,0.686730,0.227113,0.028522,0.827729,0.006028,0.018892,0.002770,0.650600,0.325713,TUMORLU
0.693121,0.328065,0.959265,0.788452,0.851770,0.652860,0.077813,0.003860,0.306305,0.807035,TUMORLU
0.167728,0.644040,0.328034,0.081293,0.872244,0.020550,0.015100,0.001624,0.476022,0.422436,TUMORLU
0.492321,0.234639,0.970787,0.838739,0.865845,0.728784,0.098384,0.006909,0.225038,0.714647,TUMORLU
0.109403,0.560868,0.359466,0.062610,0.913701,0.014901,0.012159,0.001636,0.498892,0.413503,TUMORLU
0.571995,0.280351,0.962971,0.781076,0.882154,0.642067,0.074361,0.003435,0.322811,0.822626,TUMORLU
0.123244,0.585278,0.343862,0.060971,0.903310,0.014431,0.012181,0.001741,0.504653,0.414655,TUMORLU
0.593839,0.277294,0.965288,0.807645,0.862441,0.681353,0.084734,0.004786,0.275353,0.775254,TUMORLU
0.214504,0.753018,0.254616,0.080825,0.896338,0.020394,0.032284,0.001688,0.489174,0.527309,TUMORLU
0.271433,0.127200,0.984711,0.957130,0.724600,0.923773,0.225991,0.045274,0.053455,0.369983,TUMORLU
0.206442,0.782455,0.207697,0.036029,0.900565,0.007791,0.020866,0.001576,0.580910,0.527140,TUMORLU
0.348445,0.163658,0.979789,0.931435,0.780364,0.879519,0.173569,0.025450,0.087943,0.469473,TUMORLU
0.132882,0.649361,0.283020,0.029536,0.914380,0.006258,0.028443,0.001426,0.572866,0.455870,TUMORLU
0.358290,0.171513,0.978342,0.929150,0.780186,0.875636,0.170747,0.024555,0.090654,0.475904,TUMORLU
0.073200,0.479028,0.410661,0.082585,0.858809,0.020990,0.031206,0.003370,0.324932,0.264326,TUMORLU
0.651451,0.307073,0.962171,0.845284,0.812067,0.738969,0.103083,0.007730,0.210369,0.694495,TUMORLU
0.075988,0.497335,0.388937,0.084586,0.838077,0.021658,0.032890,0.002703,0.298128,0.251097,TUMORLU
0.569369,0.262987,0.968962,0.859875,0.822117,0.761925,0.109819,0.008978,0.191102,0.667249,TUMORLU
0.105053,0.601542,0.291912,0.030905,0.957238,0.006540,0.012925,0.000891,0.662148,0.571531,TUMORLU
0.674200,0.313818,0.960861,0.793429,0.853137,0.660189,0.079442,0.004067,0.298514,0.799574,TUMORLU
0.131659,0.682981,0.228413,0.013980,0.923190,0.002766,0.013874,0.001392,0.619824,0.477192,TUMORLU
0.729419,0.353674,0.953845,0.811847,0.823867,0.687672,0.087999,0.005267,0.262177,0.759236,TUMORLU
0.163353,0.724821,0.223562,0.025096,0.861460,0.005221,0.020835,0.001985,0.509921,0.397927,TUMORLU
0.216637,0.100373,0.987603,0.965939,0.723260,0.939193,0.254967,0.058608,0.042329,0.330720,TUMORLU
0.184395,0.753643,0.223248,0.034385,0.852104,0.007400,0.032354,0.002183,0.446039,0.410247,TUMORLU
0.441552,0.206185,0.975072,0.915750,0.771058,0.853031,0.154534,0.019662,0.108523,0.517717,TUMORLU
