@RELATION FUSION_WITH_STATS

@ATTRIBUTE glcm_contrast NUMERIC
@ATTRIBUTE glcm_dissimilarity NUMERIC
@ATTRIBUTE glcm_homogeneity NUMERIC
@ATTRIBUTE glcm_energy NUMERIC
@ATTRIBUTE glcm_correlation NUMERIC
@ATTRIBUTE glcm_ASM NUMERIC
@ATTRIBUTE lbp_energy NUMERIC
@ATTRIBUTE lbp_entropy NUMERIC
@ATTRIBUTE lbp_mean NUMERIC
@ATTRIBUTE lbp_std NUMERIC
@ATTRIBUTE lcp_mean NUMERIC
@ATTRIBUTE lcp_std NUMERIC
@ATTRIBUTE lcp_energy NUMERIC
@ATTRIBUTE lcp_entropy NUMERIC
@ATTRIBUTE shape_area NUMERIC
@ATTRIBUTE shape_perimeter NUMERIC
@ATTRIBUTE shape_circularity NUMERIC
@ATTRIBUTE shape_aspect_ratio NUMERIC
@ATTRIBUTE hog_mean NUMERIC
@ATTRIBUTE hog_std NUMERIC
@ATTRIBUTE hog_skew NUMERIC
@ATTRIBUTE hog_kurtosis NUMERIC
@ATTRIBUTE phog_L0_mean NUMERIC
@ATTRIBUTE phog_L1_mean NUMERIC
@ATTRIBUTE phog_L1_std NUMERIC
@ATTRIBUTE softhist_bin_0 NUMERIC
@ATTRIBUTE softhist_bin_1 NUMERIC
@ATTRIBUTE softhist_bin_2 NUMERIC
@ATTRIBUTE softhist_bin_3 NUMERIC
@ATTRIBUTE softhist_bin_4 NUMERIC
@ATTRIBUTE softhist_bin_5 NUMERIC
@ATTRIBUTE softhist_bin_6 NUMERIC
@ATTRIBUTE softhist_bin_7 NUMERIC
@ATTRIBUTE softhist_bin_8 NUMERIC
@ATTRIBUTE softhist_bin_9 NUMERIC
@ATTRIBUTE softhist_bin_10 NUMERIC
@ATTRIBUTE softhist_bin_11 NUMERIC
@ATTRIBUTE softhist_bin_12 NUMERIC
@ATTRIBUTE softhist_bin_13 NUMERIC
@ATTRIBUTE softhist_bin_14 NUMERIC
@ATTRIBUTE softhist_bin_15 NUMERIC
@ATTRIBUTE softhist_bin_16 NUMERIC
@ATTRIBUTE softhist_bin_17 NUMERIC
@ATTRIBUTE softhist_bin_18 NUMERIC
@ATTRIBUTE softhist_bin_19 NUMERIC
@ATTRIBUTE softhist_bin_20 NUMERIC
@ATTRIBUTE softhist_bin_21 NUMERIC
@ATTRIBUTE softhist_bin_22 NUMERIC
@ATTRIBUTE softhist_bin_23 NUMERIC
@ATTRIBUTE softhist_bin_24 NUMERIC
@ATTRIBUTE softhist_bin_25 NUMERIC
@ATTRIBUTE softhist_bin_26 NUMERIC
@ATTRIBUTE softhist_bin_27 NUMERIC
@ATTRIBUTE softhist_bin_28 NUMERIC
@ATTRIBUTE softhist_bin_29 NUMERIC
@ATTRIBUTE softhist_bin_30 NUMERIC
@ATTRIBUTE softhist_bin_31 NUMERIC
@ATTRIBUTE softhist_mean NUMERIC
@ATTRIBUTE softhist_std NUMERIC
@ATTRIBUTE softhist_energy NUMERIC
@ATTRIBUTE softhist_entropy NUMERIC
@ATTRIBUTE stat_skew NUMERIC
@ATTRIBUTE stat_kurtosis NUMERIC
@ATTRIBUTE stat_mean NUMERIC
@ATTRIBUTE stat_std NUMERIC
@ATTRIBUTE fft_mean NUMERIC
@ATTRIBUTE fft_std NUMERIC
@ATTRIBUTE fft_max NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005461,0.010893,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028135,0.000000,0.000000,0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.189832,0.840195,0.123685,0.006064,0.867691,0.001190,0.032572,0.970869,0.090140,0.942568,0.847924,0.312187,0.262470,0.891736,0.829831,0.353369,0.288751,0.333333,0.958741,0.616588,0.023843,0.001015,0.958741,0.960930,0.090699,0.032421,0.469098,0.819656,0.776089,0.801418,0.822695,0.545086,0.504559,0.525836,0.644377,0.475177,0.624114,0.657548,0.777102,0.907801,0.976697,0.813577,1.000000,0.844890,0.674772,0.633232,0.554205,0.513782,0.412621,0.324398,0.313855,0.366644,0.316476,0.232912,0.100924,0.092047,0.000000,0.836671,0.617930,0.766837,0.763222,0.017632,0.001756,0.620371,0.439205,0.950476,0.946805,0.984573,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005461,0.010893,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028135,0.000000,0.000000,0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.158181,0.686870,0.279069,0.054433,0.890122,0.012625,0.042222,0.956421,0.120531,0.941980,0.698072,0.325596,0.215360,0.760051,0.782161,0.280940,0.430585,0.397436,0.939513,0.648375,0.036146,0.001450,0.939513,0.935559,0.075198,0.150245,0.347305,0.872618,1.000000,0.545455,0.336418,0.205226,0.164943,0.237888,0.227001,0.271094,0.424061,0.481219,0.554164,0.575939,0.469243,0.307567,0.260751,0.215406,0.243332,0.176375,0.198149,0.167461,0.138561,0.162030,0.133218,0.079997,0.058233,0.020857,0.020657,0.000000,0.002006,0.420046,0.321183,0.236156,0.861325,0.030673,0.001905,0.506449,0.437740,0.946645,0.924473,0.978017,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005461,0.010893,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028135,0.000000,0.000000,0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.240455,1.000000,0.000000,0.012584,0.625677,0.002626,0.062838,0.927820,0.167704,0.989760,1.000000,0.312738,0.329666,1.000000,0.899824,0.603662,0.107290,0.262712,0.959192,0.615816,0.027211,0.000435,0.959192,0.954159,0.075166,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013870,0.073509,0.128988,0.202497,0.239945,0.251734,0.299584,0.409847,0.436200,0.681692,0.763578,0.954230,1.000000,0.976422,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.585557,0.116713,0.555750,0.818155,0.498114,0.597715,0.006702,0.002903,1.000000,0.292894,0.955304,0.931602,1.000000,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005461,0.010893,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028135,0.000000,0.000000,0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.156558,0.746149,0.194756,0.026631,0.805012,0.005694,0.051403,0.945010,0.142298,0.973202,0.744381,0.278236,0.204442,0.832779,0.874158,0.382818,0.259175,0.344444,0.942284,0.643930,0.035149,0.001718,0.942284,0.923656,0.137476,0.048136,0.264407,0.375593,0.433220,0.463051,0.451525,0.383729,0.429831,0.473220,0.624407,0.789831,0.880000,1.000000,0.977627,0.734237,0.599322,0.486780,0.456949,0.396575,0.338305,0.219661,0.134915,0.083098,0.042766,0.038591,0.013651,0.003736,0.000000,0.000000,0.000000,0.000000,0.000000,0.542116,0.628938,0.423372,0.706301,0.013255,0.002441,0.544254,0.326382,0.946250,0.938629,0.980343,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005461,0.010893,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028135,0.000000,0.000000,0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.195437,0.811373,0.171004,0.047719,0.643103,0.010884,0.059269,0.932082,0.155501,0.986957,0.822454,0.334537,0.265899,0.858617,0.551398,0.711176,0.047370,0.326316,0.931454,0.661061,0.036318,0.000721,0.931454,0.929376,0.110028,0.195107,0.393795,0.828759,0.804893,0.587709,0.612172,0.788186,1.000000,0.969570,0.829356,0.618138,0.530430,0.387828,0.304893,0.290573,0.203461,0.140215,0.107399,0.083329,0.041766,0.019093,0.022673,0.007170,0.004622,0.004953,0.000924,0.003288,0.001277,0.000000,0.000000,0.000000,0.000000,0.470669,0.773031,0.406265,0.544023,0.038166,0.003528,0.371572,0.271617,0.952584,0.911263,0.968011,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005461,0.010893,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028135,0.000000,0.000000,0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.265493,0.967581,0.081176,0.023663,0.573184,0.005059,0.053221,0.939562,0.139770,0.975648,0.951689,0.356079,0.334408,0.939439,0.585785,1.000000,0.025452,0.281818,0.941230,0.645626,0.038739,0.002353,0.941230,0.942094,0.109958,0.000000,0.002044,0.056540,0.279292,0.313351,0.362398,0.412125,0.623297,0.670981,0.923706,1.000000,0.972752,0.899183,0.835150,0.754768,0.675749,0.549046,0.462534,0.409497,0.361717,0.205722,0.210490,0.117875,0.050509,0.028273,0.018992,0.002503,0.008744,0.000000,0.000000,0.000000,0.000000,0.544957,0.790987,0.478444,0.593670,0.024104,0.002720,0.579178,0.289460,0.952534,0.950611,0.982353,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005461,0.010893,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028135,0.000000,0.000000,0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.129369,0.593789,0.358920,0.075589,0.826185,0.018823,0.054431,0.937831,0.168599,0.959331,0.591925,0.294273,0.164571,0.685058,0.470155,0.587212,0.059243,0.387500,0.944678,0.640055,0.023434,0.000670,0.944678,0.958549,0.085181,1.000000,0.912534,0.939394,0.825758,0.962121,0.825758,0.788567,0.739669,0.611570,0.486226,0.400826,0.383609,0.420110,0.422176,0.449036,0.492424,0.353994,0.147383,0.067608,0.041322,0.011708,0.002755,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.551553,0.873879,0.513735,0.501776,0.037012,0.002035,0.337332,0.316122,0.938580,0.945251,0.964887,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005461,0.010893,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028135,0.000000,0.000000,0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.115599,0.562547,0.382634,0.176939,0.853586,0.058522,0.030860,0.950075,0.186225,0.932773,0.575317,0.290584,0.157935,0.656434,0.515115,0.422630,0.125306,0.436620,0.914391,0.686803,0.029013,0.001034,0.914391,0.897199,0.185528,1.000000,0.279014,0.201644,0.221470,0.231141,0.271518,0.256045,0.247824,0.190039,0.166103,0.135638,0.118230,0.116054,0.118230,0.121857,0.131528,0.067215,0.041103,0.024713,0.010155,0.006044,0.001692,0.002615,0.000803,0.001720,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.158826,0.078670,0.042615,0.535931,0.043237,0.002497,0.279993,0.326983,0.940177,0.917394,0.958867,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005461,0.010893,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028135,0.000000,0.000000,0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.151359,0.692149,0.260545,0.048859,0.875399,0.011116,0.041122,0.956705,0.112874,0.945139,0.699799,0.307295,0.205074,0.772827,0.792418,0.370208,0.251219,0.369048,0.890512,0.720540,0.060309,0.003196,0.890512,0.885412,0.194390,0.002261,0.524590,1.000000,0.377049,0.487281,0.392877,0.286037,0.306388,0.340305,0.397965,0.359525,0.345958,0.371396,0.547767,0.719050,0.658564,0.408706,0.386094,0.330094,0.283776,0.253250,0.171849,0.119555,0.100721,0.058991,0.034147,0.043613,0.029026,0.049224,0.005363,0.000000,0.000000,0.443105,0.331631,0.256393,0.826554,0.021038,0.001697,0.519030,0.402304,0.945952,0.916920,0.978810,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005461,0.010893,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028135,0.000000,0.000000,0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.198673,0.808247,0.177581,0.039001,0.741269,0.008617,0.056494,0.935966,0.153711,0.968825,0.798309,0.341115,0.260754,0.834694,0.663594,0.429238,0.156494,0.369048,0.932258,0.659812,0.045215,0.002812,0.932258,0.923471,0.132286,0.025136,0.754755,0.759511,0.489810,0.553668,0.480299,0.559783,0.808424,0.928668,1.000000,0.866168,0.673913,0.621603,0.550272,0.455163,0.363451,0.288043,0.317255,0.235818,0.121603,0.112772,0.078125,0.031838,0.036839,0.015307,0.006313,0.009983,0.000000,0.004732,0.006445,0.000000,0.005007,0.543330,0.730125,0.456560,0.629474,0.031715,0.002965,0.442712,0.320402,0.950172,0.945972,0.973671,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005461,0.010893,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028135,0.000000,0.000000,0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.119905,0.583536,0.349168,0.088844,0.813806,0.023062,0.055937,0.939068,0.167129,0.959432,0.582239,0.281421,0.154927,0.686392,0.689124,0.502477,0.118592,0.329787,0.965568,0.604739,0.027198,0.001565,0.965568,0.957069,0.109135,0.173672,0.409596,1.000000,0.335448,0.325535,0.317209,0.413957,0.564631,0.554322,0.545202,0.381840,0.359239,0.255353,0.201031,0.153846,0.162173,0.106661,0.066614,0.057784,0.056305,0.022998,0.015067,0.010482,0.002633,0.002351,0.005527,0.000728,0.001697,0.002762,0.000000,0.000000,0.000000,0.294793,0.304541,0.150625,0.642998,0.039676,0.003261,0.359153,0.296746,0.943473,0.954272,0.966912,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005461,0.010893,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028135,0.000000,0.000000,0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.207625,0.766148,0.246695,0.063085,0.706662,0.015109,0.057466,0.936615,0.156997,0.957149,0.751199,0.367035,0.260593,0.779463,0.521666,0.459973,0.107131,0.382716,0.927352,0.667384,0.045616,0.002669,0.927352,0.925386,0.093072,0.000581,0.514518,0.992451,0.432056,0.374564,0.373984,0.597561,0.873984,1.000000,0.920441,0.720674,0.581882,0.393728,0.320557,0.312427,0.230546,0.213705,0.174797,0.155153,0.120209,0.062137,0.050523,0.039776,0.023779,0.030989,0.022487,0.008534,0.000000,0.000000,0.000000,0.000000,0.000000,0.456663,0.697877,0.370075,0.613227,0.040148,0.003692,0.418047,0.308823,0.950787,0.949365,0.971819,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005461,0.010893,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028135,0.000000,0.000000,0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.208165,0.885127,0.091776,0.016156,0.732117,0.003279,0.047133,0.952870,0.137732,0.968131,0.902868,0.325878,0.293552,0.927229,0.830328,0.450575,0.177707,0.292453,0.963616,0.608160,0.024958,0.001477,0.963616,0.955588,0.073234,0.000000,0.000000,0.010745,0.106017,0.287966,0.424785,0.390401,0.457020,0.522923,0.611032,0.651863,0.675501,0.791547,0.978510,1.000000,0.906160,0.750716,0.797278,0.523410,0.424069,0.372493,0.290831,0.248769,0.233861,0.152054,0.112060,0.146061,0.096552,0.052396,0.044172,0.007656,0.000000,0.575830,0.699512,0.478212,0.696600,0.023436,0.002911,0.658090,0.324806,0.955608,0.919352,0.986480,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005461,0.010893,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028135,0.000000,0.000000,0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.183650,0.807652,0.148976,0.019875,0.821080,0.004094,0.039998,0.960302,0.108360,0.954523,0.815756,0.314299,0.250975,0.869275,0.664995,0.428772,0.157165,0.360465,0.970240,0.596444,0.017721,0.001038,0.970240,0.970479,0.051120,0.000000,0.053265,0.370275,1.000000,0.876289,0.713058,0.656357,0.616839,0.820447,0.822165,0.695876,0.856529,0.722509,0.680412,0.817869,0.800687,0.635739,0.726804,0.501664,0.405498,0.388316,0.280928,0.208537,0.185397,0.103915,0.103790,0.110469,0.119472,0.065832,0.044826,0.000000,0.000000,0.701289,0.765201,0.637380,0.675658,0.028981,0.002300,0.556023,0.372544,0.950933,0.922165,0.981035,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005461,0.010893,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028135,0.000000,0.000000,0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.164367,0.800958,0.129069,0.017284,0.817672,0.003560,0.055253,0.940213,0.143827,0.976817,0.801893,0.281390,0.227259,0.877846,0.962586,0.431052,0.225097,0.276786,0.962378,0.610315,0.032081,0.002582,0.962378,0.969515,0.135566,0.000000,0.000000,0.001426,0.014968,0.194583,0.350677,0.466144,0.399857,0.451889,0.398432,0.377049,0.431932,0.451176,0.436921,0.584462,0.651461,0.698503,0.952245,0.990382,1.000000,0.888097,0.610834,0.572997,0.351802,0.287378,0.236250,0.174136,0.094545,0.034756,0.000000,0.000000,0.000000,0.572689,0.656148,0.461373,0.709676,0.002221,0.002101,0.748536,0.347716,0.950386,0.921530,0.990641,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005461,0.010893,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028135,0.000000,0.000000,0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.220842,0.918572,0.069499,0.004604,0.793573,0.000969,0.055469,0.938027,0.140436,0.982774,0.913216,0.319056,0.293899,0.937623,0.714473,0.272007,0.419580,0.430556,0.962111,0.610778,0.027605,0.001683,0.962111,0.967097,0.102339,0.003512,0.093942,0.244074,0.444249,0.504829,0.701493,0.654961,0.820018,0.910448,0.833187,0.663740,0.620720,0.537313,0.604917,0.666374,0.811238,0.853380,1.000000,0.660169,0.669008,0.581212,0.511853,0.391412,0.327436,0.200939,0.141425,0.170953,0.041324,0.018348,0.008329,0.000000,0.000000,0.717859,0.686320,0.631650,0.715558,0.019290,0.001762,0.622176,0.379661,0.952914,0.936001,0.984667,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005461,0.010893,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028135,0.000000,0.000000,0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.124311,0.588937,0.355567,0.100805,0.888961,0.027102,0.068461,0.923121,0.182011,0.974352,0.589683,0.294794,0.164228,0.680427,0.657313,0.306183,0.304649,0.387500,0.941744,0.644801,0.028390,0.000277,0.941744,0.937075,0.062805,0.000000,0.227438,1.000000,0.324628,0.228099,0.190083,0.228430,0.207273,0.260496,0.230083,0.251901,0.255207,0.208926,0.257851,0.261157,0.280000,0.214876,0.191405,0.158913,0.143802,0.120331,0.104793,0.053231,0.024877,0.006272,0.000512,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.236856,0.075520,0.073124,0.711511,0.029074,0.001493,0.455648,0.386874,0.944761,0.920888,0.974602,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005461,0.010893,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028135,0.000000,0.000000,0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
