@RELATION GLCM_LBP

@ATTRIBUTE glcm_contrast NUMERIC
@ATTRIBUTE glcm_dissimilarity NUMERIC
@ATTRIBUTE glcm_homogeneity NUMERIC
@ATTRIBUTE glcm_energy NUMERIC
@ATTRIBUTE glcm_correlation NUMERIC
@ATTRIBUTE glcm_ASM NUMERIC
@ATTRIBUTE lbp_energy NUMERIC
@ATTRIBUTE lbp_entropy NUMERIC
@ATTRIBUTE lbp_mean NUMERIC
@ATTRIBUTE lbp_std NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.183487,0.806134,0.157444,0.068547,0.479279,0.016887,0.062871,0.926302,0.160329,0.987371,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.154529,0.640950,0.347620,0.172093,0.827360,0.056284,0.076523,0.895803,0.243368,1.000000,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.193490,0.818625,0.150833,0.022095,0.738055,0.004613,0.061010,0.930465,0.162445,0.983866,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.135868,0.702662,0.211012,0.032550,0.805472,0.007018,0.058853,0.934626,0.155926,0.976724,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.214548,0.786997,0.219269,0.078886,0.453040,0.020054,0.045881,0.950101,0.131721,0.961076,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.156659,0.653076,0.323947,0.115924,0.917598,0.032582,0.025550,0.963731,0.151660,0.924445,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.181417,0.800619,0.153336,0.012869,0.839079,0.002607,0.032142,0.969196,0.082862,0.936646,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.171745,0.638945,0.325983,0.054348,0.899978,0.012656,0.030505,0.969716,0.083862,0.926455,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.171748,0.784396,0.157173,0.013380,0.835153,0.002674,0.039540,0.959759,0.108144,0.943717,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.125790,0.577350,0.380139,0.135018,0.704979,0.040126,0.036262,0.963315,0.125450,0.933261,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.078765,0.501197,0.391049,0.094349,0.827268,0.025079,0.043104,0.954849,0.133590,0.940207,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.139613,0.679778,0.259907,0.040492,0.893290,0.008910,0.055988,0.940850,0.151901,0.968476,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.158829,0.686474,0.277816,0.074727,0.880463,0.018523,0.023628,0.974785,0.107837,0.927479,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.243658,0.901633,0.101806,0.020520,0.664816,0.004278,0.040304,0.959358,0.111979,0.961222,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.814185,0.400152,0.948275,0.694149,0.874033,0.521561,0.839212,0.163452,0.929556,0.280695,TUMORLU
0.130280,0.696160,0.197648,0.019111,0.892250,0.003892,0.033539,0.971361,0.090852,0.945297,TUMORLU
0.803619,0.382274,0.951282,0.694416,0.876141,0.521906,0.835172,0.168820,0.930419,0.279662,TUMORLU
0.053543,0.377877,0.517061,0.110736,0.968679,0.030681,0.027154,0.974283,0.080988,0.896053,TUMORLU
0.330837,0.162819,0.977588,0.928188,0.797980,0.874003,0.931760,0.079006,0.970707,0.190650,TUMORLU
0.085175,0.469004,0.443088,0.118441,0.954296,0.033555,0.042820,0.953723,0.119459,0.926625,TUMORLU
0.381735,0.184905,0.976258,0.919107,0.794303,0.858667,0.926166,0.085305,0.969054,0.196834,TUMORLU
0.088197,0.475338,0.439152,0.120764,0.952944,0.034441,0.035870,0.965703,0.105388,0.925068,TUMORLU
0.350887,0.165691,0.979542,0.931596,0.776440,0.879791,0.935197,0.075787,0.972647,0.184437,TUMORLU
0.090999,0.491541,0.418515,0.105247,0.951078,0.028683,0.039279,0.960703,0.113443,0.922742,TUMORLU
0.384654,0.178100,0.978785,0.928741,0.766628,0.874941,0.927188,0.083287,0.969982,0.191275,TUMORLU
0.086216,0.484105,0.425873,0.109129,0.954519,0.030089,0.037486,0.963374,0.113443,0.921317,TUMORLU
0.294912,0.142385,0.980868,0.940221,0.785576,0.894531,0.941581,0.069244,0.975345,0.177073,TUMORLU
0.075328,0.479510,0.412155,0.098892,0.960214,0.026448,0.042089,0.957622,0.125084,0.924470,TUMORLU
0.331914,0.157215,0.980173,0.934695,0.779433,0.885074,0.938382,0.073212,0.974803,0.180996,TUMORLU
0.090356,0.493573,0.415893,0.107736,0.952732,0.029586,0.043418,0.953880,0.123444,0.929512,TUMORLU
0.274385,0.136774,0.981687,0.937886,0.809365,0.890528,0.943506,0.066440,0.975476,0.174813,TUMORLU
0.254146,0.904836,0.131096,0.021753,0.709850,0.004527,0.048125,0.948602,0.135047,0.959884,TUMORLU
0.220642,0.103574,0.986424,0.963271,0.737578,0.934510,0.961250,0.048253,0.982107,0.154445,TUMORLU
0.213567,0.849540,0.145422,0.037375,0.639584,0.008216,0.045051,0.953156,0.132224,0.957163,TUMORLU
0.361272,0.184626,0.974161,0.925558,0.784977,0.869547,0.922495,0.088582,0.966656,0.204697,TUMORLU
0.252227,0.906139,0.119543,0.022650,0.721792,0.004718,0.051025,0.943846,0.139097,0.972516,TUMORLU
0.225614,0.109351,0.985269,0.964867,0.717383,0.937311,0.956475,0.053431,0.981257,0.155814,TUMORLU
0.191244,0.810912,0.165396,0.035418,0.728434,0.007720,0.054256,0.940145,0.147270,0.968151,TUMORLU
0.448916,0.216079,0.971451,0.902353,0.798833,0.830727,0.908641,0.100276,0.961110,0.214192,TUMORLU
0.128207,0.581705,0.355237,0.087377,0.854279,0.022716,0.064934,0.918786,0.181652,0.978477,TUMORLU
0.553083,0.282104,0.959756,0.821411,0.860784,0.702160,0.878738,0.128926,0.947731,0.247100,TUMORLU
0.186839,0.749658,0.213367,0.038986,0.773843,0.008690,0.051031,0.944395,0.142579,0.963708,TUMORLU
0.676176,0.345229,0.952251,0.741186,0.878848,0.585244,0.852640,0.151163,0.936370,0.268086,TUMORLU
0.070683,0.452803,0.435056,0.107763,0.909550,0.029627,0.035785,0.965942,0.101866,0.924313,TUMORLU
0.762069,0.369903,0.952924,0.786386,0.836865,0.649829,0.849799,0.156579,0.938781,0.266230,TUMORLU
0.127540,0.634115,0.288088,0.048147,0.921643,0.010902,0.052711,0.943723,0.138196,0.965707,TUMORLU
0.361357,0.168917,0.979829,0.909616,0.828604,0.842781,0.934320,0.074952,0.971687,0.182947,TUMORLU
0.082383,0.483649,0.429295,0.123684,0.935517,0.035540,0.036403,0.963765,0.115468,0.924657,TUMORLU
0.368959,0.182109,0.975752,0.911346,0.818017,0.845665,0.922118,0.088233,0.967140,0.199200,TUMORLU
0.123585,0.621185,0.304240,0.044189,0.935524,0.009831,0.031160,0.967206,0.088409,0.911889,TUMORLU
0.565597,0.276569,0.963670,0.806824,0.869015,0.680121,0.881086,0.126237,0.950096,0.240300,TUMORLU
0.100566,0.557318,0.350902,0.056440,0.898164,0.013158,0.029113,0.969658,0.116591,0.933914,TUMORLU
0.598780,0.286530,0.964344,0.796974,0.867976,0.665436,0.882814,0.125009,0.950102,0.240111,TUMORLU
0.150521,0.599856,0.388654,0.165318,0.896581,0.053102,0.032116,0.950161,0.191124,0.929826,TUMORLU
0.666908,0.327612,0.956723,0.791951,0.854595,0.658010,0.864945,0.142671,0.942178,0.259769,TUMORLU
0.117919,0.566399,0.364030,0.058611,0.926369,0.013731,0.027856,0.976561,0.081739,0.914903,TUMORLU
0.572582,0.269996,0.966338,0.832822,0.848224,0.719637,0.889377,0.120270,0.953356,0.235733,TUMORLU
0.106236,0.550824,0.366996,0.061241,0.951120,0.014464,0.025335,0.978968,0.072423,0.903352,TUMORLU
0.906420,0.429502,0.944830,0.698678,0.857619,0.527533,0.819931,0.182583,0.922998,0.294180,TUMORLU
0.112496,0.585928,0.331787,0.038795,0.948136,0.008445,0.032152,0.969462,0.090819,0.917690,TUMORLU
0.663841,0.326166,0.956769,0.778908,0.863208,0.638911,0.858945,0.147035,0.940577,0.260915,TUMORLU
0.100832,0.531029,0.393050,0.068756,0.955896,0.016655,0.021215,0.978115,0.089696,0.896321,TUMORLU
0.923105,0.436648,0.945665,0.708831,0.850766,0.541050,0.824586,0.178946,0.925179,0.290494,TUMORLU
0.154755,0.688713,0.255613,0.023430,0.886751,0.004807,0.017656,0.990091,0.051694,0.891706,TUMORLU
0.278186,0.130425,0.984216,0.942346,0.794010,0.898179,0.948760,0.061144,0.977775,0.166698,TUMORLU
0.148277,0.664233,0.289830,0.038283,0.908343,0.008331,0.033089,0.970501,0.096516,0.927381,TUMORLU
0.216249,0.102778,0.986753,0.965793,0.722625,0.938937,0.960475,0.049138,0.982603,0.151983,TUMORLU
0.151139,0.679898,0.273738,0.030615,0.900994,0.006478,0.034524,0.969055,0.103356,0.932907,TUMORLU
0.230762,0.107796,0.986357,0.959457,0.752442,0.927834,0.955574,0.054075,0.981225,0.153646,TUMORLU
0.093818,0.504378,0.414773,0.107883,0.947116,0.029623,0.027195,0.973990,0.084567,0.901286,TUMORLU
0.612452,0.292380,0.962325,0.813876,0.852949,0.690732,0.877617,0.130066,0.948227,0.244446,TUMORLU
0.083056,0.458772,0.463029,0.119736,0.942360,0.034014,0.028069,0.966642,0.132420,0.908018,TUMORLU
0.774529,0.360910,0.955785,0.741910,0.862017,0.586248,0.848955,0.156451,0.936906,0.267754,TUMORLU
0.056493,0.395108,0.503104,0.195181,0.963128,0.067441,0.050227,0.939913,0.156853,0.951893,TUMORLU
1.000000,0.456516,0.946960,0.675374,0.853626,0.497140,0.808757,0.191541,0.920881,0.294483,TUMORLU
0.118163,0.574827,0.362904,0.069620,0.926947,0.016919,0.022670,0.977737,0.088984,0.898917,TUMORLU
0.655611,0.313804,0.959720,0.827426,0.829554,0.711346,0.869578,0.139320,0.945131,0.254932,TUMORLU
0.104892,0.566682,0.345281,0.043758,0.923235,0.009716,0.019707,0.984304,0.089271,0.910438,TUMORLU
0.841292,0.405530,0.946771,0.770146,0.830504,0.626240,0.838966,0.168592,0.934835,0.279631,TUMORLU
0.152352,0.717524,0.217326,0.022753,0.868866,0.004776,0.034825,0.962717,0.088030,0.938626,TUMORLU
0.263337,0.131614,0.982274,0.953814,0.747912,0.918003,0.947855,0.063067,0.977632,0.171219,TUMORLU
0.110693,0.586251,0.325576,0.049568,0.920334,0.011253,0.029000,0.974110,0.081771,0.920669,TUMORLU
0.532036,0.256009,0.967529,0.813785,0.872955,0.690593,0.893610,0.115815,0.954917,0.230628,TUMORLU
0.080070,0.387807,0.556138,0.251685,0.902771,0.098561,0.052152,0.940544,0.186055,0.919985,TUMORLU
0.423531,0.200921,0.975218,0.887858,0.836223,0.806917,0.918579,0.091910,0.965428,0.204377,TUMORLU
0.062107,0.345537,0.580550,0.267747,0.929621,0.108343,0.029613,0.969465,0.121073,0.893315,TUMORLU
0.601130,0.283845,0.964675,0.779733,0.877271,0.640112,0.880333,0.127848,0.948979,0.243701,TUMORLU
0.211741,0.867103,0.106448,0.001592,0.840674,0.000272,0.037323,0.965115,0.108824,0.947804,TUMORLU
0.242283,0.110871,0.987274,0.959009,0.747232,0.927052,0.957120,0.052407,0.981826,0.151293,TUMORLU
0.109365,0.582502,0.336285,0.086371,0.938801,0.022237,0.052428,0.944578,0.144572,0.960794,TUMORLU
0.453559,0.222611,0.969389,0.859363,0.858120,0.761113,0.901482,0.108000,0.958608,0.222872,TUMORLU
0.098331,0.544193,0.360041,0.084690,0.944584,0.021697,0.040441,0.958318,0.120531,0.936399,TUMORLU
0.479733,0.227852,0.971033,0.874636,0.832333,0.785499,0.905247,0.103693,0.959183,0.218918,TUMORLU
0.118349,0.585570,0.340505,0.082702,0.937451,0.021043,0.040330,0.960968,0.123327,0.943511,TUMORLU
0.409986,0.205910,0.971484,0.894641,0.829171,0.818015,0.916421,0.095421,0.963971,0.214676,TUMORLU
0.113921,0.598464,0.318130,0.073401,0.933134,0.018126,0.044535,0.956732,0.130957,0.952319,TUMORLU
0.483928,0.226434,0.971575,0.866378,0.841828,0.772266,0.904478,0.106005,0.960548,0.218177,TUMORLU
0.068551,0.399638,0.523796,0.203866,0.946413,0.071905,0.047514,0.929450,0.211677,0.948673,TUMORLU
0.851851,0.404002,0.948890,0.730814,0.852471,0.570891,0.832664,0.169483,0.928629,0.282227,TUMORLU
0.102615,0.571023,0.332696,0.036389,0.938624,0.007872,0.033395,0.965877,0.091649,0.917322,TUMORLU
0.215301,0.100119,0.988335,0.963641,0.747222,0.935158,0.960347,0.048661,0.982891,0.147142,TUMORLU
0.128829,0.676194,0.231796,0.023371,0.918686,0.004787,0.024121,0.982054,0.072299,0.924077,TUMORLU
0.609971,0.280475,0.966609,0.815330,0.853312,0.692929,0.885774,0.123514,0.952487,0.235553,TUMORLU
0.125055,0.660070,0.242657,0.018636,0.890514,0.003757,0.043545,0.958794,0.120818,0.954171,TUMORLU
0.359722,0.164540,0.980430,0.934571,0.762141,0.884861,0.936849,0.075259,0.974653,0.186189,TUMORLU
0.108845,0.578063,0.337757,0.053729,0.898661,0.012401,0.044824,0.953712,0.128239,0.937572,TUMORLU
0.688827,0.320696,0.961181,0.790843,0.851601,0.656376,0.867510,0.140070,0.944177,0.253975,TUMORLU
0.097418,0.515170,0.402853,0.079588,0.941525,0.020017,0.040457,0.951075,0.112208,0.912678,TUMORLU
0.276622,0.127779,0.984489,0.945495,0.782105,0.903602,0.950042,0.060102,0.978265,0.165477,TUMORLU
0.102817,0.539478,0.382946,0.096144,0.917209,0.025476,0.062446,0.933250,0.171487,0.960530,TUMORLU
0.371901,0.176442,0.978036,0.928658,0.772885,0.874799,0.927177,0.084690,0.970707,0.192408,TUMORLU
0.074656,0.430111,0.487531,0.128470,0.948053,0.037460,0.033007,0.963721,0.130794,0.934990,TUMORLU
0.458316,0.219657,0.971613,0.905994,0.784898,0.836758,0.912260,0.099387,0.962874,0.214823,TUMORLU
0.102519,0.582271,0.319752,0.061382,0.924962,0.014537,0.044658,0.955712,0.118982,0.952322,TUMORLU
0.446525,0.213785,0.972577,0.899452,0.805716,0.825933,0.913903,0.097260,0.963390,0.212106,TUMORLU
0.143715,0.708585,0.223802,0.043730,0.864911,0.009739,0.045296,0.956058,0.125705,0.960890,TUMORLU
0.749011,0.352909,0.957076,0.783316,0.843110,0.645339,0.861054,0.144743,0.939297,0.263176,TUMORLU
0.205257,0.796230,0.201793,0.036403,0.809494,0.007902,0.051839,0.943039,0.156344,0.959625,TUMORLU
0.050412,0.024507,0.996530,0.996884,0.000000,0.994359,0.995263,0.006719,0.996897,0.081375,TUMORLU
0.394978,0.186444,0.977110,0.932268,0.744776,0.880938,0.930491,0.080353,0.971550,0.190933,TUMORLU
0.097432,0.573311,0.316276,0.031626,0.918529,0.006726,0.039991,0.959482,0.109562,0.934922,TUMORLU
0.362081,0.168825,0.979445,0.928257,0.781522,0.874119,0.935194,0.076077,0.972745,0.186263,TUMORLU
0.157544,0.750551,0.183048,0.021936,0.823607,0.004576,0.047725,0.947033,0.128148,0.959525,TUMORLU
0.307613,0.141052,0.982612,0.942997,0.766070,0.899298,0.942858,0.068059,0.976704,0.173514,TUMORLU
0.079703,0.499798,0.393924,0.114237,0.823846,0.032044,0.024375,0.983114,0.083222,0.924950,TUMORLU
0.609547,0.288437,0.964227,0.800454,0.863193,0.670606,0.881339,0.125946,0.949168,0.241751,TUMORLU
0.076247,0.484933,0.402638,0.103706,0.814870,0.028221,0.020887,0.987535,0.072318,0.905797,TUMORLU
0.479451,0.224016,0.973542,0.862556,0.848316,0.766180,0.908506,0.101122,0.961071,0.214505,TUMORLU
0.095584,0.545189,0.363674,0.079909,0.834930,0.020161,0.020085,0.978487,0.102278,0.910929,TUMORLU
0.623776,0.290010,0.965024,0.791359,0.865999,0.657135,0.883193,0.124407,0.949880,0.240010,TUMORLU
0.057771,0.413317,0.478371,0.154510,0.908943,0.048319,0.041969,0.955327,0.140430,0.936527,TUMORLU
0.745363,0.343349,0.959677,0.763731,0.856589,0.617040,0.864569,0.143141,0.943053,0.255622,TUMORLU
0.091230,0.521876,0.390269,0.114129,0.880161,0.031966,0.033216,0.968960,0.107707,0.925044,TUMORLU
0.607201,0.287303,0.964894,0.823658,0.846809,0.705583,0.882910,0.127013,0.950873,0.241805,TUMORLU
0.147642,0.704090,0.233797,0.038617,0.836289,0.008497,0.032106,0.969149,0.090414,0.935461,TUMORLU
0.221470,0.109012,0.985613,0.961312,0.751042,0.931077,0.956988,0.053257,0.981558,0.157279,TUMORLU
0.082041,0.528607,0.347622,0.064216,0.933740,0.015384,0.046474,0.951366,0.127684,0.948989,TUMORLU
0.563028,0.270824,0.965321,0.846706,0.837234,0.741191,0.884900,0.124499,0.952069,0.238654,TUMORLU
0.075990,0.502527,0.374445,0.057592,0.965733,0.013426,0.037990,0.958658,0.128063,0.939139,TUMORLU
0.592520,0.266715,0.970141,0.827333,0.849297,0.711202,0.890872,0.118358,0.955949,0.226255,TUMORLU
0.106763,0.484593,0.462217,0.206996,0.884979,0.073535,0.029131,0.947515,0.189962,0.907047,TUMORLU
0.445431,0.207507,0.974134,0.918225,0.761842,0.857184,0.914782,0.096502,0.964213,0.209575,TUMORLU
0.164431,0.644415,0.301498,0.059109,0.737378,0.013907,0.033285,0.962318,0.152378,0.931919,TUMORLU
0.281057,0.130709,0.984493,0.955272,0.727616,0.920538,0.951065,0.059907,0.979964,0.163387,TUMORLU
0.187909,0.692861,0.262762,0.047560,0.662653,0.010884,0.053996,0.942040,0.152659,0.959137,TUMORLU
0.337993,0.160138,0.980127,0.934266,0.777484,0.884341,0.937743,0.073998,0.974130,0.183400,TUMORLU
0.121637,0.583007,0.355147,0.071186,0.822050,0.017427,0.023589,0.978360,0.132630,0.919833,TUMORLU
0.368957,0.164837,0.982134,0.948488,0.689817,0.908771,0.937240,0.073234,0.973960,0.178188,TUMORLU
0.136436,0.659108,0.276902,0.093837,0.875355,0.024748,0.057555,0.923342,0.200382,0.990409,TUMORLU
0.656820,0.308110,0.961443,0.735083,0.886432,0.576775,0.866935,0.138041,0.943419,0.252473,TUMORLU
0.104643,0.494186,0.453870,0.186985,0.879378,0.063370,0.034498,0.942562,0.201218,0.927080,TUMORLU
0.432521,0.204383,0.974575,0.924272,0.749301,0.867372,0.920842,0.091268,0.968669,0.201711,TUMORLU
0.102766,0.446286,0.516114,0.238100,0.866340,0.090593,0.038284,0.933830,0.221104,0.919117,TUMORLU
0.340091,0.160292,0.980355,0.937701,0.763412,0.890212,0.939020,0.072794,0.974796,0.182176,TUMORLU
0.071631,0.473294,0.411605,0.102852,0.946139,0.027944,0.040280,0.952209,0.136739,0.937608,TUMORLU
0.801504,0.386640,0.949092,0.757270,0.846748,0.607846,0.844205,0.162198,0.933123,0.278539,TUMORLU
0.066234,0.425060,0.475202,0.121781,0.955013,0.034855,0.035411,0.952710,0.145682,0.926873,TUMORLU
0.866634,0.401274,0.952387,0.676076,0.873505,0.498043,0.838321,0.164730,0.931373,0.276043,TUMORLU
0.214885,0.824095,0.184758,0.019043,0.814454,0.003900,0.059528,0.933408,0.157853,0.962683,TUMORLU
0.290443,0.130575,0.985102,0.955281,0.722254,0.920554,0.952739,0.057903,0.979722,0.163759,TUMORLU
0.214232,0.838129,0.164411,0.018424,0.791437,0.003802,0.041430,0.957216,0.115304,0.950577,TUMORLU
0.267100,0.129824,0.983249,0.948218,0.775392,0.908302,0.946061,0.064765,0.977958,0.168441,TUMORLU
0.046610,0.367694,0.518135,0.129469,0.954789,0.037838,0.024067,0.970403,0.120962,0.915958,TUMORLU
0.517834,0.264418,0.963704,0.778631,0.894116,0.638507,0.877530,0.128158,0.946921,0.245718,TUMORLU
0.059229,0.367383,0.543719,0.262110,0.866188,0.104892,0.025637,0.948475,0.180117,0.886320,TUMORLU
0.673922,0.305736,0.963968,0.822506,0.831298,0.703826,0.875263,0.132734,0.947613,0.245993,TUMORLU
0.150585,0.712739,0.220581,0.034421,0.881932,0.007381,0.020988,0.987709,0.060115,0.914057,TUMORLU
0.408488,0.189502,0.977035,0.875838,0.858490,0.787434,0.922636,0.086669,0.967173,0.196919,TUMORLU
0.161896,0.717141,0.222871,0.037285,0.870984,0.008079,0.019831,0.987737,0.062565,0.905784,TUMORLU
0.442901,0.200379,0.976982,0.870751,0.852664,0.779261,0.920860,0.088963,0.966728,0.198527,TUMORLU
0.108726,0.553825,0.377053,0.092233,0.944662,0.024153,0.038019,0.965256,0.119165,0.937334,TUMORLU
0.550961,0.258914,0.968124,0.826500,0.859674,0.709927,0.895237,0.113906,0.955231,0.229339,TUMORLU
0.204233,0.843105,0.143529,0.007832,0.848460,0.001546,0.049832,0.943491,0.149439,0.968723,TUMORLU
0.497919,0.235694,0.970457,0.886889,0.806068,0.805340,0.904861,0.105351,0.959568,0.219911,TUMORLU
0.231153,0.843027,0.166322,0.016073,0.847525,0.003193,0.041347,0.952885,0.168469,0.954274,TUMORLU
0.380814,0.171720,0.980022,0.899677,0.838020,0.826302,0.930878,0.078893,0.970700,0.187364,TUMORLU
0.081552,0.432023,0.507222,0.276690,0.959534,0.113951,0.046276,0.918932,0.243871,0.915849,TUMORLU
0.481056,0.235781,0.968079,0.866042,0.840973,0.771731,0.896846,0.113250,0.957118,0.227693,TUMORLU
0.123168,0.599802,0.319960,0.081597,0.737531,0.020866,0.043450,0.953243,0.121471,0.936431,TUMORLU
0.335209,0.149357,0.983278,0.938943,0.764101,0.892339,0.941843,0.068242,0.975110,0.174947,TUMORLU
0.110764,0.572196,0.345542,0.073086,0.806775,0.018137,0.056785,0.935820,0.152496,0.958942,TUMORLU
0.440063,0.206717,0.973810,0.886904,0.830486,0.805362,0.912023,0.098152,0.963338,0.209905,TUMORLU
0.179625,0.579969,0.378195,0.087023,0.552217,0.022506,0.048958,0.946157,0.147041,0.955144,TUMORLU
0.576269,0.277726,0.963581,0.795626,0.873298,0.663438,0.882436,0.125895,0.950259,0.241049,TUMORLU
0.153050,0.568807,0.369653,0.079949,0.637989,0.020210,0.044779,0.953919,0.133002,0.952639,TUMORLU
0.666217,0.307788,0.963343,0.766205,0.871304,0.620579,0.870101,0.137132,0.946575,0.247462,TUMORLU
0.108313,0.524531,0.423172,0.235898,0.925361,0.089322,0.028218,0.943010,0.191922,0.892643,TUMORLU
0.405094,0.188623,0.977270,0.878929,0.856127,0.792423,0.922506,0.087049,0.967323,0.197052,TUMORLU
0.127127,0.634989,0.288623,0.051089,0.921111,0.011689,0.051486,0.944868,0.137686,0.964919,TUMORLU
0.378243,0.164458,0.982639,0.914671,0.812119,0.851224,0.937763,0.071438,0.973261,0.177461,TUMORLU
0.121919,0.581058,0.370000,0.166644,0.926784,0.053704,0.032172,0.954993,0.160982,0.945385,TUMORLU
0.835021,0.391294,0.952365,0.763837,0.837683,0.617194,0.839981,0.165078,0.932999,0.275693,TUMORLU
0.156376,0.737129,0.200172,0.018219,0.901466,0.003669,0.024175,0.978843,0.084195,0.928747,TUMORLU
0.442813,0.203848,0.976254,0.882885,0.837020,0.798828,0.916054,0.094224,0.965363,0.203165,TUMORLU
0.103484,0.520002,0.409301,0.082087,0.925866,0.020798,0.017352,0.982874,0.060951,0.876666,TUMORLU
0.591692,0.285493,0.962867,0.831823,0.843015,0.718100,0.883426,0.125523,0.949691,0.244074,TUMORLU
0.149794,0.715034,0.219358,0.023728,0.869434,0.005000,0.036083,0.959105,0.094491,0.937864,TUMORLU
0.330242,0.157865,0.979949,0.927612,0.803263,0.873025,0.934686,0.076469,0.972889,0.184145,TUMORLU
0.104478,0.581767,0.322334,0.044898,0.880973,0.010050,0.022029,0.982086,0.062970,0.899229,TUMORLU
0.457888,0.219034,0.972585,0.843697,0.871991,0.736493,0.908276,0.099257,0.960908,0.212486,TUMORLU
0.137258,0.686730,0.227113,0.028522,0.827729,0.006028,0.011934,0.996955,0.028196,0.888193,TUMORLU
0.693121,0.328065,0.959265,0.788452,0.851770,0.652860,0.867664,0.138222,0.943204,0.253385,TUMORLU
0.167728,0.644040,0.328034,0.081293,0.872244,0.020550,0.022620,0.972867,0.134949,0.906487,TUMORLU
0.492321,0.234639,0.970787,0.838739,0.865845,0.728784,0.899742,0.108426,0.958190,0.220373,TUMORLU
0.109403,0.560868,0.359466,0.062610,0.913701,0.014901,0.033445,0.964959,0.126992,0.934908,TUMORLU
0.571995,0.280351,0.962971,0.781076,0.882154,0.642067,0.877611,0.130735,0.948574,0.244852,TUMORLU
0.123244,0.585278,0.343862,0.060971,0.903310,0.014431,0.030062,0.970598,0.114377,0.933606,TUMORLU
0.593839,0.277294,0.965288,0.807645,0.862441,0.681353,0.884548,0.123879,0.950618,0.240747,TUMORLU
0.214504,0.753018,0.254616,0.080825,0.896338,0.020394,0.025428,0.974126,0.122713,0.922144,TUMORLU
0.271433,0.127200,0.984711,0.957130,0.724600,0.923773,0.951451,0.059458,0.979493,0.164455,TUMORLU
0.206442,0.782455,0.207697,0.036029,0.900565,0.007791,0.039503,0.959630,0.113946,0.955439,TUMORLU
0.348445,0.163658,0.979789,0.931435,0.780364,0.879519,0.933793,0.077579,0.972536,0.185819,TUMORLU
0.132882,0.649361,0.283020,0.029536,0.914380,0.006258,0.037233,0.963387,0.105296,0.938321,TUMORLU
0.358290,0.171513,0.978342,0.929150,0.780186,0.875636,0.932266,0.079072,0.971576,0.189453,TUMORLU
0.073200,0.479028,0.410661,0.082585,0.858809,0.020990,0.009554,0.990981,0.056966,0.871047,TUMORLU
0.651451,0.307073,0.962171,0.845284,0.812067,0.738969,0.876588,0.134258,0.950840,0.245806,TUMORLU
0.075988,0.497335,0.388937,0.084586,0.838077,0.021658,0.004577,0.998120,0.047683,0.854773,TUMORLU
0.569369,0.262987,0.968962,0.859875,0.822117,0.761925,0.901591,0.110009,0.960594,0.223708,TUMORLU
0.105053,0.601542,0.291912,0.030905,0.957238,0.006540,0.027849,0.967940,0.078531,0.891595,TUMORLU
0.674200,0.313818,0.960861,0.793429,0.853137,0.660189,0.876500,0.132293,0.946699,0.250697,TUMORLU
0.131659,0.682981,0.228413,0.013980,0.923190,0.002766,0.020221,0.985944,0.055914,0.903893,TUMORLU
0.729419,0.353674,0.953845,0.811847,0.823867,0.687672,0.857610,0.149097,0.938983,0.266520,TUMORLU
0.163353,0.724821,0.223562,0.025096,0.861460,0.005221,0.047115,0.952401,0.129317,0.959395,TUMORLU
0.216637,0.100373,0.987603,0.965939,0.723260,0.939193,0.960085,0.049805,0.982688,0.151222,TUMORLU
0.184395,0.753643,0.223248,0.034385,0.852104,0.007400,0.030053,0.972548,0.113312,0.941189,TUMORLU
