@RELATION GLCM_PHOG

@ATTRIBUTE glcm_contrast NUMERIC
@ATTRIBUTE glcm_dissimilarity NUMERIC
@ATTRIBUTE glcm_homogeneity NUMERIC
@ATTRIBUTE glcm_energy NUMERIC
@ATTRIBUTE glcm_correlation NUMERIC
@ATTRIBUTE glcm_ASM NUMERIC
@ATTRIBUTE phog_L0_mean NUMERIC
@ATTRIBUTE phog_L1_mean NUMERIC
@ATTRIBUTE phog_L1_std NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.254146,0.904836,0.131096,0.021753,0.709850,0.004527,0.929015,0.922961,0.088695,TUMORLU
0.220642,0.103574,0.986424,0.963271,0.737578,0.934510,0.124932,0.115985,0.460807,TUMORLU
0.213567,0.849540,0.145422,0.037375,0.639584,0.008216,0.960465,0.949809,0.105706,TUMORLU
0.361272,0.184626,0.974161,0.925558,0.784977,0.869547,0.233558,0.162879,0.340226,TUMORLU
0.252227,0.906139,0.119543,0.022650,0.721792,0.004718,0.926053,0.918676,0.103816,TUMORLU
0.225614,0.109351,0.985269,0.964867,0.717383,0.937311,0.155896,0.082245,0.172030,TUMORLU
0.191244,0.810912,0.165396,0.035418,0.728434,0.007720,0.943553,0.939340,0.033683,TUMORLU
0.448916,0.216079,0.971451,0.902353,0.798833,0.830727,0.223619,0.194546,0.745238,TUMORLU
0.128207,0.581705,0.355237,0.087377,0.854279,0.022716,0.890417,0.897874,0.071135,TUMORLU
0.553083,0.282104,0.959756,0.821411,0.860784,0.702160,0.314630,0.288904,0.778788,TUMORLU
0.186839,0.749658,0.213367,0.038986,0.773843,0.008690,0.921758,0.906091,0.048496,TUMORLU
0.676176,0.345229,0.952251,0.741186,0.878848,0.585244,0.385853,0.360462,0.406394,TUMORLU
0.070683,0.452803,0.435056,0.107763,0.909550,0.029627,0.970973,0.974126,0.082787,TUMORLU
0.762069,0.369903,0.952924,0.786386,0.836865,0.649829,0.390821,0.337657,0.593514,TUMORLU
0.127540,0.634115,0.288088,0.048147,0.921643,0.010902,0.949895,0.942894,0.081949,TUMORLU
0.361357,0.168917,0.979829,0.909616,0.828604,0.842781,0.192485,0.155667,0.495370,TUMORLU
0.082383,0.483649,0.429295,0.123684,0.935517,0.035540,0.949686,0.940119,0.048743,TUMORLU
0.368959,0.182109,0.975752,0.911346,0.818017,0.845665,0.181155,0.173073,0.953779,TUMORLU
0.123585,0.621185,0.304240,0.044189,0.935524,0.009831,0.940944,0.942921,0.073880,TUMORLU
0.565597,0.276569,0.963670,0.806824,0.869015,0.680121,0.329866,0.294537,0.355465,TUMORLU
0.100566,0.557318,0.350902,0.056440,0.898164,0.013158,0.959509,0.958116,0.066617,TUMORLU
0.598780,0.286530,0.964344,0.796974,0.867976,0.665436,0.325645,0.283339,0.149728,TUMORLU
0.150521,0.599856,0.388654,0.165318,0.896581,0.053102,0.895204,0.896626,0.190460,TUMORLU
0.666908,0.327612,0.956723,0.791951,0.854595,0.658010,0.267459,0.278348,0.886314,TUMORLU
0.117919,0.566399,0.364030,0.058611,0.926369,0.013731,0.963593,0.958846,0.098778,TUMORLU
0.572582,0.269996,0.966338,0.832822,0.848224,0.719637,0.383525,0.315964,0.478915,TUMORLU
0.106236,0.550824,0.366996,0.061241,0.951120,0.014464,0.944569,0.946615,0.069073,TUMORLU
0.906420,0.429502,0.944830,0.698678,0.857619,0.527533,0.454598,0.446729,0.055549,TUMORLU
0.112496,0.585928,0.331787,0.038795,0.948136,0.008445,0.962615,0.962545,0.072293,TUMORLU
0.663841,0.326166,0.956769,0.778908,0.863208,0.638911,0.427044,0.368675,0.421326,TUMORLU
0.100832,0.531029,0.393050,0.068756,0.955896,0.016655,0.938083,0.953479,0.080043,TUMORLU
0.923105,0.436648,0.945665,0.708831,0.850766,0.541050,0.484783,0.460325,0.154048,TUMORLU
0.154755,0.688713,0.255613,0.023430,0.886751,0.004807,0.954173,0.948247,0.062295,TUMORLU
0.278186,0.130425,0.984216,0.942346,0.794010,0.898179,0.134049,0.124643,0.438452,TUMORLU
0.148277,0.664233,0.289830,0.038283,0.908343,0.008331,0.934821,0.924224,0.074032,TUMORLU
0.216249,0.102778,0.986753,0.965793,0.722625,0.938937,0.130245,0.143656,0.791665,TUMORLU
0.151139,0.679898,0.273738,0.030615,0.900994,0.006478,0.957011,0.939816,0.025308,TUMORLU
0.230762,0.107796,0.986357,0.959457,0.752442,0.927834,0.121639,0.135463,0.746517,TUMORLU
0.093818,0.504378,0.414773,0.107883,0.947116,0.029623,0.956061,0.962407,0.073615,TUMORLU
0.612452,0.292380,0.962325,0.813876,0.852949,0.690732,0.339435,0.322933,0.750634,TUMORLU
0.083056,0.458772,0.463029,0.119736,0.942360,0.034014,0.928450,0.936645,0.104205,TUMORLU
0.774529,0.360910,0.955785,0.741910,0.862017,0.586248,0.402239,0.380312,0.128966,TUMORLU
0.056493,0.395108,0.503104,0.195181,0.963128,0.067441,0.948775,0.955092,0.084723,TUMORLU
1.000000,0.456516,0.946960,0.675374,0.853626,0.497140,0.442129,0.384486,0.422534,TUMORLU
0.118163,0.574827,0.362904,0.069620,0.926947,0.016919,0.932300,0.936055,0.085673,TUMORLU
0.655611,0.313804,0.959720,0.827426,0.829554,0.711346,0.364154,0.301216,0.215624,TUMORLU
0.104892,0.566682,0.345281,0.043758,0.923235,0.009716,0.935445,0.944241,0.111347,TUMORLU
0.841292,0.405530,0.946771,0.770146,0.830504,0.626240,0.449566,0.441011,0.192294,TUMORLU
0.152352,0.717524,0.217326,0.022753,0.868866,0.004776,0.885964,0.893000,0.173912,TUMORLU
0.263337,0.131614,0.982274,0.953814,0.747912,0.918003,0.167277,0.121040,0.414142,TUMORLU
0.110693,0.586251,0.325576,0.049568,0.920334,0.011253,0.963120,0.946642,0.109806,TUMORLU
0.532036,0.256009,0.967529,0.813785,0.872955,0.690593,0.246998,0.210893,0.746780,TUMORLU
0.080070,0.387807,0.556138,0.251685,0.902771,0.098561,0.918522,0.931170,0.048597,TUMORLU
0.423531,0.200921,0.975218,0.887858,0.836223,0.806917,0.229680,0.205098,0.661344,TUMORLU
0.062107,0.345537,0.580550,0.267747,0.929621,0.108343,0.936587,0.934226,0.019018,TUMORLU
0.601130,0.283845,0.964675,0.779733,0.877271,0.640112,0.286670,0.257943,0.620672,TUMORLU
0.211741,0.867103,0.106448,0.001592,0.840674,0.000272,0.954412,0.951052,0.103150,TUMORLU
0.242283,0.110871,0.987274,0.959009,0.747232,0.927052,0.143808,0.075143,0.169099,TUMORLU
0.109365,0.582502,0.336285,0.086371,0.938801,0.022237,0.964844,0.959025,0.064220,TUMORLU
0.453559,0.222611,0.969389,0.859363,0.858120,0.761113,0.263790,0.204797,0.394923,TUMORLU
0.098331,0.544193,0.360041,0.084690,0.944584,0.021697,0.948571,0.941839,0.056209,TUMORLU
0.479733,0.227852,0.971033,0.874636,0.832333,0.785499,0.285275,0.239011,0.498146,TUMORLU
0.118349,0.585570,0.340505,0.082702,0.937451,0.021043,0.967173,0.967431,0.070697,TUMORLU
0.409986,0.205910,0.971484,0.894641,0.829171,0.818015,0.212678,0.172268,0.795942,TUMORLU
0.113921,0.598464,0.318130,0.073401,0.933134,0.018126,0.966668,0.961517,0.087130,TUMORLU
0.483928,0.226434,0.971575,0.866378,0.841828,0.772266,0.299649,0.242855,0.579715,TUMORLU
0.068551,0.399638,0.523796,0.203866,0.946413,0.071905,0.918851,0.928624,0.120635,TUMORLU
0.851851,0.404002,0.948890,0.730814,0.852471,0.570891,0.326295,0.281310,0.895987,TUMORLU
0.102615,0.571023,0.332696,0.036389,0.938624,0.007872,0.930263,0.939008,0.029555,TUMORLU
0.215301,0.100119,0.988335,0.963641,0.747222,0.935158,0.132073,0.142538,0.785503,TUMORLU
0.128829,0.676194,0.231796,0.023371,0.918686,0.004787,0.982732,0.971169,0.023107,TUMORLU
0.609971,0.280475,0.966609,0.815330,0.853312,0.692929,0.291282,0.231889,0.542286,TUMORLU
0.125055,0.660070,0.242657,0.018636,0.890514,0.003757,0.978130,0.976022,0.035888,TUMORLU
0.359722,0.164540,0.980430,0.934571,0.762141,0.884861,0.206310,0.186114,0.602595,TUMORLU
0.108845,0.578063,0.337757,0.053729,0.898661,0.012401,0.934244,0.930536,0.129494,TUMORLU
0.688827,0.320696,0.961181,0.790843,0.851601,0.656376,0.343015,0.329942,0.791805,TUMORLU
0.097418,0.515170,0.402853,0.079588,0.941525,0.020017,0.891014,0.906637,0.241620,TUMORLU
0.276622,0.127779,0.984489,0.945495,0.782105,0.903602,0.148815,0.148647,0.603651,TUMORLU
0.102817,0.539478,0.382946,0.096144,0.917209,0.025476,0.977936,0.969230,0.038255,TUMORLU
0.371901,0.176442,0.978036,0.928658,0.772885,0.874799,0.194141,0.159122,0.599416,TUMORLU
0.074656,0.430111,0.487531,0.128470,0.948053,0.037460,0.964941,0.974558,0.058745,TUMORLU
0.458316,0.219657,0.971613,0.905994,0.784898,0.836758,0.243054,0.189871,0.562317,TUMORLU
0.102519,0.582271,0.319752,0.061382,0.924962,0.014537,0.973404,0.967251,0.063390,TUMORLU
0.446525,0.213785,0.972577,0.899452,0.805716,0.825933,0.216313,0.184745,0.913078,TUMORLU
0.143715,0.708585,0.223802,0.043730,0.864911,0.009739,0.966280,0.968738,0.111558,TUMORLU
0.749011,0.352909,0.957076,0.783316,0.843110,0.645339,0.267489,0.252192,0.820299,TUMORLU
0.205257,0.796230,0.201793,0.036403,0.809494,0.007902,0.937060,0.932541,0.077842,TUMORLU
0.050412,0.024507,0.996530,0.996884,0.000000,0.994359,0.053193,0.058461,0.322167,TUMORLU
0.394978,0.186444,0.977110,0.932268,0.744776,0.880938,0.212940,0.228951,0.728850,TUMORLU
0.097432,0.573311,0.316276,0.031626,0.918529,0.006726,0.957350,0.951213,0.040206,TUMORLU
0.362081,0.168825,0.979445,0.928257,0.781522,0.874119,0.214979,0.189662,0.785078,TUMORLU
0.157544,0.750551,0.183048,0.021936,0.823607,0.004576,0.921317,0.917713,0.151947,TUMORLU
0.307613,0.141052,0.982612,0.942997,0.766070,0.899298,0.132329,0.146777,0.808867,TUMORLU
0.079703,0.499798,0.393924,0.114237,0.823846,0.032044,0.969469,0.970774,0.088843,TUMORLU
0.609547,0.288437,0.964227,0.800454,0.863193,0.670606,0.246884,0.190766,0.658243,TUMORLU
0.076247,0.484933,0.402638,0.103706,0.814870,0.028221,0.971869,0.970322,0.096204,TUMORLU
0.479451,0.224016,0.973542,0.862556,0.848316,0.766180,0.213930,0.180339,0.727942,TUMORLU
0.095584,0.545189,0.363674,0.079909,0.834930,0.020161,0.929022,0.927763,0.113059,TUMORLU
0.623776,0.290010,0.965024,0.791359,0.865999,0.657135,0.318588,0.270432,0.618399,TUMORLU
0.057771,0.413317,0.478371,0.154510,0.908943,0.048319,0.959069,0.971793,0.060237,TUMORLU
0.745363,0.343349,0.959677,0.763731,0.856589,0.617040,0.399087,0.356742,0.183295,TUMORLU
0.091230,0.521876,0.390269,0.114129,0.880161,0.031966,0.943463,0.941286,0.190967,TUMORLU
0.607201,0.287303,0.964894,0.823658,0.846809,0.705583,0.336145,0.281009,0.229137,TUMORLU
0.147642,0.704090,0.233797,0.038617,0.836289,0.008497,0.914162,0.907383,0.255134,TUMORLU
0.221470,0.109012,0.985613,0.961312,0.751042,0.931077,0.169986,0.132300,0.729086,TUMORLU
0.082041,0.528607,0.347622,0.064216,0.933740,0.015384,0.998662,0.995437,0.053286,TUMORLU
0.563028,0.270824,0.965321,0.846706,0.837234,0.741191,0.339485,0.276897,0.408232,TUMORLU
0.075990,0.502527,0.374445,0.057592,0.965733,0.013426,0.954840,0.951923,0.059392,TUMORLU
0.592520,0.266715,0.970141,0.827333,0.849297,0.711202,0.338127,0.296086,0.283760,TUMORLU
0.106763,0.484593,0.462217,0.206996,0.884979,0.073535,0.943221,0.935443,0.141489,TUMORLU
0.445431,0.207507,0.974134,0.918225,0.761842,0.857184,0.226400,0.187700,0.882875,TUMORLU
0.164431,0.644415,0.301498,0.059109,0.737378,0.013907,0.967341,0.956288,0.041091,TUMORLU
0.281057,0.130709,0.984493,0.955272,0.727616,0.920538,0.169514,0.114869,0.390690,TUMORLU
0.187909,0.692861,0.262762,0.047560,0.662653,0.010884,0.940704,0.930677,0.050523,TUMORLU
0.337993,0.160138,0.980127,0.934266,0.777484,0.884341,0.194873,0.137078,0.485337,TUMORLU
0.121637,0.583007,0.355147,0.071186,0.822050,0.017427,0.964651,0.951097,0.110849,TUMORLU
0.368957,0.164837,0.982134,0.948488,0.689817,0.908771,0.194036,0.113329,0.354060,TUMORLU
0.136436,0.659108,0.276902,0.093837,0.875355,0.024748,0.970739,0.958018,0.130908,TUMORLU
0.656820,0.308110,0.961443,0.735083,0.886432,0.576775,0.353861,0.332543,0.269805,TUMORLU
0.104643,0.494186,0.453870,0.186985,0.879378,0.063370,0.942446,0.949662,0.084957,TUMORLU
0.432521,0.204383,0.974575,0.924272,0.749301,0.867372,0.270657,0.232903,0.741097,TUMORLU
0.102766,0.446286,0.516114,0.238100,0.866340,0.090593,0.922552,0.917028,0.206156,TUMORLU
0.340091,0.160292,0.980355,0.937701,0.763412,0.890212,0.216669,0.175251,0.559734,TUMORLU
0.071631,0.473294,0.411605,0.102852,0.946139,0.027944,0.923826,0.923641,0.112523,TUMORLU
0.801504,0.386640,0.949092,0.757270,0.846748,0.607846,0.444076,0.408638,0.436921,TUMORLU
0.066234,0.425060,0.475202,0.121781,0.955013,0.034855,0.931231,0.931494,0.122056,TUMORLU
0.866634,0.401274,0.952387,0.676076,0.873505,0.498043,0.430058,0.439476,0.286204,TUMORLU
0.214885,0.824095,0.184758,0.019043,0.814454,0.003900,0.924490,0.912908,0.135146,TUMORLU
0.290443,0.130575,0.985102,0.955281,0.722254,0.920554,0.148469,0.159121,0.876888,TUMORLU
0.214232,0.838129,0.164411,0.018424,0.791437,0.003802,0.918132,0.913724,0.148858,TUMORLU
0.267100,0.129824,0.983249,0.948218,0.775392,0.908302,0.143016,0.150610,0.829990,TUMORLU
0.046610,0.367694,0.518135,0.129469,0.954789,0.037838,0.965199,0.978868,0.089181,TUMORLU
0.517834,0.264418,0.963704,0.778631,0.894116,0.638507,0.217531,0.179795,0.594636,TUMORLU
0.059229,0.367383,0.543719,0.262110,0.866188,0.104892,0.932781,0.912496,0.106013,TUMORLU
0.673922,0.305736,0.963968,0.822506,0.831298,0.703826,0.304724,0.278904,0.649552,TUMORLU
0.150585,0.712739,0.220581,0.034421,0.881932,0.007381,0.972344,0.970201,0.037783,TUMORLU
0.408488,0.189502,0.977035,0.875838,0.858490,0.787434,0.196978,0.181748,0.578533,TUMORLU
0.161896,0.717141,0.222871,0.037285,0.870984,0.008079,0.975775,0.978745,0.054393,TUMORLU
0.442901,0.200379,0.976982,0.870751,0.852664,0.779261,0.211560,0.190441,0.606321,TUMORLU
0.108726,0.553825,0.377053,0.092233,0.944662,0.024153,0.981107,0.985773,0.031217,TUMORLU
0.550961,0.258914,0.968124,0.826500,0.859674,0.709927,0.294080,0.249754,0.678921,TUMORLU
0.204233,0.843105,0.143529,0.007832,0.848460,0.001546,0.937084,0.930591,0.130940,TUMORLU
0.497919,0.235694,0.970457,0.886889,0.806068,0.805340,0.208762,0.241109,0.835088,TUMORLU
0.231153,0.843027,0.166322,0.016073,0.847525,0.003193,0.957986,0.949259,0.039756,TUMORLU
0.380814,0.171720,0.980022,0.899677,0.838020,0.826302,0.196744,0.169655,0.544179,TUMORLU
0.081552,0.432023,0.507222,0.276690,0.959534,0.113951,0.866105,0.867577,0.334960,TUMORLU
0.481056,0.235781,0.968079,0.866042,0.840973,0.771731,0.322865,0.272766,0.718130,TUMORLU
0.123168,0.599802,0.319960,0.081597,0.737531,0.020866,0.945961,0.939144,0.055945,TUMORLU
0.335209,0.149357,0.983278,0.938943,0.764101,0.892339,0.180700,0.122679,0.186405,TUMORLU
0.110764,0.572196,0.345542,0.073086,0.806775,0.018137,0.924576,0.909440,0.121133,TUMORLU
0.440063,0.206717,0.973810,0.886904,0.830486,0.805362,0.236194,0.167582,0.361321,TUMORLU
0.179625,0.579969,0.378195,0.087023,0.552217,0.022506,0.951888,0.950848,0.117620,TUMORLU
0.576269,0.277726,0.963581,0.795626,0.873298,0.663438,0.330088,0.289375,0.169404,TUMORLU
0.153050,0.568807,0.369653,0.079949,0.637989,0.020210,0.953194,0.953126,0.094397,TUMORLU
0.666217,0.307788,0.963343,0.766205,0.871304,0.620579,0.390043,0.363905,0.323904,TUMORLU
0.108313,0.524531,0.423172,0.235898,0.925361,0.089322,0.879291,0.872754,0.354865,TUMORLU
0.405094,0.188623,0.977270,0.878929,0.856127,0.792423,0.167877,0.148951,0.820844,TUMORLU
0.127127,0.634989,0.288623,0.051089,0.921111,0.011689,0.950696,0.947875,0.066294,TUMORLU
0.378243,0.164458,0.982639,0.914671,0.812119,0.851224,0.193793,0.158575,0.504698,TUMORLU
0.121919,0.581058,0.370000,0.166644,0.926784,0.053704,0.942804,0.941610,0.124737,TUMORLU
0.835021,0.391294,0.952365,0.763837,0.837683,0.617194,0.391194,0.384902,0.773554,TUMORLU
0.156376,0.737129,0.200172,0.018219,0.901466,0.003669,0.920409,0.925238,0.094479,TUMORLU
0.442813,0.203848,0.976254,0.882885,0.837020,0.798828,0.279575,0.200250,0.355888,TUMORLU
0.103484,0.520002,0.409301,0.082087,0.925866,0.020798,0.925380,0.926832,0.123433,TUMORLU
0.591692,0.285493,0.962867,0.831823,0.843015,0.718100,0.333426,0.280927,0.622754,TUMORLU
0.149794,0.715034,0.219358,0.023728,0.869434,0.005000,0.889050,0.891996,0.196289,TUMORLU
0.330242,0.157865,0.979949,0.927612,0.803263,0.873025,0.200309,0.156686,0.517303,TUMORLU
0.104478,0.581767,0.322334,0.044898,0.880973,0.010050,0.943246,0.946682,0.112840,TUMORLU
0.457888,0.219034,0.972585,0.843697,0.871991,0.736493,0.263574,0.219988,0.621977,TUMORLU
0.137258,0.686730,0.227113,0.028522,0.827729,0.006028,0.945599,0.939431,0.090249,TUMORLU
0.693121,0.328065,0.959265,0.788452,0.851770,0.652860,0.378718,0.332099,0.509716,TUMORLU
0.167728,0.644040,0.328034,0.081293,0.872244,0.020550,0.929967,0.918881,0.091852,TUMORLU
0.492321,0.234639,0.970787,0.838739,0.865845,0.728784,0.252274,0.194403,0.664947,TUMORLU
0.109403,0.560868,0.359466,0.062610,0.913701,0.014901,0.945190,0.933718,0.091620,TUMORLU
0.571995,0.280351,0.962971,0.781076,0.882154,0.642067,0.290284,0.233961,0.596180,TUMORLU
0.123244,0.585278,0.343862,0.060971,0.903310,0.014431,0.940592,0.929196,0.109481,TUMORLU
0.593839,0.277294,0.965288,0.807645,0.862441,0.681353,0.281932,0.227483,0.650155,TUMORLU
0.214504,0.753018,0.254616,0.080825,0.896338,0.020394,0.961823,0.946563,0.044740,TUMORLU
0.271433,0.127200,0.984711,0.957130,0.724600,0.923773,0.172075,0.138070,0.760882,TUMORLU
0.206442,0.782455,0.207697,0.036029,0.900565,0.007791,0.939394,0.922510,0.066947,TUMORLU
0.348445,0.163658,0.979789,0.931435,0.780364,0.879519,0.195689,0.159036,0.771985,TUMORLU
0.132882,0.649361,0.283020,0.029536,0.914380,0.006258,0.918824,0.909472,0.253807,TUMORLU
0.358290,0.171513,0.978342,0.929150,0.780186,0.875636,0.216425,0.194221,0.620823,TUMORLU
0.073200,0.479028,0.410661,0.082585,0.858809,0.020990,0.947918,0.949476,0.045672,TUMORLU
0.651451,0.307073,0.962171,0.845284,0.812067,0.738969,0.366810,0.306143,0.288377,TUMORLU
0.075988,0.497335,0.388937,0.084586,0.838077,0.021658,0.929647,0.916326,0.094890,TUMORLU
0.569369,0.262987,0.968962,0.859875,0.822117,0.761925,0.326500,0.275625,0.378067,TUMORLU
0.105053,0.601542,0.291912,0.030905,0.957238,0.006540,0.915772,0.929610,0.130282,TUMORLU
0.674200,0.313818,0.960861,0.793429,0.853137,0.660189,0.384706,0.352089,0.492938,TUMORLU
0.131659,0.682981,0.228413,0.013980,0.923190,0.002766,0.944243,0.950873,0.064506,TUMORLU
0.729419,0.353674,0.953845,0.811847,0.823867,0.687672,0.398988,0.364340,0.344655,TUMORLU
0.163353,0.724821,0.223562,0.025096,0.861460,0.005221,0.965549,0.958907,0.076116,TUMORLU
0.216637,0.100373,0.987603,0.965939,0.723260,0.939193,0.073402,0.099957,0.550845,TUMORLU
0.184395,0.753643,0.223248,0.034385,0.852104,0.007400,0.962829,0.947146,0.085307,TUMORLU
0.441552,0.206185,0.975072,0.915750,0.771058,0.853031,0.251176,0.200181,0.641232,TUMORLU
0.186945,0.774975,0.201360,0.024239,0.844265,0.005050,0.957383,0.948306,0.058965,TUMORLU
0.505762,0.247193,0.967002,0.863795,0.836040,0.768151,0.328323,0.270676,0.558958,TUMORLU
0.169414,0.729596,0.230039,0.046974,0.827846,0.010597,0.964551,0.954097,0.091893,TUMORLU
0.579104,0.268695,0.967498,0.829436,0.850250,0.714429,0.301746,0.259367,0.304876,TUMORLU
0.195691,0.810822,0.168057,0.034935,0.715760,0.007608,0.942365,0.939627,0.066579,TUMORLU
0.426545,0.202175,0.974678,0.910170,0.793026,0.843705,0.224391,0.192476,0.752853,TUMORLU
0.258040,0.908909,0.115937,0.021716,0.716665,0.004516,0.920155,0.911459,0.090523,TUMORLU
0.236818,0.113351,0.985877,0.958582,0.752814,0.926307,0.161712,0.099038,0.191262,TUMORLU
0.195823,0.760393,0.210115,0.039034,0.763625,0.008711,0.919163,0.903611,0.074988,TUMORLU
0.593829,0.301234,0.957682,0.780074,0.876999,0.640609,0.378440,0.341698,0.533859,TUMORLU
0.237572,0.877013,0.140856,0.022991,0.722500,0.004803,0.932220,0.924934,0.079985,TUMORLU
0.175779,0.082596,0.989911,0.975388,0.686496,0.955872,0.087650,0.083712,0.284674,TUMORLU
0.210644,0.822607,0.173075,0.042873,0.678201,0.009519,0.969002,0.956336,0.122247,TUMORLU
0.367907,0.167001,0.980157,0.936126,0.750118,0.887518,0.219582,0.147933,0.141989,TUMORLU
0.152547,0.636661,0.316556,0.069127,0.828254,0.016939,0.916854,0.918454,0.067769,TUMORLU
0.621591,0.298710,0.961329,0.801532,0.859180,0.672213,0.330775,0.304781,0.722424,TUMORLU
0.079128,0.485368,0.416646,0.086252,0.950048,0.022150,0.950547,0.954953,0.055002,TUMORLU
0.473814,0.234668,0.969158,0.904471,0.780296,0.834232,0.269283,0.233953,0.760331,TUMORLU
0.083294,0.482816,0.432401,0.121126,0.934356,0.034562,0.957077,0.950097,0.057064,TUMORLU
0.301722,0.141429,0.982509,0.936872,0.795368,0.888794,0.097300,0.111625,0.615147,TUMORLU
0.087244,0.510684,0.383115,0.047745,0.951522,0.010755,0.948936,0.951729,0.094905,TUMORLU
0.424373,0.206654,0.972105,0.901523,0.810624,0.829352,0.194727,0.181460,1.000000,TUMORLU
0.139225,0.632393,0.312567,0.064018,0.919178,0.015300,0.956537,0.952612,0.057888,TUMORLU
0.439838,0.198718,0.976903,0.871703,0.852375,0.780788,0.249636,0.202650,0.520592,TUMORLU
0.153260,0.653076,0.300199,0.062901,0.909862,0.014984,0.964437,0.959529,0.048583,TUMORLU
0.435543,0.206537,0.973975,0.876994,0.845497,0.789297,0.257050,0.203138,0.617333,TUMORLU
0.142835,0.654373,0.294706,0.051891,0.917135,0.011903,0.924328,0.914980,0.051200,TUMORLU
0.520721,0.245013,0.969258,0.818897,0.873084,0.698335,0.283805,0.238049,0.511471,TUMORLU
0.183734,0.766927,0.214763,0.034696,0.890768,0.007484,0.946431,0.943189,0.110050,TUMORLU
0.135078,0.063809,0.991944,0.983526,0.634108,0.970355,0.109643,0.131822,0.726449,TUMORLU
0.172977,0.699627,0.269509,0.049154,0.893401,0.011166,0.935608,0.930017,0.061778,TUMORLU
0.525393,0.255043,0.966402,0.795994,0.884703,0.663982,0.315400,0.275617,0.413881,TUMORLU
0.138968,0.582356,0.363449,0.091131,0.841048,0.023975,0.903567,0.911121,0.036578,TUMORLU
0.613976,0.302396,0.959073,0.795291,0.864391,0.662946,0.312392,0.284707,0.713621,TUMORLU
0.132525,0.531240,0.428299,0.203158,0.938111,0.071504,0.823582,0.826611,0.273584,TUMORLU
0.495919,0.235724,0.970011,0.821876,0.877205,0.702864,0.301938,0.262499,0.425635,TUMORLU
0.188137,0.772921,0.204324,0.022103,0.831209,0.004575,0.931696,0.937648,0.067181,TUMORLU
0.255755,0.124612,0.983299,0.940513,0.814415,0.895031,0.156451,0.117160,0.476266,TUMORLU
0.182910,0.721574,0.266964,0.039425,0.865064,0.008657,0.897973,0.914060,0.109976,TUMORLU
0.343125,0.159951,0.980703,0.919257,0.817712,0.858919,0.216029,0.179094,0.595560,TUMORLU
