@RELATION WAVELET_BAND_HL

@ATTRIBUTE HL_glcm_contrast NUMERIC
@ATTRIBUTE HL_glcm_dissimilarity NUMERIC
@ATTRIBUTE HL_glcm_homogeneity NUMERIC
@ATTRIBUTE HL_glcm_energy NUMERIC
@ATTRIBUTE HL_glcm_correlation NUMERIC
@ATTRIBUTE HL_glcm_ASM NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.464329,0.607457,0.237815,0.123072,0.224666,0.040166,TUMORLU
0.100175,0.060160,0.961420,0.959819,0.249536,0.930196,TUMORLU
0.133368,0.298261,0.507872,0.343995,0.223336,0.170605,TUMORLU
0.075274,0.058217,0.955044,0.952739,0.235455,0.918144,TUMORLU
0.421520,0.597130,0.226211,0.113029,0.241265,0.036001,TUMORLU
0.083355,0.068197,0.944908,0.941547,0.224719,0.899266,TUMORLU
0.409582,0.597757,0.226083,0.120612,0.232944,0.039124,TUMORLU
0.048842,0.025596,0.985251,0.984660,0.215545,0.973055,TUMORLU
0.241170,0.422502,0.372740,0.224423,0.213542,0.090715,TUMORLU
0.102803,0.072376,0.946046,0.943514,0.216557,0.902569,TUMORLU
0.044690,0.121148,0.769926,0.650376,0.149711,0.475641,TUMORLU
0.074682,0.069900,0.934851,0.930256,0.242359,0.880414,TUMORLU
0.101567,0.213748,0.629985,0.452635,0.218345,0.262311,TUMORLU
0.110975,0.073823,0.949505,0.948683,0.195950,0.911286,TUMORLU
0.425665,0.616156,0.202339,0.101818,0.196837,0.031565,TUMORLU
0.061254,0.040853,0.972299,0.971965,0.228703,0.951029,TUMORLU
0.145412,0.330162,0.441782,0.260316,0.143951,0.112357,TUMORLU
0.062250,0.046199,0.963927,0.962520,0.182894,0.934801,TUMORLU
