@RELATION WAVELET_ALL_BANDS_COMBINED

@ATTRIBUTE LL_glcm_contrast NUMERIC
@ATTRIBUTE LL_glcm_dissimilarity NUMERIC
@ATTRIBUTE LL_glcm_homogeneity NUMERIC
@ATTRIBUTE LL_glcm_energy NUMERIC
@ATTRIBUTE LL_glcm_correlation NUMERIC
@ATTRIBUTE LL_glcm_ASM NUMERIC
@ATTRIBUTE LH_glcm_contrast NUMERIC
@ATTRIBUTE LH_glcm_dissimilarity NUMERIC
@ATTRIBUTE LH_glcm_homogeneity NUMERIC
@ATTRIBUTE LH_glcm_energy NUMERIC
@ATTRIBUTE LH_glcm_correlation NUMERIC
@ATTRIBUTE LH_glcm_ASM NUMERIC
@ATTRIBUTE HL_glcm_contrast NUMERIC
@ATTRIBUTE HL_glcm_dissimilarity NUMERIC
@ATTRIBUTE HL_glcm_homogeneity NUMERIC
@ATTRIBUTE HL_glcm_energy NUMERIC
@ATTRIBUTE HL_glcm_correlation NUMERIC
@ATTRIBUTE HL_glcm_ASM NUMERIC
@ATTRIBUTE HH_glcm_contrast NUMERIC
@ATTRIBUTE HH_glcm_dissimilarity NUMERIC
@ATTRIBUTE HH_glcm_homogeneity NUMERIC
@ATTRIBUTE HH_glcm_energy NUMERIC
@ATTRIBUTE HH_glcm_correlation NUMERIC
@ATTRIBUTE HH_glcm_ASM NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.450808,0.594754,0.265211,0.038201,0.837606,0.005924,0.448794,0.620578,0.231117,0.131934,0.364082,0.050014,0.173365,0.343692,0.445854,0.251361,0.324839,0.106909,0.180438,0.358226,0.423447,0.266232,0.073380,0.128000,BASLANGIC
0.281593,0.101498,0.956365,0.926519,0.808289,0.866777,0.077958,0.048619,0.970987,0.972661,0.297913,0.953656,0.056815,0.036279,0.975980,0.976219,0.213927,0.958382,0.105826,0.043128,0.983472,0.986045,0.006773,0.976310,BASLANGIC
0.669708,0.209499,0.926327,0.728151,0.892970,0.554460,0.110458,0.074674,0.955265,0.957898,0.289650,0.929075,0.094039,0.060785,0.954803,0.951340,0.133830,0.915768,0.200639,0.083002,0.968566,0.973586,0.079913,0.955390,BASLANGIC
0.466654,0.639953,0.221878,0.029512,0.788425,0.004402,0.490605,0.635072,0.247997,0.161086,0.251126,0.064775,0.628474,0.740982,0.148035,0.067914,0.240681,0.019311,0.523925,0.645318,0.204367,0.113025,0.051983,0.042090,BASLANGIC
0.256635,0.096541,0.957420,0.933718,0.796825,0.879412,0.080455,0.049128,0.971296,0.972732,0.329991,0.953777,0.054664,0.033775,0.976922,0.976085,0.234362,0.958148,0.064297,0.033750,0.982915,0.985690,0.057464,0.975709,BASLANGIC
0.240451,0.409054,0.429281,0.135712,0.924933,0.032809,0.433665,0.559055,0.317705,0.218533,0.336730,0.096770,0.164282,0.357788,0.410058,0.230523,0.254325,0.094231,0.407482,0.562419,0.262124,0.159459,0.059756,0.064657,BASLANGIC
0.311382,0.098053,0.965294,0.936846,0.789817,0.884930,0.056074,0.038950,0.974537,0.975900,0.316575,0.959092,0.083796,0.048241,0.971678,0.971893,0.276215,0.950905,0.075919,0.037826,0.982915,0.985620,0.168773,0.975591,BASLANGIC
0.179601,0.067930,0.971058,0.963476,0.711380,0.932597,0.076032,0.042808,0.979344,0.981044,0.344597,0.967755,0.028904,0.021005,0.983742,0.983379,0.250195,0.970820,0.065091,0.028111,0.988697,0.990225,0.098712,0.983377,BASLANGIC
0.339520,0.542365,0.270321,0.031311,0.860699,0.004685,0.354046,0.559728,0.261472,0.168304,0.268866,0.068393,0.370096,0.582897,0.215858,0.103020,0.243098,0.032024,0.198140,0.403116,0.353461,0.199970,0.046280,0.086772,BASLANGIC
0.177907,0.055185,0.980477,0.974013,0.643886,0.951803,0.038188,0.026088,0.984330,0.984988,0.329366,0.974419,0.045391,0.024010,0.985445,0.985943,0.174713,0.975294,0.047159,0.021152,0.991466,0.992773,0.142769,0.987697,BASLANGIC
0.428040,0.608993,0.232702,0.033298,0.775430,0.005103,0.615779,0.551695,0.340743,0.192870,0.055227,0.081909,0.521673,0.681135,0.162605,0.078048,0.276520,0.022772,0.350407,0.525804,0.270975,0.148574,0.042815,0.059064,BASLANGIC
0.268247,0.100221,0.958465,0.926901,0.825737,0.867446,0.102648,0.058376,0.970461,0.973152,0.346545,0.954481,0.050551,0.034006,0.976762,0.976757,0.243883,0.959314,0.091614,0.039782,0.984392,0.987180,0.055616,0.978226,BASLANGIC
0.393729,0.586844,0.245616,0.031208,0.828270,0.004667,0.298084,0.516358,0.279900,0.136614,0.311388,0.052586,0.169583,0.371569,0.402863,0.205483,0.267634,0.080043,0.390559,0.562278,0.241599,0.115106,0.065234,0.043030,BASLANGIC
0.435015,0.151851,0.937687,0.858061,0.869056,0.751189,0.112310,0.072904,0.957068,0.959283,0.303956,0.931371,0.070398,0.050422,0.964357,0.962182,0.242249,0.934228,0.146761,0.061841,0.976674,0.980028,0.121160,0.966180,BASLANGIC
0.394510,0.606215,0.215825,0.025436,0.819061,0.003670,0.392947,0.583572,0.247229,0.128342,0.262833,0.048489,0.390578,0.596579,0.204785,0.092937,0.290773,0.028185,0.584549,0.703307,0.157031,0.078807,0.073505,0.027439,BASLANGIC
0.119221,0.043596,0.980943,0.979775,0.587223,0.962386,0.034416,0.023675,0.985014,0.986044,0.341758,0.976209,0.034907,0.021793,0.985920,0.986145,0.234899,0.975646,0.055190,0.024414,0.990887,0.992349,0.110029,0.986977,BASLANGIC
0.411846,0.604868,0.234015,0.024431,0.854835,0.003495,0.442926,0.627913,0.208517,0.105649,0.298525,0.038112,0.282739,0.487819,0.296746,0.157893,0.237878,0.055724,0.225247,0.421155,0.338988,0.185033,0.054324,0.078324,BASLANGIC
0.167641,0.058647,0.975375,0.968682,0.680442,0.942061,0.055367,0.033659,0.981002,0.982169,0.312815,0.969652,0.052465,0.030673,0.982066,0.981620,0.254945,0.967757,0.084399,0.032812,0.989212,0.990792,0.108754,0.984336,BASLANGIC
0.313422,0.506192,0.321264,0.074603,0.816241,0.014043,0.440853,0.594835,0.272296,0.151120,0.313981,0.059461,0.397966,0.540550,0.313369,0.194947,0.249494,0.074357,0.448552,0.575737,0.265739,0.147780,0.061549,0.058662,BASLANGIC
0.174730,0.063465,0.972464,0.963617,0.710489,0.932852,0.050894,0.033088,0.980294,0.980904,0.339121,0.967515,0.033734,0.023306,0.983947,0.983446,0.211503,0.970936,0.086211,0.032896,0.989831,0.991715,0.080849,0.985902,BASLANGIC
0.307301,0.516504,0.305940,0.123625,0.909960,0.028541,0.487068,0.605610,0.257587,0.132427,0.262704,0.050365,0.607630,0.732661,0.180419,0.112048,0.304966,0.035619,0.607611,0.701332,0.199927,0.118608,0.064966,0.044650,BASLANGIC
0.198130,0.062226,0.978127,0.968398,0.710822,0.941543,0.027574,0.021609,0.983874,0.984284,0.286680,0.973227,0.039587,0.024968,0.982872,0.982298,0.222600,0.968936,0.067726,0.027905,0.989273,0.990932,0.112220,0.984574,BASLANGIC
0.264127,0.496414,0.281750,0.032520,0.835685,0.004955,0.377968,0.574120,0.237755,0.124275,0.275011,0.046606,0.128820,0.336392,0.416491,0.219442,0.235429,0.087826,0.310665,0.515736,0.249038,0.127243,0.046991,0.048663,BASLANGIC
0.234029,0.085265,0.963962,0.949318,0.745548,0.907098,0.054814,0.037767,0.977594,0.979493,0.302535,0.965139,0.057817,0.034601,0.977759,0.976626,0.250958,0.959086,0.088659,0.036878,0.986504,0.988526,0.091340,0.980500,BASLANGIC
0.423073,0.561553,0.307996,0.064232,0.849451,0.011468,0.366334,0.478747,0.401435,0.293323,0.269750,0.145330,0.173341,0.365774,0.426408,0.251851,0.358699,0.107132,0.666581,0.727768,0.173546,0.083818,0.065611,0.029473,BASLANGIC
0.429208,0.144848,0.942804,0.864952,0.857909,0.762452,0.093205,0.062842,0.961789,0.964295,0.326076,0.939690,0.070773,0.049749,0.963568,0.961576,0.216507,0.933189,0.170059,0.069380,0.975402,0.979464,0.074577,0.965233,BASLANGIC
0.286629,0.414580,0.441077,0.156204,0.854644,0.040576,0.287225,0.347902,0.547863,0.415581,0.204771,0.242071,0.396248,0.542102,0.292845,0.153051,0.328650,0.053472,0.269967,0.426429,0.392103,0.262788,0.049780,0.125704,BASLANGIC
0.523639,0.180050,0.925603,0.820507,0.866813,0.691279,0.129149,0.085480,0.946650,0.950262,0.333523,0.916507,0.056986,0.042995,0.967547,0.966312,0.195735,0.941300,0.135264,0.061784,0.974850,0.979103,0.099725,0.964627,BASLANGIC
0.233012,0.401756,0.423355,0.131668,0.940391,0.031441,0.154886,0.283509,0.575312,0.448544,0.362882,0.272265,0.288472,0.496922,0.282138,0.150165,0.305886,0.052130,0.272951,0.442085,0.371558,0.254482,0.058191,0.120250,BASLANGIC
0.167819,0.061575,0.975053,0.971183,0.666171,0.946624,0.082164,0.042473,0.980221,0.982240,0.355906,0.969774,0.025972,0.016798,0.987949,0.988443,0.198477,0.979665,0.046709,0.021561,0.990904,0.992418,0.064032,0.987095,BASLANGIC
0.351449,0.578741,0.218741,0.035454,0.793924,0.005491,0.629192,0.804485,0.076917,0.039245,0.268270,0.012212,0.079907,0.240420,0.555481,0.374150,0.212730,0.194239,0.685350,0.807610,0.085934,0.046194,0.067847,0.015025,BASLANGIC
0.143382,0.049886,0.978754,0.975195,0.635054,0.953969,0.047165,0.026543,0.986369,0.987242,0.330174,0.978241,0.024252,0.017083,0.987182,0.986553,0.185929,0.976359,0.059684,0.023777,0.991779,0.993341,0.007523,0.988662,BASLANGIC
0.375295,0.566326,0.256291,0.045028,0.776607,0.007387,0.422016,0.593569,0.261129,0.155208,0.294534,0.061862,0.361955,0.535027,0.287141,0.142311,0.248213,0.048516,0.517272,0.634679,0.220389,0.122621,0.060624,0.046495,BASLANGIC
0.254839,0.096332,0.956860,0.938107,0.776482,0.887157,0.100034,0.057109,0.971101,0.974068,0.339515,0.956017,0.056752,0.034035,0.977514,0.978041,0.195062,0.961538,0.081659,0.035312,0.986387,0.988596,0.086028,0.980619,BASLANGIC
0.314365,0.535958,0.264229,0.025846,0.826265,0.003792,0.681293,0.763706,0.151175,0.076677,0.233534,0.026153,0.453053,0.677376,0.122653,0.050075,0.269158,0.013521,0.300810,0.518033,0.243037,0.121423,0.059128,0.045935,BASLANGIC
0.294029,0.102717,0.958610,0.927294,0.802024,0.868133,0.081282,0.052963,0.968694,0.969847,0.334437,0.948946,0.044255,0.033617,0.974256,0.971905,0.211340,0.950923,0.126904,0.050463,0.982163,0.984138,0.107130,0.973092,BASLANGIC
0.421723,0.636556,0.178006,0.026552,0.645867,0.003914,0.465462,0.660419,0.173321,0.095124,0.231202,0.033644,0.297220,0.529641,0.245403,0.135879,0.203538,0.045672,0.221134,0.438577,0.307872,0.166412,0.043477,0.068255,BASLANGIC
0.160532,0.057865,0.977249,0.971315,0.693642,0.946865,0.056081,0.030649,0.984913,0.986819,0.325517,0.977522,0.029831,0.017744,0.987983,0.987769,0.186040,0.978486,0.038273,0.018302,0.991250,0.992490,0.120790,0.987216,BASLANGIC
0.234989,0.458708,0.321237,0.037626,0.848632,0.005926,0.289589,0.471149,0.338947,0.205687,0.255294,0.089297,0.627654,0.788223,0.075776,0.029284,0.263994,0.007448,0.271325,0.470347,0.291830,0.152779,0.055163,0.061192,BASLANGIC
0.146505,0.047842,0.982056,0.977147,0.626400,0.957551,0.048521,0.027982,0.984592,0.985976,0.296950,0.976092,0.051056,0.026002,0.985217,0.985403,0.254436,0.974350,0.066026,0.025611,0.991362,0.992775,0.131506,0.987699,BASLANGIC
0.398697,0.594464,0.238638,0.038470,0.734186,0.006075,0.358675,0.566543,0.257869,0.143568,0.315626,0.055981,0.276378,0.451444,0.367662,0.235120,0.238494,0.096939,0.459055,0.590089,0.262607,0.159809,0.076625,0.064815,BASLANGIC
0.201216,0.069905,0.971978,0.958937,0.746008,0.924385,0.048052,0.033992,0.978100,0.978510,0.339945,0.963480,0.075024,0.039568,0.977089,0.977299,0.240764,0.960251,0.101389,0.039765,0.986686,0.988883,0.094514,0.981104,BASLANGIC
0.518081,0.703938,0.145507,0.026783,0.605382,0.003980,0.737994,0.624276,0.267289,0.136239,0.079349,0.052318,0.505393,0.720683,0.103476,0.046339,0.247270,0.012379,0.597701,0.762882,0.078180,0.021997,0.057091,0.006767,BASLANGIC
0.173269,0.056715,0.979240,0.971514,0.683314,0.947229,0.035588,0.023357,0.985702,0.986539,0.309185,0.977047,0.034697,0.020812,0.986800,0.986955,0.228661,0.977064,0.047285,0.021159,0.991431,0.992631,0.117990,0.987455,BASLANGIC
0.216088,0.435655,0.340055,0.039228,0.866753,0.006214,0.350094,0.537224,0.278045,0.144431,0.252371,0.056307,0.381995,0.589542,0.195155,0.085098,0.254326,0.025282,0.211180,0.410424,0.344589,0.188304,0.051233,0.080143,BASLANGIC
0.157767,0.047399,0.983222,0.979782,0.581747,0.962398,0.045525,0.027612,0.984377,0.985483,0.315134,0.975257,0.054214,0.027466,0.984935,0.986079,0.226586,0.975531,0.062832,0.025132,0.991712,0.993343,0.113371,0.988664,BASLANGIC
0.214600,0.391740,0.436264,0.143333,0.876069,0.035583,0.274834,0.359345,0.533683,0.422987,0.184912,0.248604,0.300160,0.450455,0.382554,0.220363,0.245250,0.088367,0.335122,0.443386,0.415464,0.293201,0.066687,0.146566,BASLANGIC
0.080657,0.025157,0.991085,0.991330,0.279365,0.983788,0.028477,0.015053,0.992482,0.993093,0.240698,0.988190,0.023077,0.011886,0.993403,0.993376,0.208154,0.988319,0.025813,0.010816,0.996072,0.996742,0.189621,0.994445,BASLANGIC
0.372934,0.590668,0.224238,0.042901,0.774322,0.006913,0.628082,0.565705,0.321165,0.175125,0.020541,0.072005,0.444571,0.645399,0.170722,0.083262,0.247573,0.024612,0.237825,0.447970,0.301489,0.149348,0.046387,0.059445,BASLANGIC
0.275641,0.097074,0.960944,0.934223,0.791773,0.880301,0.069408,0.041516,0.977311,0.978155,0.329188,0.962883,0.061493,0.033860,0.981787,0.982230,0.267650,0.968819,0.082798,0.032250,0.988890,0.990367,0.098939,0.983617,BASLANGIC
0.275071,0.483413,0.301707,0.028822,0.865524,0.004291,0.190405,0.381193,0.418054,0.232845,0.173411,0.105459,0.111021,0.299671,0.463305,0.253820,0.235242,0.108316,0.215991,0.402888,0.355552,0.197192,0.038334,0.085178,BASLANGIC
0.235362,0.082169,0.964657,0.947903,0.752981,0.904570,0.043888,0.036073,0.972630,0.972456,0.304092,0.953312,0.051463,0.035283,0.975160,0.975405,0.218389,0.956973,0.114808,0.047500,0.982355,0.984912,0.088901,0.974398,BASLANGIC
0.428037,0.623055,0.227700,0.044298,0.800801,0.007141,0.883894,0.848389,0.143808,0.088809,0.141713,0.031000,0.823263,0.876293,0.076982,0.046280,0.179484,0.012368,0.435162,0.590972,0.235586,0.122435,0.043462,0.046406,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.337297,0.510930,0.345679,0.108736,0.851871,0.023704,0.529848,0.667918,0.223764,0.138032,0.216725,0.053022,0.454329,0.581152,0.287445,0.174594,0.223292,0.063890,0.542422,0.618782,0.271016,0.174614,0.061255,0.072647,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.392554,0.609463,0.211916,0.030437,0.832082,0.004583,0.556795,0.712610,0.148141,0.071219,0.283055,0.024199,0.626552,0.793434,0.081684,0.029620,0.308455,0.007541,0.617110,0.748464,0.114703,0.041026,0.064139,0.013184,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.294406,0.560968,0.199688,0.015568,0.854139,0.002119,0.503891,0.687062,0.140784,0.067140,0.238693,0.022385,0.462168,0.685713,0.115992,0.049653,0.226012,0.013403,0.213630,0.440928,0.288604,0.143022,0.052597,0.056285,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.558541,0.755789,0.116312,0.006335,0.741150,0.000806,0.692849,0.844236,0.071880,0.045710,0.259491,0.014541,0.203069,0.423818,0.335895,0.195406,0.188886,0.074601,0.447719,0.638679,0.173306,0.076863,0.057595,0.026650,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.499787,0.703579,0.158327,0.023869,0.819445,0.003443,0.772197,0.861672,0.085045,0.044493,0.264483,0.014198,0.325933,0.535048,0.249968,0.126889,0.176048,0.041755,0.133026,0.318734,0.441448,0.263455,0.033754,0.126148,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.404632,0.566730,0.313466,0.142066,0.841936,0.035064,0.405140,0.549777,0.330265,0.234211,0.261244,0.106054,0.322446,0.476143,0.348977,0.196717,0.194891,0.075310,0.260863,0.430873,0.370924,0.218362,0.060259,0.097609,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.323605,0.425859,0.500466,0.372764,0.890506,0.167565,0.439307,0.486501,0.457754,0.357755,0.237400,0.193626,0.474703,0.535389,0.402214,0.297243,0.288036,0.136757,0.341509,0.434006,0.464650,0.359640,0.073891,0.196688,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.318838,0.427510,0.502034,0.397324,0.879772,0.187171,0.577940,0.538866,0.436455,0.354692,0.203863,0.191200,0.342053,0.439344,0.474202,0.388519,0.268902,0.205980,0.440314,0.479926,0.452684,0.374141,0.062554,0.208461,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.398505,0.622774,0.202676,0.026230,0.855789,0.003792,0.552733,0.687364,0.165171,0.085036,0.236407,0.029412,0.328155,0.550510,0.238443,0.123313,0.237559,0.040265,0.566432,0.710635,0.135323,0.055080,0.054725,0.018248,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.400830,0.638028,0.165027,0.012425,0.794940,0.001664,0.369656,0.560509,0.244278,0.115087,0.257856,0.042425,0.433931,0.675574,0.122289,0.051813,0.268479,0.014064,0.189942,0.423648,0.301692,0.146370,0.061106,0.057958,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.312398,0.577470,0.187801,0.012985,0.856407,0.001731,0.571746,0.812601,0.035588,0.013923,0.315890,0.004079,0.351779,0.602291,0.163575,0.068478,0.241307,0.019460,0.217698,0.455353,0.276351,0.135297,0.061708,0.052507,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.370153,0.630396,0.164230,0.009127,0.885346,0.001176,0.666346,0.863745,0.027445,0.011638,0.298439,0.003346,0.842658,0.924738,0.025730,0.006513,0.232097,0.001546,0.675355,0.821047,0.053731,0.006231,0.067372,0.001833,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.329971,0.530822,0.302810,0.065855,0.896322,0.011877,0.434549,0.570927,0.306070,0.232186,0.193695,0.104970,0.125601,0.307918,0.463187,0.272791,0.121403,0.120346,0.488741,0.623176,0.215344,0.105725,0.065218,0.038822,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.393264,0.602889,0.226372,0.031308,0.848323,0.004686,0.513094,0.634426,0.239771,0.165449,0.195395,0.066910,0.259160,0.476275,0.304780,0.167628,0.188763,0.060430,0.401793,0.589638,0.214998,0.107186,0.053631,0.039466,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.313159,0.486427,0.354669,0.094209,0.915808,0.019304,0.367941,0.490615,0.398080,0.326851,0.219878,0.169808,0.216114,0.402428,0.393981,0.231665,0.173051,0.094945,0.523522,0.630525,0.231120,0.130148,0.055464,0.050042,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.305892,0.462764,0.416689,0.242743,0.908561,0.081418,0.558192,0.633051,0.314272,0.244101,0.276816,0.112310,0.111767,0.272229,0.526153,0.321034,0.188738,0.153571,0.414318,0.503730,0.378331,0.284614,0.045739,0.140555,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.634279,0.753566,0.167680,0.026357,0.615728,0.003953,0.474616,0.568855,0.315032,0.214192,0.209700,0.094565,0.531353,0.692788,0.160009,0.075321,0.257216,0.021816,0.481347,0.644619,0.180131,0.082614,0.061110,0.028997,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
1.000000,1.000000,0.032702,0.009244,0.324374,0.001267,0.928502,0.944786,0.062807,0.053477,0.197606,0.017658,0.638913,0.798383,0.079508,0.038913,0.201868,0.010175,0.733553,0.810331,0.106669,0.062256,0.063003,0.020970,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.249874,0.426787,0.424963,0.196071,0.912958,0.057720,0.503822,0.610021,0.322165,0.248269,0.273709,0.114914,0.144787,0.318648,0.475600,0.286418,0.202910,0.129371,0.615697,0.667677,0.257043,0.168049,0.062511,0.069116,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.307629,0.529181,0.287470,0.053807,0.879878,0.009127,0.547569,0.665188,0.217607,0.147364,0.199266,0.057773,0.779524,0.835781,0.106067,0.056111,0.213204,0.015429,0.616529,0.721686,0.161769,0.084389,0.057299,0.029730,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.390770,0.634050,0.180406,0.019077,0.836350,0.002666,0.704042,0.824314,0.096253,0.059615,0.254115,0.019783,0.372640,0.582086,0.220894,0.106843,0.254218,0.033526,0.742891,0.825021,0.080996,0.025096,0.058479,0.007783,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.354168,0.569350,0.254040,0.052068,0.877708,0.008833,0.514937,0.665816,0.210249,0.131256,0.273011,0.049953,0.391802,0.595715,0.221400,0.118939,0.244814,0.038431,0.596912,0.719851,0.132350,0.048452,0.056453,0.015820,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.406871,0.636778,0.179928,0.016650,0.807454,0.002268,0.386805,0.598410,0.203398,0.099383,0.271349,0.035425,0.350550,0.576951,0.206746,0.101986,0.247906,0.031642,0.149348,0.330557,0.441191,0.283469,0.055053,0.139763,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.462124,0.664743,0.184770,0.043738,0.675911,0.007089,0.387953,0.582332,0.236113,0.142261,0.250496,0.055143,0.530588,0.688044,0.166450,0.076462,0.258782,0.022201,0.287864,0.478517,0.301425,0.162822,0.060619,0.066364,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.288010,0.506316,0.294541,0.050473,0.814171,0.008543,0.398550,0.578908,0.256646,0.140426,0.274429,0.054441,0.348647,0.545544,0.261419,0.139559,0.229060,0.047323,0.530051,0.662135,0.187011,0.085044,0.074017,0.029986,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
