@RELATION STAT_FFT_FUSION

@ATTRIBUTE stat_skew NUMERIC
@ATTRIBUTE stat_kurtosis NUMERIC
@ATTRIBUTE stat_mean NUMERIC
@ATTRIBUTE stat_std NUMERIC
@ATTRIBUTE fft_mean NUMERIC
@ATTRIBUTE fft_std NUMERIC
@ATTRIBUTE fft_max NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.023252,0.003043,0.548288,0.370122,0.951680,0.923188,0.980582,TUMORLU
0.204150,0.036339,0.065067,0.406528,0.970869,0.786172,0.911713,TUMORLU
0.038568,0.001686,0.326796,0.372096,0.926904,0.935913,0.963862,TUMORLU
0.073545,0.003341,0.327210,0.826183,0.985656,0.797500,0.963903,TUMORLU
0.075409,0.006564,0.173963,0.249889,0.932351,0.905616,0.943489,TUMORLU
0.091351,0.005763,0.249349,0.745671,0.992039,0.757440,0.955122,TUMORLU
0.044723,0.002634,0.442979,0.414175,0.950098,0.941321,0.973691,TUMORLU
0.118647,0.010756,0.169402,0.633599,0.980213,0.774247,0.942631,TUMORLU
0.046865,0.002783,0.431923,0.411379,0.956245,0.902761,0.972874,TUMORLU
0.115274,0.010053,0.177292,0.646590,0.983867,0.748136,0.944102,TUMORLU
0.038423,0.001472,0.462087,0.511637,0.942047,0.927355,0.975055,TUMORLU
0.092751,0.005986,0.244318,0.739215,0.985165,0.794678,0.954463,TUMORLU
0.015099,0.001681,0.621611,0.424793,0.957202,0.920029,0.984638,TUMORLU
0.128651,0.012980,0.148784,0.597490,0.980053,0.804867,0.938438,TUMORLU
0.016834,0.001531,0.579105,0.452567,0.960022,0.901835,0.982349,TUMORLU
0.136679,0.014887,0.134265,0.571642,0.979477,0.783622,0.935120,TUMORLU
0.044605,0.001633,0.365515,0.522915,0.936621,0.915311,0.967480,TUMORLU
0.114479,0.009906,0.179468,0.648599,0.983511,0.773240,0.944496,TUMORLU
0.047341,0.004241,0.414270,0.248402,0.940276,0.917539,0.971526,TUMORLU
0.185368,0.029388,0.077987,0.444312,0.976156,0.770226,0.917566,TUMORLU
0.033392,0.002427,0.432827,0.276302,0.934580,0.936516,0.972941,TUMORLU
0.127704,0.012755,0.150433,0.600813,0.982254,0.774713,0.938794,TUMORLU
0.063070,0.010595,0.324081,0.241358,0.936965,0.923246,0.963592,TUMORLU
0.080196,0.004169,0.295247,0.795872,0.987050,0.780519,0.960581,TUMORLU
0.056102,0.008678,0.330942,0.245906,0.934843,0.929537,0.964269,TUMORLU
0.068751,0.002789,0.352151,0.849504,0.991677,0.750780,0.966276,TUMORLU
0.036459,0.001748,0.362827,0.445930,0.940287,0.929621,0.967241,TUMORLU
0.120792,0.011214,0.164651,0.625722,0.980353,0.765825,0.941712,TUMORLU
0.039146,0.001879,0.488575,0.464881,0.943164,0.930710,0.976856,TUMORLU
0.150982,0.018635,0.113067,0.528985,0.976387,0.793116,0.929567,TUMORLU
0.042484,0.001795,0.374434,0.474485,0.943999,0.936787,0.968259,TUMORLU
0.069182,0.002840,0.349819,0.846768,0.995587,0.760569,0.966062,TUMORLU
0.000000,0.002192,0.676987,0.461710,0.949915,0.914256,0.987395,TUMORLU
0.123844,0.011882,0.158153,0.614711,0.983605,0.757498,0.940411,TUMORLU
0.041174,0.002661,0.422948,0.434500,0.938227,0.974830,0.972195,TUMORLU
0.096035,0.006520,0.232812,0.724153,0.987252,0.781822,0.952905,TUMORLU
0.009373,0.002003,0.699804,0.391357,0.943212,0.945749,0.988466,TUMORLU
0.167882,0.023646,0.093471,0.482931,0.976711,0.768797,0.923417,TUMORLU
0.022835,0.001813,0.555743,0.342746,0.936405,0.939295,0.981018,TUMORLU
0.100537,0.007277,0.218058,0.705462,0.981977,0.780182,0.950789,TUMORLU
0.018892,0.002770,0.650600,0.325713,0.942658,0.931775,0.986110,TUMORLU
0.077813,0.003860,0.306305,0.807035,0.989105,0.794788,0.961769,TUMORLU
0.015100,0.001624,0.476022,0.422436,0.958598,0.868487,0.976015,TUMORLU
0.098384,0.006909,0.225038,0.714647,0.983872,0.776887,0.951807,TUMORLU
0.012159,0.001636,0.498892,0.413503,0.941917,0.936304,0.977531,TUMORLU
0.074361,0.003435,0.322811,0.822626,0.987481,0.776448,0.963465,TUMORLU
0.012181,0.001741,0.504653,0.414655,0.948533,0.885978,0.977902,TUMORLU
0.084734,0.004786,0.275353,0.775254,0.987161,0.781977,0.958327,TUMORLU
0.032284,0.001688,0.489174,0.527309,0.956862,0.918409,0.976896,TUMORLU
0.225991,0.045274,0.053455,0.369983,0.972300,0.771283,0.905361,TUMORLU
0.020866,0.001576,0.580910,0.527140,0.950590,0.949192,0.982449,TUMORLU
0.173569,0.025450,0.087943,0.469473,0.977161,0.775978,0.921448,TUMORLU
0.028443,0.001426,0.572866,0.455870,0.944158,0.917134,0.981999,TUMORLU
0.170747,0.024555,0.090654,0.475904,0.976306,0.786122,0.922429,TUMORLU
0.031206,0.003370,0.324932,0.264326,0.936025,0.870299,0.963677,TUMORLU
0.103083,0.007730,0.210369,0.694495,0.990970,0.767138,0.949629,TUMORLU
0.032890,0.002703,0.298128,0.251097,0.935331,0.896379,0.960895,TUMORLU
0.109819,0.008978,0.191102,0.667249,0.987627,0.775068,0.946526,TUMORLU
0.012925,0.000891,0.662148,0.571531,0.940253,0.930073,0.986679,TUMORLU
0.079442,0.004067,0.298514,0.799574,0.990119,0.774249,0.960937,TUMORLU
0.013874,0.001392,0.619824,0.477192,0.942336,0.927133,0.984545,TUMORLU
0.087999,0.005267,0.262177,0.759236,0.990225,0.798644,0.956743,TUMORLU
0.020835,0.001985,0.509921,0.397927,0.949926,0.931562,0.978238,TUMORLU
0.254967,0.058608,0.042329,0.330720,0.969092,0.775455,0.897821,TUMORLU
0.032354,0.002183,0.446039,0.410247,0.953766,0.939139,0.973913,TUMORLU
0.154534,0.019662,0.108523,0.517717,0.982607,0.767407,0.928242,TUMORLU
0.025821,0.002108,0.487036,0.400550,0.949814,0.935074,0.976754,TUMORLU
0.112741,0.009558,0.183575,0.655004,0.983023,0.790868,0.945227,TUMORLU
0.046358,0.003077,0.373321,0.364011,0.956563,0.894213,0.968163,TUMORLU
0.094030,0.006188,0.239635,0.733573,0.986847,0.781594,0.953838,TUMORLU
0.034082,0.003238,0.513543,0.304799,0.955430,0.888399,0.978467,TUMORLU
0.148332,0.017935,0.116640,0.535165,0.977585,0.779497,0.930573,TUMORLU
0.026630,0.003495,0.629356,0.349656,0.960974,0.881105,0.985038,TUMORLU
0.229563,0.046831,0.051898,0.364718,0.968382,0.763642,0.904406,TUMORLU
0.046186,0.003326,0.381542,0.332008,0.951677,0.927805,0.968866,TUMORLU
0.074776,0.003488,0.320852,0.820120,0.985307,0.792760,0.963269,TUMORLU
0.033366,0.002969,0.504704,0.337751,0.957933,0.884104,0.977906,TUMORLU
0.303945,0.085174,0.029933,0.278964,0.962879,0.758583,0.886624,TUMORLU
0.027355,0.003630,0.413355,0.298943,0.960484,0.887400,0.971454,TUMORLU
0.181453,0.028052,0.081114,0.452311,0.979647,0.766417,0.918836,TUMORLU
0.041936,0.002439,0.367070,0.345038,0.946126,0.932886,0.967617,TUMORLU
0.082727,0.004510,0.283939,0.783975,0.985130,0.813314,0.959320,TUMORLU
0.039099,0.001852,0.515932,0.458484,0.931758,0.960224,0.978617,TUMORLU
0.143667,0.016712,0.123141,0.547511,0.984191,0.766081,0.932325,TUMORLU
0.051671,0.002958,0.440459,0.412328,0.933760,0.959699,0.973506,TUMORLU
0.180479,0.027735,0.081818,0.453802,0.976516,0.772099,0.919115,TUMORLU
0.025075,0.001175,0.627428,0.489147,0.939606,0.922771,0.984939,TUMORLU
0.140497,0.015873,0.128105,0.558071,0.981023,0.776550,0.933602,TUMORLU
0.038293,0.001776,0.469024,0.480287,0.942949,0.947395,0.975537,TUMORLU
0.116088,0.010219,0.175443,0.643721,0.981484,0.774825,0.943763,TUMORLU
0.039013,0.001848,0.464119,0.475829,0.947858,0.923063,0.975197,TUMORLU
0.120605,0.011179,0.165192,0.626170,0.982738,0.752432,0.941818,TUMORLU
0.033414,0.001582,0.508720,0.479984,0.942488,0.950060,0.978162,TUMORLU
0.089061,0.005416,0.258038,0.755759,0.985163,0.766033,0.956229,TUMORLU
0.028367,0.001387,0.574765,0.474949,0.947911,0.947468,0.982106,TUMORLU
0.375512,0.132828,0.019610,0.226369,0.957920,0.765554,0.872959,TUMORLU
0.034387,0.001848,0.488175,0.465345,0.948182,0.941004,0.976830,TUMORLU
0.080044,0.004149,0.295921,0.796689,0.985788,0.764516,0.960655,TUMORLU
0.045672,0.002674,0.358520,0.341528,0.945980,0.913567,0.966855,TUMORLU
0.080490,0.004210,0.293819,0.794009,0.983217,0.816595,0.960425,TUMORLU
0.043721,0.002046,0.414203,0.538218,0.947283,0.885652,0.971520,TUMORLU
0.090401,0.005620,0.253020,0.749780,0.985072,0.772562,0.955594,TUMORLU
0.021068,0.001910,0.600389,0.386260,0.950702,0.917502,0.983515,TUMORLU
0.188015,0.030350,0.075856,0.437571,0.971399,0.771891,0.916671,TUMORLU
0.030670,0.001856,0.556298,0.426098,0.950000,0.922152,0.981051,TUMORLU
0.156982,0.020355,0.105533,0.511514,0.974516,0.782098,0.927339,TUMORLU
