@RELATION WAVELET_BAND_LH

@ATTRIBUTE LH_glcm_contrast NUMERIC
@ATTRIBUTE LH_glcm_dissimilarity NUMERIC
@ATTRIBUTE LH_glcm_homogeneity NUMERIC
@ATTRIBUTE LH_glcm_energy NUMERIC
@ATTRIBUTE LH_glcm_correlation NUMERIC
@ATTRIBUTE LH_glcm_ASM NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.370303,0.530359,0.312770,0.187321,0.228372,0.078680,TUMORLU
0.091172,0.063026,0.958416,0.958454,0.294306,0.929999,TUMORLU
0.403574,0.509218,0.356749,0.248951,0.218188,0.115553,TUMORLU
0.105148,0.077472,0.948066,0.949929,0.310609,0.915941,TUMORLU
0.389392,0.543617,0.318919,0.228725,0.263558,0.102879,TUMORLU
0.146808,0.101704,0.936759,0.940706,0.308465,0.900849,TUMORLU
0.479840,0.627103,0.247904,0.167312,0.212461,0.068064,TUMORLU
0.057678,0.031037,0.985287,0.986398,0.328164,0.976808,TUMORLU
0.496742,0.567683,0.299417,0.168110,0.193332,0.068289,TUMORLU
0.164555,0.108426,0.935249,0.938954,0.320849,0.898000,TUMORLU
0.169841,0.344760,0.475303,0.320627,0.250133,0.165638,TUMORLU
0.212039,0.131271,0.926884,0.934647,0.303334,0.891024,TUMORLU
0.122847,0.271370,0.573384,0.433877,0.309425,0.258807,TUMORLU
0.099292,0.076901,0.942796,0.943478,0.303456,0.905369,TUMORLU
0.512255,0.655727,0.214417,0.120835,0.204451,0.045118,TUMORLU
0.066106,0.044922,0.972211,0.974351,0.322555,0.956491,TUMORLU
0.330320,0.481370,0.383728,0.288656,0.238042,0.142407,TUMORLU
0.122493,0.074172,0.959037,0.962169,0.296169,0.936157,TUMORLU
