@RELATION GLCM_SHAPE

@ATTRIBUTE glcm_contrast NUMERIC
@ATTRIBUTE glcm_dissimilarity NUMERIC
@ATTRIBUTE glcm_homogeneity NUMERIC
@ATTRIBUTE glcm_energy NUMERIC
@ATTRIBUTE glcm_correlation NUMERIC
@ATTRIBUTE glcm_ASM NUMERIC
@ATTRIBUTE shape_area NUMERIC
@ATTRIBUTE shape_perimeter NUMERIC
@ATTRIBUTE shape_circularity NUMERIC
@ATTRIBUTE shape_aspect_ratio NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.269814,0.754545,0.251906,0.073822,0.338882,0.018374,0.190231,0.286091,0.100986,0.434267,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.183487,0.806134,0.157444,0.068547,0.479279,0.016887,0.216755,0.312544,0.096413,0.315897,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.154529,0.640950,0.347620,0.172093,0.827360,0.056284,0.365234,0.311397,0.163656,0.596154,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.193490,0.818625,0.150833,0.022095,0.738055,0.004613,0.563644,0.427616,0.133933,0.387500,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.135868,0.702662,0.211012,0.032550,0.805472,0.007018,0.956260,0.408904,0.248498,0.281818,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.214548,0.786997,0.219269,0.078886,0.453040,0.020054,0.314852,0.534252,0.047930,0.323855,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.156659,0.653076,0.323947,0.115924,0.917598,0.032582,0.521441,0.278247,0.292639,0.500000,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.181417,0.800619,0.153336,0.012869,0.839079,0.002607,0.567665,0.265789,0.349146,0.407895,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.171745,0.638945,0.325983,0.054348,0.899978,0.012656,0.625186,0.258165,0.407573,0.476923,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.171748,0.784396,0.157173,0.013380,0.835153,0.002674,0.728661,0.280908,0.401223,0.407895,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.125790,0.577350,0.380139,0.135018,0.704979,0.040126,0.572003,0.538373,0.085747,0.344444,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.078765,0.501197,0.391049,0.094349,0.827268,0.025079,0.224391,0.232957,0.179657,0.262654,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.139613,0.679778,0.259907,0.040492,0.893290,0.008910,0.792463,0.365168,0.258216,0.329787,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.158829,0.686474,0.277816,0.074727,0.880463,0.018523,0.523745,0.376005,0.160962,0.378049,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.243658,0.901633,0.101806,0.020520,0.664816,0.004278,0.822014,0.384928,0.241051,0.329787,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.814185,0.400152,0.948275,0.694149,0.874033,0.521561,0.486919,0.187424,0.602274,0.509429,TUMORLU
0.130280,0.696160,0.197648,0.019111,0.892250,0.003892,0.421038,0.399075,0.114869,0.356158,TUMORLU
0.803619,0.382274,0.951282,0.694416,0.876141,0.521906,0.490760,0.187706,0.605201,0.258333,TUMORLU
0.053543,0.377877,0.517061,0.110736,0.968679,0.030681,0.751977,0.252843,0.511085,0.387500,TUMORLU
0.330837,0.162819,0.977588,0.928188,0.797980,0.874003,0.083638,0.075824,0.632086,0.293174,TUMORLU
0.085175,0.469004,0.443088,0.118441,0.954296,0.033555,0.769283,0.259029,0.498171,0.397436,TUMORLU
0.381735,0.184905,0.976258,0.919107,0.794303,0.858667,0.095703,0.085774,0.565201,0.418324,TUMORLU
0.088197,0.475338,0.439152,0.120764,0.952944,0.034441,0.768650,0.253676,0.518991,0.397436,TUMORLU
0.350887,0.165691,0.979542,0.931596,0.776440,0.879791,0.079029,0.076895,0.580739,0.332143,TUMORLU
0.090999,0.491541,0.418515,0.105247,0.951078,0.028683,0.729565,0.270126,0.434432,0.402597,TUMORLU
0.384654,0.178100,0.978785,0.928741,0.766628,0.874941,0.083548,0.082952,0.527563,0.230078,TUMORLU
0.086216,0.484105,0.425873,0.109129,0.954519,0.030089,0.744838,0.289657,0.385729,0.378049,TUMORLU
0.294912,0.142385,0.980868,0.940221,0.785576,0.894531,0.069450,0.066188,0.688808,0.367457,TUMORLU
0.075328,0.479510,0.412155,0.098892,0.960214,0.026448,0.737111,0.286132,0.391192,0.382716,TUMORLU
0.331914,0.157215,0.980173,0.934695,0.779433,0.885074,0.076002,0.073629,0.609134,0.304464,TUMORLU
0.090356,0.493573,0.415893,0.107736,0.952732,0.029586,0.728254,0.296838,0.359114,0.387500,TUMORLU
0.274385,0.136774,0.981687,0.937886,0.809365,0.890528,0.073155,0.063604,0.785727,0.248915,TUMORLU
0.254146,0.904836,0.131096,0.021753,0.709850,0.004527,0.732592,0.512113,0.121372,0.310000,TUMORLU
0.220642,0.103574,0.986424,0.963271,0.737578,0.934510,0.040667,0.047078,0.797256,0.261563,TUMORLU
0.213567,0.849540,0.145422,0.037375,0.639584,0.008216,0.343771,0.361234,0.114467,0.508197,TUMORLU
0.361272,0.184626,0.974161,0.925558,0.784977,0.869547,0.085355,0.085980,0.501678,0.271019,TUMORLU
0.252227,0.906139,0.119543,0.022650,0.721792,0.004718,0.892820,0.545044,0.130584,0.287037,TUMORLU
0.225614,0.109351,0.985269,0.964867,0.717383,0.937311,0.038498,0.050550,0.654624,0.294837,TUMORLU
0.191244,0.810912,0.165396,0.035418,0.728434,0.007720,0.747278,0.354094,0.258961,0.356322,TUMORLU
0.448916,0.216079,0.971451,0.902353,0.798833,0.830727,0.117573,0.101359,0.497245,0.539732,TUMORLU
0.128207,0.581705,0.355237,0.087377,0.854279,0.022716,0.510596,0.449092,0.110001,0.364706,TUMORLU
0.553083,0.282104,0.959756,0.821411,0.860784,0.702160,0.234829,0.132171,0.584076,0.460631,TUMORLU
0.186839,0.749658,0.213367,0.038986,0.773843,0.008690,0.445439,0.332972,0.174567,0.430556,TUMORLU
0.676176,0.345229,0.952251,0.741186,0.878848,0.585244,0.376214,0.161285,0.628402,0.458426,TUMORLU
0.070683,0.452803,0.435056,0.107763,0.909550,0.029627,0.147485,0.218214,0.134578,1.000000,TUMORLU
0.762069,0.369903,0.952924,0.786386,0.836865,0.649829,0.287109,0.174285,0.410691,0.475236,TUMORLU
0.127540,0.634115,0.288088,0.048147,0.921643,0.010902,0.592608,0.344879,0.216482,0.413333,TUMORLU
0.361357,0.168917,0.979829,0.909616,0.828604,0.842781,0.110569,0.078593,0.777777,0.305921,TUMORLU
0.082383,0.483649,0.429295,0.123684,0.935517,0.035540,0.449460,0.378007,0.136672,0.424658,TUMORLU
0.368959,0.182109,0.975752,0.911346,0.818017,0.845665,0.105779,0.084466,0.644210,0.298077,TUMORLU
0.123585,0.621185,0.304240,0.044189,0.935524,0.009831,0.730288,0.368425,0.233768,0.300971,TUMORLU
0.565597,0.276569,0.963670,0.806824,0.869015,0.680121,0.260359,0.130419,0.665087,0.262946,TUMORLU
0.100566,0.557318,0.350902,0.056440,0.898164,0.013158,0.707831,0.354040,0.245365,0.300971,TUMORLU
0.598780,0.286530,0.964344,0.796974,0.867976,0.665436,0.277349,0.134182,0.669306,0.287598,TUMORLU
0.150521,0.599856,0.388654,0.165318,0.896581,0.053102,0.534454,0.220431,0.477917,0.289444,TUMORLU
0.666908,0.327612,0.956723,0.791951,0.854595,0.658010,0.282680,0.153607,0.520554,0.137323,TUMORLU
0.117919,0.566399,0.364030,0.058611,0.926369,0.013731,0.573268,0.290199,0.295771,0.407895,TUMORLU
0.572582,0.269996,0.966338,0.832822,0.848224,0.719637,0.217613,0.126504,0.590836,0.201823,TUMORLU
0.106236,0.550824,0.366996,0.061241,0.951120,0.014464,0.651439,0.294146,0.327143,0.369048,TUMORLU
0.906420,0.429502,0.944830,0.698678,0.857619,0.527533,0.471104,0.202015,0.501579,0.345982,TUMORLU
0.112496,0.585928,0.331787,0.038795,0.948136,0.008445,0.641318,0.299683,0.310269,0.322917,TUMORLU
0.663841,0.326166,0.956769,0.778908,0.863208,0.638911,0.304595,0.153553,0.561303,0.242188,TUMORLU
0.100832,0.531029,0.393050,0.068756,0.955896,0.016655,0.588722,0.277934,0.331144,0.352273,TUMORLU
0.923105,0.436648,0.945665,0.708831,0.850766,0.541050,0.443993,0.205854,0.455246,0.191443,TUMORLU
0.154755,0.688713,0.255613,0.023430,0.886751,0.004807,0.738692,0.344534,0.270389,0.348315,TUMORLU
0.278186,0.130425,0.984216,0.942346,0.794010,0.898179,0.067778,0.060445,0.806033,0.209459,TUMORLU
0.148277,0.664233,0.289830,0.038283,0.908343,0.008331,0.679047,0.328246,0.273836,0.373494,TUMORLU
0.216249,0.102778,0.986753,0.965793,0.722625,0.938937,0.037685,0.047597,0.722749,0.312826,TUMORLU
0.151139,0.679898,0.273738,0.030615,0.900994,0.006478,0.731553,0.344902,0.267205,0.336957,TUMORLU
0.230762,0.107796,0.986357,0.959457,0.752442,0.927834,0.045411,0.050052,0.787600,0.287037,TUMORLU
0.093818,0.504378,0.414773,0.107883,0.947116,0.029623,0.415616,0.292470,0.211114,0.455882,TUMORLU
0.612452,0.292380,0.962325,0.813876,0.852949,0.690732,0.247707,0.136583,0.576941,0.198718,TUMORLU
0.083056,0.458772,0.463029,0.119736,0.942360,0.034014,0.417559,0.322655,0.174273,0.424658,TUMORLU
0.774529,0.360910,0.955785,0.741910,0.862017,0.586248,0.377163,0.169689,0.569131,0.183475,TUMORLU
0.056493,0.395108,0.503104,0.195181,0.963128,0.067441,0.503140,0.275577,0.287867,0.407895,TUMORLU
1.000000,0.456516,0.946960,0.675374,0.853626,0.497140,0.552664,0.215848,0.515411,0.213823,TUMORLU
0.118163,0.574827,0.362904,0.069620,0.926947,0.016919,0.655144,0.341896,0.243523,0.356322,TUMORLU
0.655611,0.313804,0.959720,0.827426,0.829554,0.711346,0.222810,0.148383,0.439698,0.135731,TUMORLU
0.104892,0.566682,0.345281,0.043758,0.923235,0.009716,0.699110,0.301435,0.334309,0.373494,TUMORLU
0.841292,0.405530,0.946771,0.770146,0.830504,0.626240,0.311418,0.190681,0.372151,0.156566,TUMORLU
0.152352,0.717524,0.217326,0.022753,0.868866,0.004776,0.869685,0.279663,0.483149,0.336957,TUMORLU
0.263337,0.131614,0.982274,0.953814,0.747912,0.918003,0.051557,0.061646,0.589474,0.221429,TUMORLU
0.110693,0.586251,0.325576,0.049568,0.920334,0.011253,0.478921,0.330777,0.190188,0.369048,TUMORLU
0.532036,0.256009,0.967529,0.813785,0.872955,0.690593,0.249605,0.120707,0.744348,0.187610,TUMORLU
0.080070,0.387807,0.556138,0.251685,0.902771,0.098561,0.440965,0.251167,0.303716,0.574074,TUMORLU
0.423531,0.200921,0.975218,0.887858,0.836223,0.806917,0.139307,0.093918,0.686219,0.324751,TUMORLU
0.062107,0.345537,0.580550,0.267747,0.929621,0.108343,0.366093,0.321087,0.154289,0.563636,TUMORLU
0.601130,0.283845,0.964675,0.779733,0.877271,0.640112,0.308617,0.138465,0.699406,0.217025,TUMORLU
0.211741,0.867103,0.106448,0.001592,0.840674,0.000272,0.670779,0.322212,0.280728,0.274336,TUMORLU
0.242283,0.110871,0.987274,0.959009,0.747232,0.927052,0.046767,0.051307,0.771935,0.166071,TUMORLU
0.109365,0.582502,0.336285,0.086371,0.938801,0.022237,0.541458,0.298353,0.264298,0.424658,TUMORLU
0.453559,0.222611,0.969389,0.859363,0.858120,0.761113,0.179929,0.104020,0.722531,0.237939,TUMORLU
0.098331,0.544193,0.360041,0.084690,0.944584,0.021697,0.585333,0.292686,0.296886,0.413333,TUMORLU
0.479733,0.227852,0.971033,0.874636,0.832333,0.785499,0.156568,0.106399,0.600922,0.269097,TUMORLU
0.118349,0.585570,0.340505,0.082702,0.937451,0.021043,0.583164,0.265399,0.359733,0.430556,TUMORLU
0.409986,0.205910,0.971484,0.894641,0.829171,0.818015,0.128598,0.092718,0.649978,0.351172,TUMORLU
0.113921,0.598464,0.318130,0.073401,0.933134,0.018126,0.546609,0.330517,0.217409,0.413333,TUMORLU
0.483928,0.226434,0.971575,0.866378,0.841828,0.772266,0.170078,0.106161,0.655701,0.216694,TUMORLU
0.068551,0.399638,0.523796,0.203866,0.946413,0.071905,0.472098,0.242624,0.348461,0.508197,TUMORLU
0.851851,0.404002,0.948890,0.730814,0.852471,0.570891,0.393159,0.189512,0.475647,0.471848,TUMORLU
0.102615,0.571023,0.332696,0.036389,0.938624,0.007872,0.693552,0.271326,0.409341,0.352273,TUMORLU
0.215301,0.100119,0.988335,0.963641,0.747222,0.935158,0.041525,0.045953,0.854416,0.224888,TUMORLU
0.128829,0.676194,0.231796,0.023371,0.918686,0.004787,0.435950,0.283309,0.235995,0.340659,TUMORLU
0.609971,0.280475,0.966609,0.815330,0.853312,0.692929,0.246442,0.131857,0.615879,0.213695,TUMORLU
0.125055,0.660070,0.242657,0.018636,0.890514,0.003757,0.549049,0.370284,0.173992,0.300971,TUMORLU
0.359722,0.164540,0.980430,0.934571,0.762141,0.884861,0.076183,0.077101,0.556833,0.254297,TUMORLU
0.108845,0.578063,0.337757,0.053729,0.898661,0.012401,0.374542,0.277566,0.211231,0.484375,TUMORLU
0.688827,0.320696,0.961181,0.790843,0.851601,0.656376,0.284894,0.151152,0.541811,0.359245,TUMORLU
0.097418,0.515170,0.402853,0.079588,0.941525,0.020017,0.613393,0.280595,0.338508,0.476923,TUMORLU
0.276622,0.127779,0.984489,0.945495,0.782105,0.903602,0.063395,0.059061,0.789664,0.325700,TUMORLU
0.102817,0.539478,0.382946,0.096144,0.917209,0.025476,0.564864,0.362055,0.187234,0.436620,TUMORLU
0.371901,0.176442,0.978036,0.928658,0.772885,0.874799,0.083006,0.082141,0.534539,0.224888,TUMORLU
0.074656,0.430111,0.487531,0.128470,0.948053,0.037460,0.445664,0.241271,0.332649,0.455882,TUMORLU
0.458316,0.219657,0.971613,0.905994,0.784898,0.836758,0.110614,0.102170,0.460419,0.200431,TUMORLU
0.102519,0.582271,0.319752,0.061382,0.924962,0.014537,0.569427,0.383674,0.168075,0.476923,TUMORLU
0.446525,0.213785,0.972577,0.899452,0.805716,0.825933,0.121413,0.100602,0.521246,0.281728,TUMORLU
0.143715,0.708585,0.223802,0.043730,0.864911,0.009739,0.607022,0.397884,0.166602,0.348315,TUMORLU
0.749011,0.352909,0.957076,0.783316,0.843110,0.645339,0.295739,0.163588,0.480172,0.444010,TUMORLU
0.205257,0.796230,0.201793,0.036403,0.809494,0.007902,0.704216,0.474336,0.135995,0.326316,TUMORLU
0.050412,0.024507,0.996530,0.996884,0.000000,0.994359,0.001898,0.010339,0.771360,0.322917,TUMORLU
0.394978,0.186444,0.977110,0.932268,0.744776,0.880938,0.077493,0.087418,0.440606,0.696289,TUMORLU
0.097432,0.573311,0.316276,0.031626,0.918529,0.006726,0.821111,0.311223,0.368339,0.344444,TUMORLU
0.362081,0.168825,0.979445,0.928257,0.781522,0.874119,0.084316,0.078983,0.587269,0.302734,TUMORLU
0.157544,0.750551,0.183048,0.021936,0.823607,0.004576,0.867245,0.521198,0.138716,0.313131,TUMORLU
0.307613,0.141052,0.982612,0.942997,0.766070,0.899298,0.065519,0.065691,0.659694,0.242188,TUMORLU
0.079703,0.499798,0.393924,0.114237,0.823846,0.032044,0.279969,0.271133,0.165476,0.456583,TUMORLU
0.609547,0.288437,0.964227,0.800454,0.863193,0.670606,0.270345,0.135567,0.639149,0.286589,TUMORLU
0.076247,0.484933,0.402638,0.103706,0.814870,0.028221,0.386471,0.361212,0.128701,0.407895,TUMORLU
0.479451,0.224016,0.973542,0.862556,0.848316,0.766180,0.175997,0.104441,0.701056,0.350399,TUMORLU
0.095584,0.545189,0.363674,0.079909,0.834930,0.020161,0.297140,0.188387,0.363786,0.226461,TUMORLU
0.623776,0.290010,0.965024,0.791359,0.865999,0.657135,0.286612,0.134863,0.684692,0.281250,TUMORLU
0.057771,0.413317,0.478371,0.154510,0.908943,0.048319,0.447924,0.375650,0.137920,0.336957,TUMORLU
0.745363,0.343349,0.959677,0.763731,0.856589,0.617040,0.333740,0.161025,0.559256,0.347656,TUMORLU
0.091230,0.521876,0.390269,0.114129,0.880161,0.031966,0.337807,0.241370,0.251937,0.182321,TUMORLU
0.607201,0.287303,0.964894,0.823658,0.846809,0.705583,0.232118,0.135459,0.549645,0.379275,TUMORLU
0.147642,0.704090,0.233797,0.038617,0.836289,0.008497,0.958972,0.309610,0.434675,0.319588,TUMORLU
0.221470,0.109012,0.985613,0.961312,0.751042,0.931077,0.043423,0.050496,0.739947,0.298077,TUMORLU
0.082041,0.528607,0.347622,0.064216,0.933740,0.015384,0.546112,0.284900,0.292339,0.397436,TUMORLU
0.563028,0.270824,0.965321,0.846706,0.837234,0.741191,0.195789,0.127337,0.524647,0.271417,TUMORLU
0.075990,0.502527,0.374445,0.057592,0.965733,0.013426,0.648909,0.300310,0.312632,0.348315,TUMORLU
0.592520,0.266715,0.970141,0.827333,0.849297,0.711202,0.229859,0.125379,0.635327,0.253540,TUMORLU
0.106763,0.484593,0.462217,0.206996,0.884979,0.073535,0.521666,0.267899,0.315821,0.360254,TUMORLU
0.445431,0.207507,0.974134,0.918225,0.761842,0.857184,0.095793,0.097780,0.435339,0.320898,TUMORLU
0.164431,0.644415,0.301498,0.059109,0.737378,0.013907,0.537210,0.473094,0.104289,0.253297,TUMORLU
0.281057,0.130709,0.984493,0.955272,0.727616,0.920538,0.050698,0.061149,0.589124,0.188368,TUMORLU
0.187909,0.692861,0.262762,0.047560,0.662653,0.010884,0.559125,0.540080,0.083288,0.298077,TUMORLU
0.337993,0.160138,0.980127,0.934266,0.777484,0.884341,0.076499,0.075014,0.590698,0.262370,TUMORLU
0.121637,0.583007,0.355147,0.071186,0.822050,0.017427,0.604266,0.428158,0.143222,0.246224,TUMORLU
0.368957,0.164837,0.982134,0.948488,0.689817,0.908771,0.057657,0.077025,0.422256,0.125751,TUMORLU
0.136436,0.659108,0.276902,0.093837,0.875355,0.024748,0.554607,0.390985,0.157636,0.352273,TUMORLU
0.656820,0.308110,0.961443,0.735083,0.886432,0.576775,0.397497,0.151519,0.752296,0.403646,TUMORLU
0.104643,0.494186,0.453870,0.186985,0.879378,0.063370,0.611495,0.339051,0.231128,0.339619,TUMORLU
0.432521,0.204383,0.974575,0.924272,0.749301,0.867372,0.086937,0.095746,0.412053,0.320898,TUMORLU
0.102766,0.446286,0.516114,0.238100,0.866340,0.090593,0.554155,0.291292,0.283768,0.419564,TUMORLU
0.340091,0.160292,0.980355,0.937701,0.763412,0.890212,0.072161,0.075014,0.557203,0.223558,TUMORLU
0.071631,0.473294,0.411605,0.102852,0.946139,0.027944,0.383896,0.226336,0.325609,0.596154,TUMORLU
0.801504,0.386640,0.949092,0.757270,0.846748,0.607846,0.336361,0.180373,0.449211,0.343750,TUMORLU
0.066234,0.425060,0.475202,0.121781,0.955013,0.034855,0.438887,0.236653,0.340501,0.508197,TUMORLU
0.866634,0.401274,0.952387,0.676076,0.873505,0.498043,0.558673,0.188387,0.683980,0.258515,TUMORLU
0.214885,0.824095,0.184758,0.019043,0.814454,0.003900,0.673309,0.574180,0.088737,0.313131,TUMORLU
0.290443,0.130575,0.985102,0.955281,0.722254,0.920554,0.051060,0.060445,0.607212,0.292295,TUMORLU
0.214232,0.838129,0.164411,0.018424,0.791437,0.003802,0.825810,0.525490,0.129939,0.319588,TUMORLU
0.267100,0.129824,0.983249,0.948218,0.775392,0.908302,0.058967,0.061095,0.686419,0.337333,TUMORLU
0.046610,0.367694,0.518135,0.129469,0.954789,0.037838,0.593331,0.248139,0.418694,0.462687,TUMORLU
0.517834,0.264418,0.963704,0.778631,0.894116,0.638507,0.308843,0.136010,0.725412,0.348410,TUMORLU
0.059229,0.367383,0.543719,0.262110,0.866188,0.104892,0.224210,0.186797,0.279193,0.614329,TUMORLU
0.673922,0.305736,0.963968,0.822506,0.831298,0.703826,0.233473,0.143397,0.493340,0.245460,TUMORLU
0.150585,0.712739,0.220581,0.034421,0.881932,0.007381,0.464959,0.387190,0.134758,0.392405,TUMORLU
0.408488,0.189502,0.977035,0.875838,0.858490,0.787434,0.159098,0.088305,0.886509,0.252279,TUMORLU
0.161896,0.717141,0.222871,0.037285,0.870984,0.008079,0.444309,0.385622,0.129823,0.351467,TUMORLU
0.442901,0.200379,0.976982,0.870751,0.852664,0.779261,0.166644,0.093788,0.823156,0.246936,TUMORLU
0.108726,0.553825,0.377053,0.092233,0.944662,0.024153,0.539289,0.290674,0.277331,0.424658,TUMORLU
0.550961,0.258914,0.968124,0.826500,0.859674,0.709927,0.229813,0.121518,0.676213,0.343466,TUMORLU
0.204233,0.843105,0.143529,0.007832,0.848460,0.001546,0.772175,0.342966,0.285235,0.312097,TUMORLU
0.497919,0.235694,0.970457,0.886889,0.806068,0.805340,0.136731,0.109481,0.495656,0.092262,TUMORLU
0.231153,0.843027,0.166322,0.016073,0.847525,0.003193,0.757399,0.254661,0.507445,0.295469,TUMORLU
0.380814,0.171720,0.980022,0.899677,0.838020,0.826302,0.125390,0.079923,0.852910,0.180453,TUMORLU
0.081552,0.432023,0.507222,0.276690,0.959534,0.113951,0.507297,0.257407,0.332667,0.534483,TUMORLU
0.481056,0.235781,0.968079,0.866042,0.840973,0.771731,0.167231,0.111017,0.589557,0.374290,TUMORLU
0.123168,0.599802,0.319960,0.081597,0.737531,0.020866,0.384980,0.323533,0.159805,0.492063,TUMORLU
0.335209,0.149357,0.983278,0.938943,0.764101,0.892339,0.070986,0.069141,0.645205,0.299173,TUMORLU
0.110764,0.572196,0.345542,0.073086,0.806775,0.018137,0.650264,0.418724,0.161148,0.352273,TUMORLU
0.440063,0.206717,0.973810,0.886904,0.830486,0.805362,0.140030,0.096763,0.649820,0.280938,TUMORLU
0.179625,0.579969,0.378195,0.087023,0.552217,0.022506,0.379061,0.359577,0.127384,0.452321,TUMORLU
0.576269,0.277726,0.963581,0.795626,0.873298,0.663438,0.279156,0.129976,0.717979,0.340704,TUMORLU
0.153050,0.568807,0.369653,0.079949,0.637989,0.020210,0.396367,0.396598,0.109493,0.356322,TUMORLU
0.666217,0.307788,0.963343,0.766205,0.871304,0.620579,0.334192,0.145377,0.687058,0.310409,TUMORLU
0.108313,0.524531,0.423172,0.235898,0.925361,0.089322,0.740229,0.235972,0.577611,0.430556,TUMORLU
0.405094,0.188623,0.977270,0.878929,0.856127,0.792423,0.154670,0.088121,0.865432,0.308239,TUMORLU
0.127127,0.634989,0.288623,0.051089,0.921111,0.011689,0.588767,0.324590,0.242807,0.418919,TUMORLU
0.378243,0.164458,0.982639,0.914671,0.812119,0.851224,0.104604,0.076192,0.782929,0.293174,TUMORLU
0.121919,0.581058,0.370000,0.166644,0.926784,0.053704,0.533008,0.281276,0.292724,0.382716,TUMORLU
0.835021,0.391294,0.952365,0.763837,0.837683,0.617194,0.328498,0.184181,0.420759,0.476302,TUMORLU
0.156376,0.737129,0.200172,0.018219,0.901466,0.003669,0.947494,0.334755,0.367376,0.295238,TUMORLU
0.442813,0.203848,0.976254,0.882885,0.837020,0.798828,0.147847,0.095379,0.706156,0.246936,TUMORLU
0.103484,0.520002,0.409301,0.082087,0.925866,0.020798,0.602142,0.328031,0.243142,0.356322,TUMORLU
0.591692,0.285493,0.962867,0.831823,0.843015,0.718100,0.217342,0.133815,0.527381,0.269097,TUMORLU
0.149794,0.715034,0.219358,0.023728,0.869434,0.005000,0.872035,0.295539,0.433803,0.333333,TUMORLU
0.330242,0.157865,0.979949,0.927612,0.803263,0.873025,0.085807,0.073943,0.681900,0.214666,TUMORLU
0.104478,0.581767,0.322334,0.044898,0.880973,0.010050,0.387375,0.263464,0.242481,0.516667,TUMORLU
0.457888,0.219034,0.972585,0.843697,0.871991,0.736493,0.205820,0.102484,0.851469,0.338053,TUMORLU
0.137258,0.686730,0.227113,0.028522,0.827729,0.006028,0.733541,0.575869,0.096110,0.254098,TUMORLU
0.693121,0.328065,0.959265,0.788452,0.851770,0.652860,0.287606,0.152957,0.534131,0.291280,TUMORLU
0.167728,0.644040,0.328034,0.081293,0.872244,0.020550,0.800596,0.353435,0.278473,0.264957,TUMORLU
0.492321,0.234639,0.970787,0.838739,0.865845,0.728784,0.211875,0.110130,0.759022,0.358438,TUMORLU
0.109403,0.560868,0.359466,0.062610,0.913701,0.014901,0.836519,0.353033,0.291632,0.264957,TUMORLU
0.571995,0.280351,0.962971,0.781076,0.882154,0.642067,0.306086,0.135773,0.721455,0.361296,TUMORLU
0.123244,0.585278,0.343862,0.060971,0.903310,0.014431,0.845195,0.347052,0.304899,0.264957,TUMORLU
0.593839,0.277294,0.965288,0.807645,0.862441,0.681353,0.259997,0.130863,0.659669,0.385706,TUMORLU
0.214504,0.753018,0.254616,0.080825,0.896338,0.020394,0.679409,0.272647,0.397117,0.337333,TUMORLU
0.271433,0.127200,0.984711,0.957130,0.724600,0.923773,0.048213,0.059505,0.591631,0.184827,TUMORLU
0.206442,0.782455,0.207697,0.036029,0.900565,0.007791,0.803172,0.267151,0.488972,0.387500,TUMORLU
0.348445,0.163658,0.979789,0.931435,0.780364,0.879519,0.080430,0.076398,0.598751,0.336372,TUMORLU
0.132882,0.649361,0.283020,0.029536,0.914380,0.006258,0.595093,0.365612,0.193435,0.413333,TUMORLU
0.358290,0.171513,0.978342,0.929150,0.780186,0.875636,0.083006,0.079740,0.567216,0.408691,TUMORLU
0.073200,0.479028,0.410661,0.082585,0.858809,0.020990,0.372916,0.302769,0.176757,0.165822,TUMORLU
0.651451,0.307073,0.962171,0.845284,0.812067,0.738969,0.194343,0.144728,0.403139,0.223267,TUMORLU
0.075988,0.497335,0.388937,0.084586,0.838077,0.021658,0.897429,0.396329,0.248243,0.258333,TUMORLU
0.569369,0.262987,0.968962,0.859875,0.822117,0.761925,0.177940,0.123735,0.504982,0.201823,TUMORLU
0.105053,0.601542,0.291912,0.030905,0.957238,0.006540,0.783200,0.287310,0.412250,0.316327,TUMORLU
0.674200,0.313818,0.960861,0.793429,0.853137,0.660189,0.280737,0.147604,0.559880,0.193750,TUMORLU
0.131659,0.682981,0.228413,0.013980,0.923190,0.002766,0.764313,0.363340,0.251555,0.295238,TUMORLU
0.729419,0.353674,0.953845,0.811847,0.823867,0.687672,0.244318,0.164994,0.389949,0.264543,TUMORLU
0.163353,0.724821,0.223562,0.025096,0.861460,0.005221,0.761195,0.298084,0.372228,0.344444,TUMORLU
0.216637,0.100373,0.987603,0.965939,0.723260,0.939193,0.037640,0.049793,0.659636,0.216239,TUMORLU
